year,migback,pgisced97,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,No migration background,No answer / don't know,Very concerned,0.24339,60,235,0.18841,0.29838
2008,No migration background,No answer / don't know,Somewhat concerned,0.44152,114,235,0.37789,0.50514
2008,No migration background,No answer / don't know,Not concerned at all,0.31509,61,235,0.25557,0.37461
2008,No migration background,Pre-primary Level,Very concerned,0.32514,73,289,0.27104,0.37924
2008,No migration background,Pre-primary Level,Somewhat concerned,0.50360,159,289,0.44585,0.56134
2008,No migration background,Pre-primary Level,Not concerned at all,0.17127,57,289,0.12776,0.21478
2008,No migration background,Primary Level,Very concerned,0.45116,32,32,0.27599,0.62633
2008,No migration background,Lower Secondary Level,Very concerned,0.40641,548,1417,0.38083,0.43200
2008,No migration background,Lower Secondary Level,Somewhat concerned,0.44959,652,1417,0.42368,0.47550
2008,No migration background,Lower Secondary Level,Not concerned at all,0.14400,217,1417,0.12571,0.16229
2008,No migration background,Upper Secondary Level,Very concerned,0.38955,3279,8658,0.37928,0.39983
2008,No migration background,Upper Secondary Level,Somewhat concerned,0.48391,4246,8658,0.47338,0.49443
2008,No migration background,Upper Secondary Level,Not concerned at all,0.12654,1133,8658,0.11954,0.13354
2008,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.30713,260,858,0.27625,0.33802
2008,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.55597,468,858,0.52270,0.58923
2008,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.13690,130,858,0.11389,0.15992
2008,No migration background,First Stage of Tertiary Education,Very concerned,0.36793,453,1258,0.34127,0.39459
2008,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.50216,646,1258,0.47452,0.52980
2008,No migration background,First Stage of Tertiary Education,Not concerned at all,0.12991,159,1258,0.11132,0.14850
2008,No migration background,Second Stage of Tertiary Education,Very concerned,0.28122,1103,3783,0.26689,0.29555
2008,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.53066,2056,3783,0.51475,0.54656
2008,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.18812,624,3783,0.17567,0.20058
2008,Direct migration background,Primary Level,Very concerned,0.33456,32,77,0.22848,0.44064
2008,Direct migration background,Primary Level,Somewhat concerned,0.50599,45,77,0.39358,0.61840
2008,Direct migration background,Lower Secondary Level,Very concerned,0.39575,178,421,0.34898,0.44252
2008,Direct migration background,Lower Secondary Level,Somewhat concerned,0.46312,189,421,0.41543,0.51081
2008,Direct migration background,Lower Secondary Level,Not concerned at all,0.14113,54,421,0.10783,0.17443
2008,Direct migration background,Upper Secondary Level,Very concerned,0.39424,285,709,0.35824,0.43023
2008,Direct migration background,Upper Secondary Level,Somewhat concerned,0.47271,340,709,0.43593,0.50948
2008,Direct migration background,Upper Secondary Level,Not concerned at all,0.13305,84,709,0.10804,0.15807
2008,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.37217,69,166,0.29841,0.44592
2008,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.52099,97,166,0.44476,0.59721
2008,Direct migration background,First Stage of Tertiary Education,Very concerned,0.56435,54,102,0.46765,0.66106
2008,Direct migration background,First Stage of Tertiary Education,Somewhat concerned,0.35447,48,102,0.26118,0.44776
2008,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.32724,108,313,0.27517,0.37930
2008,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.54154,162,313,0.48625,0.59683
2008,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.13122,43,313,0.09376,0.16869
2008,Indirect migration background,Lower Secondary Level,Very concerned,0.40170,58,158,0.32501,0.47839
2008,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.40168,68,158,0.32499,0.47836
2008,Indirect migration background,Lower Secondary Level,Not concerned at all,0.19662,32,158,0.13445,0.25879
2008,Indirect migration background,Upper Secondary Level,Very concerned,0.33316,116,317,0.28119,0.38513
2008,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.55678,165,317,0.50201,0.61156
2008,Indirect migration background,Upper Secondary Level,Not concerned at all,0.11006,36,317,0.07555,0.14456
2008,Indirect migration background,Second Stage of Tertiary Education,Somewhat concerned,0.47158,46,46,0.32572,0.61743
2009,No migration background,No answer / don't know,Very concerned,0.25264,61,238,0.19731,0.30796
2009,No migration background,No answer / don't know,Somewhat concerned,0.47926,128,238,0.41566,0.54286
2009,No migration background,No answer / don't know,Not concerned at all,0.26810,49,238,0.21171,0.32450
2009,No migration background,Pre-primary Level,Very concerned,0.25466,58,247,0.20021,0.30910
2009,No migration background,Pre-primary Level,Somewhat concerned,0.52833,139,247,0.46595,0.59071
2009,No migration background,Pre-primary Level,Not concerned at all,0.21702,50,247,0.16550,0.26853
2009,No migration background,Lower Secondary Level,Very concerned,0.40033,479,1267,0.37334,0.42732
2009,No migration background,Lower Secondary Level,Somewhat concerned,0.45893,600,1267,0.43148,0.48638
2009,No migration background,Lower Secondary Level,Not concerned at all,0.14074,188,1267,0.12158,0.15990
2009,No migration background,Upper Secondary Level,Very concerned,0.37747,2980,8121,0.36692,0.38801
2009,No migration background,Upper Secondary Level,Somewhat concerned,0.49614,4054,8121,0.48527,0.50702
2009,No migration background,Upper Secondary Level,Not concerned at all,0.12639,1087,8121,0.11916,0.13362
2009,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.29654,225,790,0.26467,0.32841
2009,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.55219,449,790,0.51749,0.58689
2009,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.15127,116,790,0.12627,0.17627
2009,No migration background,First Stage of Tertiary Education,Very concerned,0.36671,426,1197,0.33940,0.39402
2009,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.49955,616,1197,0.47121,0.52788
2009,No migration background,First Stage of Tertiary Education,Not concerned at all,0.13374,155,1197,0.11445,0.15303
2009,No migration background,Second Stage of Tertiary Education,Very concerned,0.26619,979,3642,0.25183,0.28055
2009,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.56653,2064,3642,0.55044,0.58263
2009,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.16728,599,3642,0.15515,0.17940
2009,Direct migration background,Primary Level,Very concerned,0.44161,34,77,0.32996,0.55325
2009,Direct migration background,Primary Level,Somewhat concerned,0.40980,43,77,0.29923,0.52037
2009,Direct migration background,Lower Secondary Level,Very concerned,0.33481,125,360,0.28599,0.38363
2009,Direct migration background,Lower Secondary Level,Somewhat concerned,0.49965,172,360,0.44793,0.55137
2009,Direct migration background,Lower Secondary Level,Not concerned at all,0.16554,63,360,0.12709,0.20399
2009,Direct migration background,Upper Secondary Level,Very concerned,0.40358,243,613,0.36471,0.44245
2009,Direct migration background,Upper Secondary Level,Somewhat concerned,0.47577,292,613,0.43620,0.51534
2009,Direct migration background,Upper Secondary Level,Not concerned at all,0.12065,78,613,0.09485,0.14646
2009,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.42130,63,152,0.34255,0.50006
2009,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.50601,89,152,0.42626,0.58575
2009,Direct migration background,First Stage of Tertiary Education,Very concerned,0.46625,39,83,0.35828,0.57423
2009,Direct migration background,First Stage of Tertiary Education,Somewhat concerned,0.42160,44,83,0.31471,0.52848
2009,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.37532,97,292,0.31968,0.43095
2009,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.49949,155,292,0.44205,0.55694
2009,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.12519,40,292,0.08716,0.16321
2009,Indirect migration background,Lower Secondary Level,Very concerned,0.37513,56,121,0.28851,0.46176
2009,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.40477,65,121,0.31695,0.49259
2009,Indirect migration background,Upper Secondary Level,Very concerned,0.32578,99,286,0.27137,0.38019
2009,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.53277,150,286,0.47484,0.59069
2009,Indirect migration background,Upper Secondary Level,Not concerned at all,0.14145,37,286,0.10099,0.18191
2009,Indirect migration background,Second Stage of Tertiary Education,Somewhat concerned,0.47088,50,50,0.33112,0.61064
2010,No migration background,No answer / don't know,Very concerned,0.24117,44,207,0.18275,0.29958
2010,No migration background,No answer / don't know,Somewhat concerned,0.53878,126,207,0.47070,0.60685
2010,No migration background,No answer / don't know,Not concerned at all,0.22006,37,207,0.16348,0.27663
2010,No migration background,Pre-primary Level,Very concerned,0.20153,48,218,0.14815,0.25490
2010,No migration background,Pre-primary Level,Somewhat concerned,0.59531,118,218,0.53001,0.66062
2010,No migration background,Pre-primary Level,Not concerned at all,0.20316,52,218,0.14963,0.25669
2010,No migration background,Lower Secondary Level,Very concerned,0.41436,435,1157,0.38596,0.44276
