"plh0039","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2008","17-29","1 Einkommensschwächstes Quintil","207","0.257797744031427","0.22811078200057","0.287484706062283"
"Grosse Sorgen","2008","17-29","2","209","0.344275830930682","0.308926416901507","0.379625244959857"
"Grosse Sorgen","2008","17-29","3","165","0.258667657631933","0.223182421708791","0.294152893555076"
"Grosse Sorgen","2008","17-29","4","153","0.287088897579342","0.252066573363029","0.322111221795655"
"Grosse Sorgen","2008","17-29","5 Einkommensstärkstes Quintil","98","0.2428219739449","0.200482742171533","0.285161205718268"
"Grosse Sorgen","2008","30-45","1 Einkommensschwächstes Quintil","284","0.363968766341871","0.330523411609871","0.397414121073872"
"Grosse Sorgen","2008","30-45","2","362","0.36973483765147","0.340297077125806","0.399172598177134"
"Grosse Sorgen","2008","30-45","3","324","0.288149327524563","0.261287223484385","0.31501143156474"
"Grosse Sorgen","2008","30-45","4","325","0.284473582305388","0.258318337869539","0.310628826741237"
"Grosse Sorgen","2008","30-45","5 Einkommensstärkstes Quintil","274","0.238465816654256","0.213109218406166","0.263822414902346"
"Grosse Sorgen","2008","46-65","1 Einkommensschwächstes Quintil","400","0.402490838491567","0.372672008340767","0.432309668642367"
"Grosse Sorgen","2008","46-65","2","472","0.414987912364069","0.386485784091767","0.443490040636372"
"Grosse Sorgen","2008","46-65","3","395","0.346712682964536","0.318651632177506","0.374773733751567"
"Grosse Sorgen","2008","46-65","4","594","0.425962607881088","0.401013254111813","0.450911961650363"
"Grosse Sorgen","2008","46-65","5 Einkommensstärkstes Quintil","577","0.305964745852901","0.285033999598147","0.326895492107655"
"Grosse Sorgen","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Grosse Sorgen","2008","66","2","","","",""
"Grosse Sorgen","2008","66","3","","","",""
"Grosse Sorgen","2008","66","4","","","",""
"Grosse Sorgen","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Einige Sorgen","2008","17-29","1 Einkommensschwächstes Quintil","427","0.491864215723394","0.457934707135288","0.525793724311499"
"Einige Sorgen","2008","17-29","2","342","0.455095084243755","0.418045802671393","0.492144365816117"
"Einige Sorgen","2008","17-29","3","303","0.531904727760742","0.491470029124534","0.57233942639695"
"Einige Sorgen","2008","17-29","4","370","0.555241277130575","0.516771277180577","0.593711277080573"
"Einige Sorgen","2008","17-29","5 Einkommensstärkstes Quintil","223","0.559110022603734","0.510085459503711","0.608134585703757"
"Einige Sorgen","2008","30-45","1 Einkommensschwächstes Quintil","376","0.471163001178075","0.436464474689971","0.505861527666179"
"Einige Sorgen","2008","30-45","2","526","0.494750438372959","0.464261381052212","0.525239495693706"
"Einige Sorgen","2008","30-45","3","610","0.562851942563349","0.533431572383325","0.592272312743373"
"Einige Sorgen","2008","30-45","4","660","0.581065694887095","0.552462762711863","0.609668627062328"
"Einige Sorgen","2008","30-45","5 Einkommensstärkstes Quintil","620","0.569463202081269","0.540000593704369","0.598925810458168"
"Einige Sorgen","2008","46-65","1 Einkommensschwächstes Quintil","470","0.455562463305132","0.425280201228748","0.485844725381516"
"Einige Sorgen","2008","46-65","2","533","0.453845255963024","0.425045493732881","0.482645018193167"
"Einige Sorgen","2008","46-65","3","564","0.518165575065437","0.48870439469556","0.547626755435314"
"Einige Sorgen","2008","46-65","4","741","0.466450533860242","0.44127993124522","0.491621136475264"
"Einige Sorgen","2008","46-65","5 Einkommensstärkstes Quintil","1022","0.538136571317848","0.515492146490455","0.56078099614524"
"Einige Sorgen","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Einige Sorgen","2008","66","2","","","",""
"Einige Sorgen","2008","66","3","","","",""
"Einige Sorgen","2008","66","4","","","",""
"Einige Sorgen","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Keine Sorgen","2008","17-29","1 Einkommensschwächstes Quintil","200","0.250338040245179","0.220937099507673","0.279738980982686"
"Keine Sorgen","2008","17-29","2","143","0.200629084825563","0.170834353526874","0.230423816124252"
"Keine Sorgen","2008","17-29","3","117","0.209427614607325","0.176454653430123","0.242400575784527"
"Keine Sorgen","2008","17-29","4","118","0.157669825290083","0.129457781531768","0.185881869048398"
"Keine Sorgen","2008","17-29","5 Einkommensstärkstes Quintil","73","0.198068003451366","0.15871517856902","0.237420828333712"
"Keine Sorgen","2008","30-45","1 Einkommensschwächstes Quintil","135","0.164868232480054","0.139074718058108","0.190661746902"
"Keine Sorgen","2008","30-45","2","145","0.135514723975571","0.114642440088056","0.156387007863086"
"Keine Sorgen","2008","30-45","3","158","0.148998729912088","0.127878766612665","0.170118693211512"
"Keine Sorgen","2008","30-45","4","158","0.134460722807517","0.114683464455162","0.154237981159871"
"Keine Sorgen","2008","30-45","5 Einkommensstärkstes Quintil","191","0.192070981264475","0.168631353903111","0.21551060862584"
"Keine Sorgen","2008","46-65","1 Einkommensschwächstes Quintil","169","0.141946698203301","0.120725979030033","0.16316741737657"
"Keine Sorgen","2008","46-65","2","143","0.131166831672907","0.111638850073959","0.150694813271854"
"Keine Sorgen","2008","46-65","3","146","0.135121741970027","0.114965616202315","0.15527786773774"
"Keine Sorgen","2008","46-65","4","174","0.10758685825867","0.0919530038794784","0.123220712637862"
"Keine Sorgen","2008","46-65","5 Einkommensstärkstes Quintil","263","0.155898682829252","0.139421735074996","0.172375630583508"
"Keine Sorgen","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Keine Sorgen","2008","66","2","","","",""
"Keine Sorgen","2008","66","3","","","",""
"Keine Sorgen","2008","66","4","","","",""
"Keine Sorgen","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Grosse Sorgen","2009","17-29","1 Einkommensschwächstes Quintil","198","0.298530478099979","0.265470091700246","0.331590864499711"
"Grosse Sorgen","2009","17-29","2","139","0.247975398332975","0.213041314120818","0.282909482545132"
"Grosse Sorgen","2009","17-29","3","133","0.297019502994708","0.257631229826258","0.336407776163159"
"Grosse Sorgen","2009","17-29","4","134","0.229226827042119","0.194689559526106","0.263764094558132"
"Grosse Sorgen","2009","17-29","5 Einkommensstärkstes Quintil","91","0.195786729669364","0.158105893192835","0.233467566145894"
"Grosse Sorgen","2009","30-45","1 Einkommensschwächstes Quintil","264","0.398235462291933","0.361195537877163","0.435275386706704"
"Grosse Sorgen","2009","30-45","2","289","0.346923198580015","0.316047876143652","0.377798521016378"
"Grosse Sorgen","2009","30-45","3","274","0.277303389662413","0.248836377533725","0.305770401791101"
"Grosse Sorgen","2009","30-45","4","295","0.248505045384871","0.222684072879139","0.274326017890602"
"Grosse Sorgen","2009","30-45","5 Einkommensstärkstes Quintil","239","0.252999948720415","0.226616809499357","0.279383087941473"
"Grosse Sorgen","2009","46-65","1 Einkommensschwächstes Quintil","366","0.414414401509816","0.382838562510849","0.445990240508783"
"Grosse Sorgen","2009","46-65","2","410","0.409250391471343","0.379733830089881","0.438766952852805"
"Grosse Sorgen","2009","46-65","3","343","0.367524558353124","0.337506936695172","0.397542180011077"
"Grosse Sorgen","2009","46-65","4","513","0.372997094238416","0.348325772707431","0.3976684157694"
"Grosse Sorgen","2009","46-65","5 Einkommensstärkstes Quintil","552","0.318236051911878","0.296935776556366","0.33953632726739"
"Grosse Sorgen","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Grosse Sorgen","2009","66","2","","","",""
"Grosse Sorgen","2009","66","3","","","",""
"Grosse Sorgen","2009","66","4","","","",""
"Grosse Sorgen","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Einige Sorgen","2009","17-29","1 Einkommensschwächstes Quintil","375","0.480612912758888","0.444517461519668","0.516708363998108"
"Einige Sorgen","2009","17-29","2","328","0.57605327120725","0.536075736566732","0.616030805847769"
"Einige Sorgen","2009","17-29","3","265","0.491569177501373","0.448475746123974","0.534662608878772"
"Einige Sorgen","2009","17-29","4","311","0.511078571132248","0.470005674713025","0.552151467551471"
"Einige Sorgen","2009","17-29","5 Einkommensstärkstes Quintil","243","0.595032053577308","0.54841725661075","0.641646850543866"
"Einige Sorgen","2009","30-45","1 Einkommensschwächstes Quintil","302","0.459699698641478","0.42199099995277","0.497408397330187"
"Einige Sorgen","2009","30-45","2","477","0.48155479679101","0.44914420289393","0.513965390688091"
"Einige Sorgen","2009","30-45","3","534","0.605565589799789","0.57448750261453","0.636643676985048"
"Einige Sorgen","2009","30-45","4","607","0.57540759997016","0.545874035888572","0.604941164051749"
"Einige Sorgen","2009","30-45","5 Einkommensstärkstes Quintil","604","0.566710371626529","0.536637447123098","0.59678329612996"
"Einige Sorgen","2009","46-65","1 Einkommensschwächstes Quintil","446","0.446118119443959","0.414255916755309","0.477980322132609"
"Einige Sorgen","2009","46-65","2","519","0.481960550308946","0.451965012633624","0.511956087984268"
"Einige Sorgen","2009","46-65","3","531","0.52954478775697","0.498469028031054","0.560620547482886"
"Einige Sorgen","2009","46-65","4","792","0.523903804404946","0.498425058721375","0.549382550088517"
"Einige Sorgen","2009","46-65","5 Einkommensstärkstes Quintil","1014","0.529972593172663","0.507149116038757","0.55279607030657"
"Einige Sorgen","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Einige Sorgen","2009","66","2","","","",""
"Einige Sorgen","2009","66","3","","","",""
