year,age_gr,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,17-29 y.,Very concerned,0.28248,832,3148,0.26675,0.29821
2008,17-29 y.,Somewhat concerned,0.50907,1665,3148,0.49161,0.52654
2008,17-29 y.,Not concerned at all,0.20844,651,3148,0.19425,0.22264
2008,30-45 y.,Very concerned,0.30862,1569,5148,0.29600,0.32124
2008,30-45 y.,Somewhat concerned,0.53772,2792,5148,0.52410,0.55134
2008,30-45 y.,Not concerned at all,0.15366,787,5148,0.14381,0.16351
2008,46-65 y.,Very concerned,0.38257,2438,6663,0.37090,0.39425
2008,46-65 y.,Somewhat concerned,0.48442,3330,6663,0.47242,0.49642
2008,46-65 y.,Not concerned at all,0.13300,895,6663,0.12485,0.14116
2008,66 and older,Very concerned,0.46741,1974,4266,0.45244,0.48239
2008,66 and older,Somewhat concerned,0.43393,1863,4266,0.41906,0.44881
2008,66 and older,Not concerned at all,0.09865,429,4266,0.08970,0.10760
2009,17-29 y.,Very concerned,0.26200,695,2835,0.24582,0.27819
2009,17-29 y.,Somewhat concerned,0.52161,1522,2835,0.50322,0.54000
2009,17-29 y.,Not concerned at all,0.21638,618,2835,0.20122,0.23155
2009,30-45 y.,Very concerned,0.29821,1361,4653,0.28507,0.31136
2009,30-45 y.,Somewhat concerned,0.54286,2524,4653,0.52854,0.55717
2009,30-45 y.,Not concerned at all,0.15893,768,4653,0.14843,0.16944
2009,46-65 y.,Very concerned,0.37496,2184,6305,0.36301,0.38691
2009,46-65 y.,Somewhat concerned,0.50382,3302,6305,0.49148,0.51616
2009,46-65 y.,Not concerned at all,0.12122,819,6305,0.11317,0.12928
2009,66 and older,Very concerned,0.45003,1834,4129,0.43486,0.46521
2009,66 and older,Somewhat concerned,0.45114,1897,4129,0.43596,0.46632
2009,66 and older,Not concerned at all,0.09883,398,4129,0.08973,0.10793
2010,17-29 y.,Very concerned,0.23052,553,2502,0.21402,0.24703
2010,17-29 y.,Somewhat concerned,0.54283,1382,2502,0.52331,0.56236
2010,17-29 y.,Not concerned at all,0.22664,567,2502,0.21023,0.24305
2010,30-45 y.,Very concerned,0.28064,1133,4090,0.26686,0.29441
2010,30-45 y.,Somewhat concerned,0.51468,2236,4090,0.49936,0.53000
2010,30-45 y.,Not concerned at all,0.20469,721,4090,0.19232,0.21705
2010,46-65 y.,Very concerned,0.37396,2129,5986,0.36171,0.38622
2010,46-65 y.,Somewhat concerned,0.49173,3027,5986,0.47906,0.50439
2010,46-65 y.,Not concerned at all,0.13431,830,5986,0.12567,0.14295
2010,66 and older,Very concerned,0.46816,1818,3980,0.45265,0.48366
2010,66 and older,Somewhat concerned,0.44037,1776,3980,0.42494,0.45579
2010,66 and older,Not concerned at all,0.09147,386,3980,0.08252,0.10043
2011,17-29 y.,Very concerned,0.25918,708,2960,0.24339,0.27497
2011,17-29 y.,Somewhat concerned,0.49739,1523,2960,0.47938,0.51541
2011,17-29 y.,Not concerned at all,0.24343,729,2960,0.22796,0.25889
2011,30-45 y.,Very concerned,0.28388,1438,4805,0.27113,0.29663
2011,30-45 y.,Somewhat concerned,0.53390,2500,4805,0.51979,0.54800
2011,30-45 y.,Not concerned at all,0.18222,867,4805,0.17130,0.19314
2011,46-65 y.,Very concerned,0.35922,2677,7699,0.34851,0.36994
2011,46-65 y.,Somewhat concerned,0.51023,3951,7699,0.49907,0.52140
