"plh0039","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","2008","(noch) kein Abschluss","kein Migrationshintergrund","101","0.354357080536555","0.30521945651164","0.40349470456147"
"Grosse Sorgen","2008","(noch) kein Abschluss","direkter Migrationshintergrund","39","0.323673379837315","0.239254648821214","0.408092110853417"
"Grosse Sorgen","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Grosse Sorgen","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Hauptschule","kein Migrationshintergrund","2371","0.431681811963569","0.418744829770627","0.444618794156512"
"Grosse Sorgen","2008","Hauptschule","direkter Migrationshintergrund","386","0.410083494663066","0.378056557267116","0.442110432059017"
"Grosse Sorgen","2008","Hauptschule","indirekter Migrationshintergrund","91","0.40681161693849","0.343325733890327","0.470297499986652"
"Grosse Sorgen","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Realschule","kein Migrationshintergrund","1697","0.365504431708995","0.351799333601216","0.379209529816774"
"Grosse Sorgen","2008","Realschule","direkter Migrationshintergrund","66","0.42591111356106","0.350232141742322","0.501590085379797"
"Grosse Sorgen","2008","Realschule","indirekter Migrationshintergrund","68","0.318234700102042","0.251474366101109","0.384995034102975"
"Grosse Sorgen","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","(Fach-)Abitur","kein Migrationshintergrund","450","0.265361312507373","0.244403709937239","0.286318915077507"
"Grosse Sorgen","2008","(Fach-)Abitur","direkter Migrationshintergrund","122","0.361331861523816","0.31026967741486","0.412394045632771"
"Grosse Sorgen","2008","(Fach-)Abitur","indirekter Migrationshintergrund","33","0.232621828069231","0.158555120887746","0.306688535250716"
"Grosse Sorgen","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","AkademikerIn","kein Migrationshintergrund","1103","0.281166444229246","0.266840414905922","0.29549247355257"
"Grosse Sorgen","2008","AkademikerIn","direkter Migrationshintergrund","108","0.327282597309792","0.2753005105059","0.379264684113684"
"Grosse Sorgen","2008","AkademikerIn","indirekter Migrationshintergrund","20","","",""
"Grosse Sorgen","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","(noch) kein Abschluss","kein Migrationshintergrund","193","0.483394425780788","0.432057747759223","0.534731103802353"
"Einige Sorgen","2008","(noch) kein Abschluss","direkter Migrationshintergrund","54","0.516519367090951","0.426353962988616","0.606684771193286"
"Einige Sorgen","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","32","0.460565699817869","0.334444660683799","0.586686738951939"
"Einige Sorgen","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Hauptschule","kein Migrationshintergrund","2605","0.455337517139645","0.442330258509508","0.468344775769783"
"Einige Sorgen","2008","Hauptschule","direkter Migrationshintergrund","407","0.45492836682048","0.422503194590096","0.487353539050864"
"Einige Sorgen","2008","Hauptschule","indirekter Migrationshintergrund","105","0.469415995043302","0.404918894461333","0.533913095625272"
"Einige Sorgen","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Realschule","kein Migrationshintergrund","2376","0.495424885653947","0.481195919338738","0.509653851969157"
"Einige Sorgen","2008","Realschule","direkter Migrationshintergrund","83","0.452289753048983","0.376115189538066","0.5284643165599"
"Einige Sorgen","2008","Realschule","indirekter Migrationshintergrund","97","0.532614738843757","0.46110398036869","0.604125497318823"
"Einige Sorgen","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","(Fach-)Abitur","kein Migrationshintergrund","959","0.56518040309951","0.541649748915422","0.588711057283599"
"Einige Sorgen","2008","(Fach-)Abitur","direkter Migrationshintergrund","176","0.522804748550294","0.469713070645673","0.575896426454915"
