year,bula_h,pgisced97,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.33410,86,292,0.27991,0.38830
2008,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.49389,134,292,0.43645,0.55134
2008,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.17200,72,292,0.12864,0.21536
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.48401,45,45,0.33635,0.63168
2008,Hamburg,Upper Secondary Level,Very concerned,0.38243,48,94,0.28366,0.48120
2008,Hamburg,Upper Secondary Level,Somewhat concerned,0.44190,46,94,0.34097,0.54284
2008,Hamburg,Second Stage of Tertiary Education,Somewhat concerned,0.45988,38,38,0.29929,0.62048
2008,Lower Saxony,Lower Secondary Level,Very concerned,0.45480,98,180,0.38185,0.52775
2008,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.42521,82,180,0.35278,0.49763
2008,Lower Saxony,Upper Secondary Level,Very concerned,0.41332,381,928,0.38162,0.44502
2008,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.47011,443,928,0.43798,0.50224
2008,Lower Saxony,Upper Secondary Level,Not concerned at all,0.11657,104,928,0.09591,0.13723
2008,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.45005,43,96,0.35001,0.55010
2008,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.45104,53,96,0.35098,0.55110
2008,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.40337,38,94,0.30366,0.50307
2008,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.50209,56,94,0.40047,0.60371
2008,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.31074,90,308,0.25897,0.36251
2008,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.54630,173,308,0.49061,0.60199
2008,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.14296,45,308,0.10380,0.18212
2008,Bremen,Upper Secondary Level,Somewhat concerned,0.50334,36,36,0.33770,0.66899
2008,North Rhine-Westphalia,No answer / don't know,Somewhat concerned,0.35362,34,34,0.19050,0.51674
2008,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.50147,36,36,0.33582,0.66711
2008,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.40962,195,463,0.36478,0.45447
2008,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.45670,205,463,0.41128,0.50212
2008,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.13368,63,463,0.10265,0.16471
