year,bula_h,migback,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Schleswig-Holstein,No migration background,Very concerned,0.27845,124,495,0.23893,0.31798
2008,Schleswig-Holstein,No migration background,Somewhat concerned,0.49957,235,495,0.45548,0.54367
2008,Schleswig-Holstein,No migration background,Not concerned at all,0.22197,136,495,0.18533,0.25862
2008,Hamburg,No migration background,Very concerned,0.33942,81,250,0.28060,0.39823
2008,Hamburg,No migration background,Somewhat concerned,0.42584,106,250,0.36443,0.48726
2008,Hamburg,No migration background,Not concerned at all,0.23474,63,250,0.18209,0.28738
2008,Lower Saxony,No migration background,Very concerned,0.41043,599,1536,0.38582,0.43503
2008,Lower Saxony,No migration background,Somewhat concerned,0.47189,746,1536,0.44692,0.49687
2008,Lower Saxony,No migration background,Not concerned at all,0.11768,191,1536,0.10156,0.13380
2008,Lower Saxony,Direct migration background,Very concerned,0.44800,68,133,0.36317,0.53284
2008,Lower Saxony,Direct migration background,Somewhat concerned,0.42971,65,133,0.34526,0.51416
2008,Bremen,No migration background,Very concerned,0.36266,36,102,0.26890,0.45642
2008,Bremen,No migration background,Somewhat concerned,0.48344,66,102,0.38598,0.58090
2008,North Rhine-Westphalia,No migration background,Very concerned,0.38537,1218,3191,0.36848,0.40226
2008,North Rhine-Westphalia,No migration background,Somewhat concerned,0.49329,1602,3191,0.47594,0.51064
2008,North Rhine-Westphalia,No migration background,Not concerned at all,0.12134,371,3191,0.11001,0.13267
2008,North Rhine-Westphalia,Direct migration background,Very concerned,0.38360,213,508,0.34127,0.42593
2008,North Rhine-Westphalia,Direct migration background,Somewhat concerned,0.50760,242,508,0.46408,0.55111
2008,North Rhine-Westphalia,Direct migration background,Not concerned at all,0.10881,53,508,0.08170,0.13591
2008,North Rhine-Westphalia,Indirect migration background,Very concerned,0.35605,82,185,0.28686,0.42524
2008,North Rhine-Westphalia,Indirect migration background,Somewhat concerned,0.50362,103,185,0.43138,0.57587
2008,Hesse,No migration background,Very concerned,0.32169,355,1057,0.29351,0.34986
2008,Hesse,No migration background,Somewhat concerned,0.55643,565,1057,0.52647,0.58640
2008,Hesse,No migration background,Not concerned at all,0.12188,137,1057,0.10215,0.14161
2008,Hesse,Direct migration background,Very concerned,0.41811,77,156,0.34045,0.49576
2008,Hesse,Direct migration background,Somewhat concerned,0.46165,79,156,0.38317,0.54014
2008,"Rhineland-Palatinate, Saarland",No migration background,Very concerned,0.36649,332,899,0.33497,0.39800
2008,"Rhineland-Palatinate, Saarland",No migration background,Somewhat concerned,0.49719,457,899,0.46449,0.52990
2008,"Rhineland-Palatinate, Saarland",No migration background,Not concerned at all,0.13632,110,899,0.11388,0.15876
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Very concerned,0.41024,61,130,0.32536,0.49513
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Somewhat concerned,0.49639,69,130,0.41011,0.58267
2008,Baden-Wuerttemberg,No migration background,Very concerned,0.33628,561,1741,0.31408,0.35848
2008,Baden-Wuerttemberg,No migration background,Somewhat concerned,0.54154,957,1741,0.51813,0.56495
2008,Baden-Wuerttemberg,No migration background,Not concerned at all,0.12218,223,1741,0.10679,0.13757
2008,Baden-Wuerttemberg,Direct migration background,Very concerned,0.35879,141,432,0.31351,0.40408
2008,Baden-Wuerttemberg,Direct migration background,Somewhat concerned,0.45146,213,432,0.40447,0.49844
2008,Baden-Wuerttemberg,Direct migration background,Not concerned at all,0.18975,78,432,0.15273,0.22677
2008,Baden-Wuerttemberg,Indirect migration background,Very concerned,0.33100,58,175,0.26108,0.40092
2008,Baden-Wuerttemberg,Indirect migration background,Somewhat concerned,0.49786,85,175,0.42357,0.57216
2008,Baden-Wuerttemberg,Indirect migration background,Not concerned at all,0.17113,32,175,0.11517,0.22710
2008,Bavaria,No migration background,Very concerned,0.37616,811,2322,0.35645,0.39587
2008,Bavaria,No migration background,Somewhat concerned,0.47635,1188,2322,0.45603,0.49667
2008,Bavaria,No migration background,Not concerned at all,0.14748,323,2322,0.13306,0.16191
2008,Bavaria,Direct migration background,Very concerned,0.35832,101,287,0.30275,0.41389
2008,Bavaria,Direct migration background,Somewhat concerned,0.52580,155,287,0.46792,0.58367
2008,Bavaria,Direct migration background,Not concerned at all,0.11588,31,287,0.07879,0.15298
2008,Bavaria,Indirect migration background,Very concerned,0.35893,40,108,0.26804,0.44982
2008,Bavaria,Indirect migration background,Somewhat concerned,0.50075,68,108,0.40601,0.59549
2008,Berlin,No migration background,Very concerned,0.43097,268,643,0.39266,0.46927
2008,Berlin,No migration background,Somewhat concerned,0.45415,297,643,0.41563,0.49266
2008,Berlin,No migration background,Not concerned at all,0.11489,78,643,0.09022,0.13956
2008,Brandenburg,No migration background,Very concerned,0.28099,254,797,0.24976,0.31221
2008,Brandenburg,No migration background,Somewhat concerned,0.50808,400,797,0.47335,0.54281
2008,Brandenburg,No migration background,Not concerned at all,0.21094,143,797,0.18260,0.23928
2008,Mecklenburg-Western Pomerania,No migration background,Very concerned,0.40780,181,480,0.36379,0.45181
2008,Mecklenburg-Western Pomerania,No migration background,Somewhat concerned,0.47692,241,480,0.43219,0.52165
2008,Mecklenburg-Western Pomerania,No migration background,Not concerned at all,0.11527,58,480,0.08667,0.14387
2008,Saxony,No migration background,Very concerned,0.29716,418,1393,0.27316,0.32117
2008,Saxony,No migration background,Somewhat concerned,0.48236,693,1393,0.45611,0.50861
2008,Saxony,No migration background,Not concerned at all,0.22048,282,1393,0.19870,0.24226
2008,Saxony-Anhalt,No migration background,Very concerned,0.38982,281,792,0.35583,0.42381
2008,Saxony-Anhalt,No migration background,Somewhat concerned,0.46222,385,792,0.42747,0.49696
2008,Saxony-Anhalt,No migration background,Not concerned at all,0.14796,126,792,0.12322,0.17270
2008,Thuringa,No migration background,Very concerned,0.34712,289,852,0.31514,0.37911
2008,Thuringa,No migration background,Somewhat concerned,0.48027,431,852,0.44671,0.51384
2008,Thuringa,No migration background,Not concerned at all,0.17261,132,852,0.14721,0.19800
2009,Schleswig-Holstein,No migration background,Very concerned,0.29947,121,452,0.25720,0.34174
2009,Schleswig-Holstein,No migration background,Somewhat concerned,0.51234,224,452,0.46621,0.55847
2009,Schleswig-Holstein,No migration background,Not concerned at all,0.18819,107,452,0.15212,0.22427
2009,Hamburg,No migration background,Very concerned,0.28173,62,244,0.22517,0.33829
2009,Hamburg,No migration background,Somewhat concerned,0.51924,137,244,0.45642,0.58206
2009,Hamburg,No migration background,Not concerned at all,0.19903,45,244,0.14883,0.24923
2009,Lower Saxony,No migration background,Very concerned,0.37727,533,1449,0.35231,0.40224
2009,Lower Saxony,No migration background,Somewhat concerned,0.48467,728,1449,0.45892,0.51041
2009,Lower Saxony,No migration background,Not concerned at all,0.13806,188,1449,0.12029,0.15583
2009,Lower Saxony,Direct migration background,Very concerned,0.49047,54,112,0.39747,0.58347
2009,Lower Saxony,Direct migration background,Somewhat concerned,0.33848,58,112,0.25045,0.42651
2009,Bremen,No migration background,Very concerned,0.36260,39,93,0.26436,0.46084
2009,Bremen,No migration background,Somewhat concerned,0.55667,54,93,0.45516,0.65819
2009,North Rhine-Westphalia,No migration background,Very concerned,0.37192,1085,2968,0.35453,0.38931
2009,North Rhine-Westphalia,No migration background,Somewhat concerned,0.50401,1534,2968,0.48602,0.52200
2009,North Rhine-Westphalia,No migration background,Not concerned at all,0.12407,349,2968,0.11221,0.13594
2009,North Rhine-Westphalia,Direct migration background,Very concerned,0.36119,168,444,0.31646,0.40592
2009,North Rhine-Westphalia,Direct migration background,Somewhat concerned,0.49892,214,444,0.45236,0.54548
2009,North Rhine-Westphalia,Direct migration background,Not concerned at all,0.13989,62,444,0.10758,0.17219
2009,North Rhine-Westphalia,Indirect migration background,Very concerned,0.30259,76,192,0.23744,0.36774
2009,North Rhine-Westphalia,Indirect migration background,Somewhat concerned,0.45276,77,192,0.38217,0.52336
2009,North Rhine-Westphalia,Indirect migration background,Not concerned at all,0.24464,39,192,0.18368,0.30561
2009,Hesse,No migration background,Very concerned,0.35242,337,991,0.32266,0.38218
2009,Hesse,No migration background,Somewhat concerned,0.50432,517,991,0.47318,0.53547
2009,Hesse,No migration background,Not concerned at all,0.14326,137,991,0.12143,0.16508
2009,Hesse,Direct migration background,Very concerned,0.38994,61,141,0.30915,0.47073
2009,Hesse,Direct migration background,Somewhat concerned,0.50787,80,141,0.42506,0.59068
2009,Hesse,Indirect migration background,Somewhat concerned,0.58240,34,34,0.41414,0.75066
2009,"Rhineland-Palatinate, Saarland",No migration background,Very concerned,0.36503,286,829,0.33224,0.39783
2009,"Rhineland-Palatinate, Saarland",No migration background,Somewhat concerned,0.50868,433,829,0.47463,0.54274
2009,"Rhineland-Palatinate, Saarland",No migration background,Not concerned at all,0.12628,110,829,0.10366,0.14891
2009,"Rhineland-Palatinate, Saarland",Direct migration background,Very concerned,0.38137,50,117,0.29297,0.46976
2009,"Rhineland-Palatinate, Saarland",Direct migration background,Somewhat concerned,0.52014,67,117,0.42922,0.61106
2009,Baden-Wuerttemberg,No migration background,Very concerned,0.35611,510,1596,0.33261,0.37961
2009,Baden-Wuerttemberg,No migration background,Somewhat concerned,0.52946,865,1596,0.50497,0.55396
2009,Baden-Wuerttemberg,No migration background,Not concerned at all,0.11443,221,1596,0.09881,0.13005
2009,Baden-Wuerttemberg,Direct migration background,Very concerned,0.39927,121,349,0.34781,0.45072
2009,Baden-Wuerttemberg,Direct migration background,Somewhat concerned,0.48789,171,349,0.43537,0.54041
2009,Baden-Wuerttemberg,Direct migration background,Not concerned at all,0.11284,57,349,0.07960,0.14609
2009,Baden-Wuerttemberg,Indirect migration background,Very concerned,0.28463,44,129,0.20646,0.36281
2009,Baden-Wuerttemberg,Indirect migration background,Somewhat concerned,0.49598,85,129,0.40936,0.58260
2009,Bavaria,No migration background,Very concerned,0.30699,680,2213,0.28777,0.32621
