year,sex,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,male,Very concerned,0.33273,3035,9165,0.32308,0.34238
2008,male,Somewhat concerned,0.49688,4596,9165,0.48664,0.50712
2008,male,Not concerned at all,0.17039,1534,9165,0.16269,0.17809
2008,female,Very concerned,0.39554,3778,10060,0.38598,0.40509
2008,female,Somewhat concerned,0.48644,5054,10060,0.47668,0.49621
2008,female,Not concerned at all,0.11802,1228,10060,0.11172,0.12433
2009,male,Very concerned,0.32136,2683,8564,0.31147,0.33125
2009,male,Somewhat concerned,0.50474,4396,8564,0.49415,0.51533
2009,male,Not concerned at all,0.17390,1485,8564,0.16587,0.18193
2009,female,Very concerned,0.38266,3391,9358,0.37281,0.39251
2009,female,Somewhat concerned,0.50514,4849,9358,0.49501,0.51527
2009,female,Not concerned at all,0.11221,1118,9358,0.10581,0.11860
2010,male,Very concerned,0.32218,2481,7901,0.31187,0.33248
2010,male,Somewhat concerned,0.49138,3988,7901,0.48036,0.50240
2010,male,Not concerned at all,0.18644,1432,7901,0.17785,0.19503
2010,female,Very concerned,0.38662,3152,8657,0.37636,0.39688
2010,female,Somewhat concerned,0.49178,4433,8657,0.48125,0.50231
2010,female,Not concerned at all,0.12160,1072,8657,0.11472,0.12849
2011,male,Very concerned,0.31504,3001,9669,0.30578,0.32430
2011,male,Somewhat concerned,0.49931,4845,9669,0.48935,0.50928
2011,male,Not concerned at all,0.18565,1823,9669,0.17790,0.19340
2011,female,Very concerned,0.37314,3927,10796,0.36401,0.38226
2011,female,Somewhat concerned,0.50010,5459,10796,0.49066,0.50953
2011,female,Not concerned at all,0.12677,1410,10796,0.12049,0.13304
2012,male,Very concerned,0.27682,2692,9606,0.26787,0.28577
2012,male,Somewhat concerned,0.50170,4838,9606,0.49170,0.51170
2012,male,Not concerned at all,0.22148,2076,9606,0.21317,0.22978
2012,female,Very concerned,0.33949,3642,10758,0.33054,0.34844
2012,female,Somewhat concerned,0.51867,5568,10758,0.50923,0.52812
2012,female,Not concerned at all,0.14183,1548,10758,0.13524,0.14843
2013,male,Very concerned,0.28298,2497,8795,0.27357,0.29240
2013,male,Somewhat concerned,0.49533,4377,8795,0.48488,0.50578
2013,male,Not concerned at all,0.22169,1921,8795,0.21301,0.23037
2013,female,Very concerned,0.33983,3306,9960,0.33053,0.34913
2013,female,Somewhat concerned,0.50873,5062,9960,0.49891,0.51855
2013,female,Not concerned at all,0.15144,1592,9960,0.14440,0.15848
2018,male,Very concerned,0.36926,4207,11770,0.36054,0.37798
2018,male,Somewhat concerned,0.46722,5543,11770,0.45821,0.47624
2018,male,Not concerned at all,0.16351,2020,11770,0.15683,0.17020
2018,female,Very concerned,0.45009,5920,13775,0.44179,0.45840
2018,female,Somewhat concerned,0.45304,6407,13775,0.44472,0.46135
2018,female,Not concerned at all,0.09687,1448,13775,0.09193,0.10181
