year,regtyp,sampreg,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,West,Very important,0.18530,1037,5397,0.17493,0.19567
1990,Urban regions,West,Important,0.51607,2814,5397,0.50274,0.52940
1990,Urban regions,West,Less important,0.25291,1325,5397,0.24131,0.26451
1990,Urban regions,West,Unimportant,0.04572,221,5397,0.04015,0.05129
1990,Rural regions,West,Very important,0.16106,282,1667,0.14341,0.17871
1990,Rural regions,West,Important,0.53198,914,1667,0.50802,0.55594
1990,Rural regions,West,Less important,0.24448,382,1667,0.22384,0.26512
1990,Rural regions,West,Unimportant,0.06249,89,1667,0.05086,0.07411
1992,No answer / don't know,East,Important,0.47870,53,53,0.34292,0.61448
1992,Urban regions,West,Very important,0.17601,998,5252,0.16571,0.18632
1992,Urban regions,West,Important,0.50542,2674,5252,0.49190,0.51894
1992,Urban regions,West,Less important,0.24819,1274,5252,0.23651,0.25988
1992,Urban regions,West,Unimportant,0.07037,306,5252,0.06345,0.07729
1992,Urban regions,East,Very important,0.22830,312,1308,0.20554,0.25106
1992,Urban regions,East,Important,0.51206,687,1308,0.48496,0.53916
1992,Urban regions,East,Less important,0.21286,256,1308,0.19067,0.23505
1992,Urban regions,East,Unimportant,0.04678,53,1308,0.03533,0.05823
1992,Rural regions,West,Very important,0.18667,333,1663,0.16793,0.20540
1992,Rural regions,West,Important,0.45753,797,1663,0.43358,0.48148
1992,Rural regions,West,Less important,0.28109,428,1663,0.25947,0.30270
1992,Rural regions,West,Unimportant,0.07471,105,1663,0.06207,0.08736
1992,Rural regions,East,Very important,0.19440,544,2531,0.17898,0.20982
1992,Rural regions,East,Important,0.53240,1384,2531,0.51296,0.55185
1992,Rural regions,East,Less important,0.22531,524,2531,0.20903,0.24159
1992,Rural regions,East,Unimportant,0.04789,79,2531,0.03957,0.05621
1995,Urban regions,West,Very important,0.18892,1148,5669,0.17873,0.19911
1995,Urban regions,West,Important,0.50483,2946,5669,0.49182,0.51785
1995,Urban regions,West,Less important,0.25003,1319,5669,0.23876,0.26131
1995,Urban regions,West,Unimportant,0.05622,256,5669,0.05022,0.06221
1995,Urban regions,East,Very important,0.21469,266,1203,0.19147,0.23790
1995,Urban regions,East,Important,0.54628,687,1203,0.51814,0.57443
1995,Urban regions,East,Less important,0.19577,216,1203,0.17334,0.21820
1995,Urban regions,East,Unimportant,0.04326,34,1203,0.03176,0.05476
1995,Rural regions,West,Very important,0.17625,361,1804,0.15867,0.19384
1995,Rural regions,West,Important,0.50521,935,1804,0.48214,0.52829
1995,Rural regions,West,Less important,0.24207,402,1804,0.22230,0.26184
1995,Rural regions,West,Unimportant,0.07646,106,1804,0.06420,0.08873
1995,Rural regions,East,Very important,0.18710,505,2448,0.17165,0.20255
1995,Rural regions,East,Important,0.57797,1457,2448,0.55840,0.59754
1995,Rural regions,East,Less important,0.20077,431,2448,0.18490,0.21664
1995,Rural regions,East,Unimportant,0.03416,55,2448,0.02696,0.04136
2004,Urban regions,West,Very important,0.16769,2184,12489,0.16114,0.17425
2004,Urban regions,West,Important,0.51227,6441,12489,0.50351,0.52104
2004,Urban regions,West,Less important,0.27005,3340,12489,0.26226,0.27783
2004,Urban regions,West,Unimportant,0.04999,524,12489,0.04616,0.05381
2004,Urban regions,East,Very important,0.18800,333,1747,0.16968,0.20633
2004,Urban regions,East,Important,0.53666,966,1747,0.51327,0.56005
2004,Urban regions,East,Less important,0.22945,389,1747,0.20973,0.24918
2004,Urban regions,East,Unimportant,0.04588,59,1747,0.03606,0.05569
2004,Rural regions,West,Very important,0.18076,658,3739,0.16842,0.19309
2004,Rural regions,West,Important,0.50045,1928,3739,0.48442,0.51648
2004,Rural regions,West,Less important,0.26636,996,3739,0.25219,0.28054
2004,Rural regions,West,Unimportant,0.05243,157,3739,0.04528,0.05957
2004,Rural regions,East,Very important,0.17395,620,3431,0.16126,0.18664
2004,Rural regions,East,Important,0.56979,1988,3431,0.55322,0.58636
2004,Rural regions,East,Less important,0.22841,743,3431,0.21436,0.24246
2004,Rural regions,East,Unimportant,0.02785,80,3431,0.02234,0.03335
2008,Urban regions,West,Very important,0.15437,1680,11004,0.14762,0.16113
2008,Urban regions,West,Important,0.49350,5472,11004,0.48416,0.50285
2008,Urban regions,West,Less important,0.28336,3200,11004,0.27494,0.29178
2008,Urban regions,West,Unimportant,0.06876,652,11004,0.06403,0.07349
2008,Urban regions,East,Very important,0.15700,237,1611,0.13923,0.17477
2008,Urban regions,East,Important,0.52040,876,1611,0.49600,0.54480
2008,Urban regions,East,Less important,0.25863,409,1611,0.23724,0.28002
2008,Urban regions,East,Unimportant,0.06397,89,1611,0.05201,0.07592
2008,Rural regions,West,Very important,0.15303,517,3432,0.14098,0.16507
2008,Rural regions,West,Important,0.49835,1713,3432,0.48162,0.51509
2008,Rural regions,West,Less important,0.29573,1032,3432,0.28046,0.31100
2008,Rural regions,West,Unimportant,0.05289,170,3432,0.04540,0.06038
2008,Rural regions,East,Very important,0.14853,487,3133,0.13608,0.16099
2008,Rural regions,East,Important,0.56741,1803,3133,0.55006,0.58477
2008,Rural regions,East,Less important,0.24066,748,3133,0.22569,0.25563
2008,Rural regions,East,Unimportant,0.04340,95,3133,0.03626,0.05053
2012,Urban regions,West,Very important,0.18786,2880,15335,0.18168,0.19404
2012,Urban regions,West,Important,0.50503,7976,15335,0.49712,0.51294
2012,Urban regions,West,Less important,0.26575,3945,15335,0.25876,0.27274
2012,Urban regions,West,Unimportant,0.04136,534,15335,0.03821,0.04451
2012,Urban regions,East,Very important,0.20302,429,2082,0.18573,0.22030
2012,Urban regions,East,Important,0.51835,1098,2082,0.49688,0.53982
