"plh0106","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","(noch) kein Abschluss","männlich","27","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","weiblich","27","","",""
"Sehr wichtig","1990","Hauptschule","männlich","303","0.154044246852893","0.137747948035997","0.170340545669788"
"Sehr wichtig","1990","Hauptschule","weiblich","262","0.11366389495521","0.100327786064319","0.127000003846101"
"Sehr wichtig","1990","Realschule","männlich","160","0.259452317194632","0.224466282255532","0.294438352133732"
"Sehr wichtig","1990","Realschule","weiblich","162","0.160036363631806","0.136306075957222","0.183766651306391"
"Sehr wichtig","1990","(Fach-)Abitur","männlich","112","0.364766980634873","0.31227159610171","0.417262365168037"
"Sehr wichtig","1990","(Fach-)Abitur","weiblich","74","0.340578573494098","0.280244297398942","0.400912849589254"
"Sehr wichtig","1990","AkademikerIn","männlich","102","0.231660306940447","0.192013710411406","0.271306903469488"
"Sehr wichtig","1990","AkademikerIn","weiblich","62","0.266160888579363","0.207494089891802","0.324827687266925"
"Wichtig","1990","(noch) kein Abschluss","männlich","47","0.536401616075566","0.432799390928339","0.640003841222793"
"Wichtig","1990","(noch) kein Abschluss","weiblich","39","0.492999345382504","0.384123130786563","0.601875559978446"
"Wichtig","1990","Hauptschule","männlich","992","0.521485322364417","0.498934567179382","0.544036077549452"
"Wichtig","1990","Hauptschule","weiblich","1141","0.510141312353699","0.489137443381617","0.531145181325781"
"Wichtig","1990","Realschule","männlich","332","0.541457983351555","0.501687452861314","0.581228513841796"
"Wichtig","1990","Realschule","weiblich","499","0.527528240539778","0.495215469175371","0.559841011904185"
"Wichtig","1990","(Fach-)Abitur","männlich","157","0.473873635077624","0.419420469029337","0.528326801125911"
"Wichtig","1990","(Fach-)Abitur","weiblich","125","0.516467387049565","0.452845249677874","0.580089524421255"
"Wichtig","1990","AkademikerIn","männlich","235","0.544854552505555","0.498057461635512","0.591651643375599"
"Wichtig","1990","AkademikerIn","weiblich","112","0.557586729720347","0.491655658588217","0.623517800852476"
"Weniger wichtig","1990","(noch) kein Abschluss","männlich","13","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","weiblich","13","","",""
"Weniger wichtig","1990","Hauptschule","männlich","501","0.272589473688946","0.252487590499248","0.292691356878644"
"Weniger wichtig","1990","Hauptschule","weiblich","631","0.303682233405045","0.284361123271665","0.323003343538425"
"Weniger wichtig","1990","Realschule","männlich","96","0.168157439456452","0.138305809717539","0.198009069195365"
"Weniger wichtig","1990","Realschule","weiblich","226","0.271665788430551","0.242875484253283","0.300456092607818"
"Weniger wichtig","1990","(Fach-)Abitur","männlich","49","0.142486064614764","0.104366000807186","0.180606128422341"
"Weniger wichtig","1990","(Fach-)Abitur","weiblich","36","0.134639601815298","0.0911826925192891","0.178096511111307"
"Weniger wichtig","1990","AkademikerIn","männlich","83","0.185684361284018","0.14914276507333","0.222225957494705"
"Weniger wichtig","1990","AkademikerIn","weiblich","39","0.153842150537835","0.105947919032154","0.201736382043516"
"Ganz unwichtig","1990","(noch) kein Abschluss","männlich","2","","",""
"Ganz unwichtig","1990","(noch) kein Abschluss","weiblich","2","","",""
"Ganz unwichtig","1990","Hauptschule","männlich","89","0.051880957093745","0.0418687957830368","0.0618931184044532"
"Ganz unwichtig","1990","Hauptschule","weiblich","142","0.072512559286046","0.0616162535364123","0.0834088650356798"
"Ganz unwichtig","1990","Realschule","männlich","15","","",""
"Ganz unwichtig","1990","Realschule","weiblich","30","0.0407696073978651","0.0279701030218731","0.0535691117738571"
"Ganz unwichtig","1990","(Fach-)Abitur","männlich","5","","",""
"Ganz unwichtig","1990","(Fach-)Abitur","weiblich","2","","",""
"Ganz unwichtig","1990","AkademikerIn","männlich","15","","",""
"Ganz unwichtig","1990","AkademikerIn","weiblich","5","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","männlich","","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"Sehr wichtig","1991","Hauptschule","männlich","","","",""
"Sehr wichtig","1991","Hauptschule","weiblich","","","",""
"Sehr wichtig","1991","Realschule","männlich","","","",""
"Sehr wichtig","1991","Realschule","weiblich","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","männlich","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"Sehr wichtig","1991","AkademikerIn","männlich","","","",""
"Sehr wichtig","1991","AkademikerIn","weiblich","","","",""
"Wichtig","1991","(noch) kein Abschluss","männlich","","","",""
"Wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"Wichtig","1991","Hauptschule","männlich","","","",""
"Wichtig","1991","Hauptschule","weiblich","","","",""
"Wichtig","1991","Realschule","männlich","","","",""
"Wichtig","1991","Realschule","weiblich","","","",""
"Wichtig","1991","(Fach-)Abitur","männlich","","","",""
"Wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"Wichtig","1991","AkademikerIn","männlich","","","",""
"Wichtig","1991","AkademikerIn","weiblich","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","männlich","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"Weniger wichtig","1991","Hauptschule","männlich","","","",""
"Weniger wichtig","1991","Hauptschule","weiblich","","","",""
"Weniger wichtig","1991","Realschule","männlich","","","",""
"Weniger wichtig","1991","Realschule","weiblich","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","männlich","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"Weniger wichtig","1991","AkademikerIn","männlich","","","",""
"Weniger wichtig","1991","AkademikerIn","weiblich","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","männlich","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"Ganz unwichtig","1991","Hauptschule","männlich","","","",""
"Ganz unwichtig","1991","Hauptschule","weiblich","","","",""
"Ganz unwichtig","1991","Realschule","männlich","","","",""
"Ganz unwichtig","1991","Realschule","weiblich","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","männlich","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","weiblich","","","",""
"Ganz unwichtig","1991","AkademikerIn","männlich","","","",""
"Ganz unwichtig","1991","AkademikerIn","weiblich","","","",""
