year,pgisced97,plh0106,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Very important,0.0061383193743977495,46,6899,0.006116041531841766,0.006160597216953733
1990,Pre-primary Level,Important,0.007190419686510326,53,6899,0.00716632088102123,0.007214518491999422
1990,Primary Level,Important,0.0055303014418565275,38,6899,0.005509149239322285,0.00555145364439077
1990,Lower Secondary Level,Very important,0.034133545923204826,242,6899,0.034081757264701355,0.0341853345817083
1990,Lower Secondary Level,Important,0.11295204324856097,789,6899,0.11286176024217527,0.11304232625494666
1990,Lower Secondary Level,Less important,0.07107068329035447,451,6899,0.07099739712521617,0.07114396945549277
1990,Lower Secondary Level,Unimportant,0.020783868804101446,121,6899,0.02074317878510986,0.02082455882309303
1990,Upper Secondary Level,Very important,0.09562710807204627,697,6899,0.09554322975734975,0.0957109863867428
1990,Upper Secondary Level,Important,0.29660689564601483,2079,6899,0.29647661644340745,0.2967371748486222
1990,Upper Secondary Level,Less important,0.14194669767778742,935,6899,0.1418471559448927,0.14204623941068215
1990,Upper Secondary Level,Unimportant,0.02243450347831477,139,6899,0.022392264191171653,0.02247674276545789
1990,Post-secondary Non-tertiary Level,Very important,0.00877848393018296,54,6899,0.008751877872012105,0.008805089988353816
1990,Post-secondary Non-tertiary Level,Important,0.014299335896117944,103,6899,0.014265473641156004,0.014333198151079883
1990,Post-secondary Non-tertiary Level,Less important,0.005618647752237182,42,6899,0.005597328213441336,0.0056399672910330285
1990,First Stage of Tertiary Education,Very important,0.011702491709015597,82,6899,0.011671817848522188,0.011733165569509006
1990,First Stage of Tertiary Education,Important,0.03929674342089991,279,6899,0.03924132446634279,0.03935216237545702
1990,First Stage of Tertiary Education,Less important,0.01646170346376281,116,6899,0.016425410833746948,0.016497996093778673
1990,Second Stage of Tertiary Education,Very important,0.022495986907826712,164,6899,0.022453691110475415,0.02253828270517801
1990,Second Stage of Tertiary Education,Important,0.05076497910224958,347,6899,0.05070236756036207,0.05082759064413709
1990,Second Stage of Tertiary Education,Less important,0.016167241174557753,122,6899,0.016131269221759354,0.01620321312735615
1992,Pre-primary Level,Very important,0.003981934865302709,52,10688,0.003965931138541436,0.003997938592063982
1992,Pre-primary Level,Important,0.006011442592519604,70,10688,0.00599179901935538,0.006031086165683828
1992,Primary Level,Important,0.004763705777578879,53,10688,0.004746208277180409,0.004781203277977349
1992,Lower Secondary Level,Very important,0.025120355368413637,292,10688,0.02508058781848972,0.025160122918337555
1992,Lower Secondary Level,Important,0.0938485305310674,913,10688,0.09377442432457503,0.09392263673755977
1992,Lower Secondary Level,Less important,0.06031658060804532,531,10688,0.06025608141489193,0.060377079801198705
1992,Lower Secondary Level,Unimportant,0.022858978018811,181,10688,0.0228209986736557,0.0228969573639663
1992,Upper Secondary Level,Very important,0.09903842713526004,1152,10688,0.09896251775502549,0.09911433651549459
1992,Upper Secondary Level,Important,0.28435069674552005,3147,10688,0.2842360616178385,0.2844653318732016
1992,Upper Secondary Level,Less important,0.1407980564957992,1419,10688,0.14070966990157738,0.14088644309002105
1992,Upper Secondary Level,Unimportant,0.03086197698373195,253,10688,0.030818028374902585,0.030905925592561313
1992,Post-secondary Non-tertiary Level,Very important,0.00926928145644728,94,10688,0.009244929083093012,0.009293633829801548
1992,Post-secondary Non-tertiary Level,Important,0.012980485585186071,139,10688,0.012951721618076237,0.013009249552295906
1992,Post-secondary Non-tertiary Level,Less important,0.004663860864233892,46,10688,0.004646546835911545,0.004681174892556238
1992,First Stage of Tertiary Education,Very important,0.013758176196462808,161,10688,0.013728574773686848,0.013787777619238769
1992,First Stage of Tertiary Education,Important,0.03641790094532159,378,10688,0.03637029707526117,0.03646550481538201
1992,First Stage of Tertiary Education,Less important,0.01742239441440968,161,10688,0.01738914547506165,0.01745564335375771
1992,First Stage of Tertiary Education,Unimportant,0.005891745694383738,42,10688,0.00587229750026244,0.005911193888505036
1992,Second Stage of Tertiary Education,Very important,0.032450846159290864,424,10688,0.03240581740051108,0.03249587491807065
1992,Second Stage of Tertiary Education,Important,0.0658612495754803,848,10688,0.065798217570551,0.0659242815804096
1992,Second Stage of Tertiary Education,Less important,0.024384306420024815,288,10688,0.024345111025820352,0.024423501814229278
1992,Second Stage of Tertiary Education,Unimportant,0.004949067566709154,44,10688,0.0049312345510355415,0.004966900582382767
1995,Pre-primary Level,Very important,0.007476567758223283,103,10895,0.007454880543280907,0.0074982549731656585
1995,Pre-primary Level,Important,0.008138956008517988,115,10895,0.00811633603824214,0.008161575978793835
1995,Primary Level,Important,0.004024615537182081,48,10895,0.004008676254793964,0.004040554819570199
1995,Lower Secondary Level,Very important,0.027787229551277683,318,10895,0.02774585002182582,0.027828609080729545
1995,Lower Secondary Level,Important,0.08669865017193455,876,10895,0.08662780741069218,0.08676949293317693
1995,Lower Secondary Level,Less important,0.05021530422930737,455,10895,0.05016032319628256,0.050270285262332175
1995,Lower Secondary Level,Unimportant,0.019958717785924743,153,10895,0.019923507401537283,0.019993928170312203
1995,Upper Secondary Level,Very important,0.09910743877624825,1163,10895,0.09903221209726477,0.09918266545523173
1995,Upper Secondary Level,Important,0.2864408713882564,3326,10895,0.28632705239523465,0.2865546903812782
1995,Upper Secondary Level,Less important,0.13734355182983424,1337,10895,0.13725689449335157,0.1374302091663169
1995,Upper Secondary Level,Unimportant,0.02605371621103253,205,10895,0.026013612496129875,0.026093819925935183
1995,Post-secondary Non-tertiary Level,Very important,0.009684187177351644,111,10895,0.009659532421456542,0.009708841933246747
1995,Post-secondary Non-tertiary Level,Important,0.019445329711898444,207,10895,0.019410566025413235,0.019480093398383653
1995,Post-secondary Non-tertiary Level,Less important,0.005821510341118202,66,10895,0.0058023575408168585,0.005840663141419545
1995,First Stage of Tertiary Education,Very important,0.012752412431120491,153,10895,0.012724164185666902,0.01278066067657408
1995,First Stage of Tertiary Education,Important,0.03833556848556649,406,10895,0.0382872297825869,0.03838390718854608
1995,First Stage of Tertiary Education,Less important,0.016807526166816564,154,10895,0.016775162819545535,0.016839889514087592
1995,Second Stage of Tertiary Education,Very important,0.031317228690183815,385,10895,0.031273379183453034,0.031361078196914596
1995,Second Stage of Tertiary Education,Important,0.07890400731012637,973,10895,0.07883613631150137,0.07897187830875137
1995,Second Stage of Tertiary Education,Less important,0.027936873015794495,294,10895,0.02789538540795723,0.02797836062363176
1995,Second Stage of Tertiary Education,Unimportant,0.005749737422284339,47,10895,0.005730702367733025,0.005768772476835653
2004,Pre-primary Level,Very important,0.009887249551086812,264,21086,0.009863462718190072,0.009911036383983553
2004,Pre-primary Level,Important,0.011351923984709236,324,21086,0.011326454969834917,0.011377392999583555
2004,Pre-primary Level,Less important,0.001373506514637759,42,21086,0.001364602754521526,0.0013824102747539923
2004,Primary Level,Very important,0.0017516798458941103,31,21086,0.0017416266717004793,0.0017617330200877413
2004,Primary Level,Important,0.005430724298354705,94,21086,0.005413055665585602,0.005448392931123808
2004,Primary Level,Less important,0.004826342873810405,88,21086,0.004809681336545383,0.004843004411075427
2004,Lower Secondary Level,Very important,0.019764227673507048,397,21086,0.01973076491456382,0.019797690432450277
2004,Lower Secondary Level,Important,0.06661618382597778,1209,21086,0.06655623556968045,0.06667613208227512
2004,Lower Secondary Level,Less important,0.04255343712794901,738,21086,0.042504910385149766,0.04260196387074826
2004,Lower Secondary Level,Unimportant,0.012454316538393288,194,21086,0.012427654392874589,0.012480978683911988
2004,Upper Secondary Level,Very important,0.08164754945915874,1673,21086,0.08158171810040553,0.08171338081791195
2004,Upper Secondary Level,Important,0.2780975489354919,5693,21086,0.2779898294213545,0.2782052684496293
2004,Upper Secondary Level,Less important,0.14635155405379702,2899,21086,0.1462665783552616,0.14643652975233243
2004,Upper Secondary Level,Unimportant,0.024801781482124603,413,21086,0.024764392431726113,0.024839170532523092
2004,Post-secondary Non-tertiary Level,Very important,0.012989333547262304,260,21086,0.012962112119220465,0.013016554975304143
2004,Post-secondary Non-tertiary Level,Important,0.030386580219538623,624,21086,0.0303453138019076,0.030427846637169645
2004,Post-secondary Non-tertiary Level,Less important,0.011526572424879849,240,21086,0.011500910505377429,0.011552234344382269
