year,pgisced97,sex,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,male,Very important,0.22326,96,398,0.18230,0.26422
1990,Lower Secondary Level,male,Important,0.50894,219,398,0.45976,0.55811
1990,Lower Secondary Level,male,Less important,0.20452,83,398,0.16484,0.24420
1990,Lower Secondary Level,female,Very important,0.11699,146,1183,0.09867,0.13532
1990,Lower Secondary Level,female,Important,0.46090,570,1183,0.43249,0.48932
1990,Lower Secondary Level,female,Less important,0.32745,368,1183,0.30069,0.35420
1990,Lower Secondary Level,female,Unimportant,0.09466,99,1183,0.07797,0.11135
1990,Upper Secondary Level,male,Very important,0.19311,402,2017,0.17588,0.21034
1990,Upper Secondary Level,male,Important,0.52354,1067,2017,0.50173,0.54534
1990,Upper Secondary Level,male,Less important,0.24165,473,2017,0.22296,0.26034
1990,Upper Secondary Level,male,Unimportant,0.04170,75,2017,0.03298,0.05043
1990,Upper Secondary Level,female,Very important,0.14797,295,1834,0.13172,0.16423
1990,Upper Secondary Level,female,Important,0.54357,1013,1834,0.52077,0.56638
1990,Upper Secondary Level,female,Less important,0.26971,462,1834,0.24939,0.29003
1990,Upper Secondary Level,female,Unimportant,0.03874,64,1834,0.02991,0.04758
1990,Post-secondary Non-tertiary Level,male,Important,0.43650,48,48,0.29471,0.57829
1990,Post-secondary Non-tertiary Level,female,Important,0.54159,55,55,0.40869,0.67449
1990,First Stage of Tertiary Education,male,Very important,0.18040,50,264,0.13393,0.22687
1990,First Stage of Tertiary Education,male,Important,0.54050,148,264,0.48027,0.60073
1990,First Stage of Tertiary Education,male,Less important,0.24938,66,264,0.19709,0.30167
1990,First Stage of Tertiary Education,female,Very important,0.15004,32,212,0.10185,0.19822
1990,First Stage of Tertiary Education,female,Important,0.57822,130,212,0.51159,0.64486
1990,First Stage of Tertiary Education,female,Less important,0.21604,50,212,0.16051,0.27157
1990,Second Stage of Tertiary Education,male,Very important,0.23162,102,420,0.19122,0.27201
1990,Second Stage of Tertiary Education,male,Important,0.54487,235,420,0.49718,0.59255
1990,Second Stage of Tertiary Education,male,Less important,0.18572,83,420,0.14848,0.22295
1990,Second Stage of Tertiary Education,female,Very important,0.26613,62,213,0.20664,0.32562
1990,Second Stage of Tertiary Education,female,Important,0.55756,112,213,0.49070,0.62442
1990,Second Stage of Tertiary Education,female,Less important,0.15388,39,213,0.10531,0.20245
1992,Pre-primary Level,male,Important,0.64918,41,41,0.50129,0.79708
1992,Pre-primary Level,female,Very important,0.45446,34,34,0.28457,0.62435
1992,Lower Secondary Level,male,Very important,0.18954,115,496,0.15502,0.22407
1992,Lower Secondary Level,male,Important,0.55654,286,496,0.51277,0.60030
1992,Lower Secondary Level,male,Less important,0.20317,95,496,0.16773,0.23862
1992,Lower Secondary Level,female,Very important,0.10270,177,1397,0.08677,0.11862
1992,Lower Secondary Level,female,Important,0.43371,627,1397,0.40771,0.45970
1992,Lower Secondary Level,female,Less important,0.32987,436,1397,0.30521,0.35454
1992,Lower Secondary Level,female,Unimportant,0.13373,157,1397,0.11587,0.15158
1992,Upper Secondary Level,male,Very important,0.18095,588,2979,0.16712,0.19478
1992,Upper Secondary Level,male,Important,0.50753,1549,2979,0.48957,0.52548
1992,Upper Secondary Level,male,Less important,0.26078,723,2979,0.24501,0.27655
1992,Upper Secondary Level,male,Unimportant,0.05074,119,2979,0.04286,0.05862
1992,Upper Secondary Level,female,Very important,0.17607,565,2993,0.16242,0.18971
1992,Upper Secondary Level,female,Important,0.51713,1598,2993,0.49923,0.53504
1992,Upper Secondary Level,female,Less important,0.24612,696,2993,0.23068,0.26155
1992,Upper Secondary Level,female,Unimportant,0.06068,134,2993,0.05213,0.06924
1992,Post-secondary Non-tertiary Level,male,Very important,0.29892,45,124,0.21802,0.37983
1992,Post-secondary Non-tertiary Level,male,Important,0.47039,79,124,0.38218,0.55860
1992,Post-secondary Non-tertiary Level,female,Very important,0.36211,49,109,0.27147,0.45275
1992,Post-secondary Non-tertiary Level,female,Important,0.44163,60,109,0.34797,0.53529
1992,First Stage of Tertiary Education,male,Very important,0.19401,105,454,0.15759,0.23042
1992,First Stage of Tertiary Education,male,Important,0.47994,242,454,0.43394,0.52595
1992,First Stage of Tertiary Education,male,Less important,0.25602,107,454,0.21583,0.29621
1992,First Stage of Tertiary Education,female,Very important,0.17311,55,245,0.12564,0.22059
1992,First Stage of Tertiary Education,female,Important,0.52229,136,245,0.45962,0.58497
1992,First Stage of Tertiary Education,female,Less important,0.20816,54,245,0.15722,0.25911
1992,Second Stage of Tertiary Education,male,Very important,0.24619,223,844,0.21711,0.27527
1992,Second Stage of Tertiary Education,male,Important,0.51099,454,844,0.47725,0.54474
1992,Second Stage of Tertiary Education,male,Less important,0.19778,167,844,0.17089,0.22467
1992,Second Stage of Tertiary Education,female,Very important,0.26596,201,716,0.23358,0.29835
1992,Second Stage of Tertiary Education,female,Important,0.52328,394,716,0.48667,0.55989
1992,Second Stage of Tertiary Education,female,Less important,0.18115,121,716,0.15292,0.20938
1995,No answer / don't know,male,Important,0.63119,35,35,0.46901,0.79337
1995,No answer / don't know,female,Important,0.56672,39,39,0.40916,0.72427
1995,Pre-primary Level,male,Very important,0.41379,45,100,0.31677,0.51081
1995,Pre-primary Level,male,Important,0.44235,55,100,0.34452,0.54019
1995,Pre-primary Level,female,Very important,0.45409,58,118,0.36387,0.54430
1995,Pre-primary Level,female,Important,0.50297,60,118,0.41237,0.59357
1995,Lower Secondary Level,male,Very important,0.22051,127,492,0.18384,0.25719
1995,Lower Secondary Level,male,Important,0.51390,267,492,0.46969,0.55811
1995,Lower Secondary Level,male,Less important,0.21014,98,492,0.17410,0.24618
1995,Lower Secondary Level,female,Very important,0.12644,191,1287,0.10827,0.14460
1995,Lower Secondary Level,female,Important,0.45424,609,1287,0.42703,0.48145
1995,Lower Secondary Level,female,Less important,0.29313,357,1287,0.26825,0.31801
1995,Lower Secondary Level,female,Unimportant,0.12619,130,1287,0.10804,0.14434
1995,Upper Secondary Level,male,Very important,0.17744,573,2974,0.16370,0.19117
1995,Upper Secondary Level,male,Important,0.52896,1658,2974,0.51102,0.54691
1995,Upper Secondary Level,male,Less important,0.24398,638,2974,0.22855,0.25942
1995,Upper Secondary Level,male,Unimportant,0.04962,105,2974,0.04181,0.05743
1995,Upper Secondary Level,female,Very important,0.18364,590,3058,0.16991,0.19736
1995,Upper Secondary Level,female,Important,0.51471,1669,3058,0.49700,0.53243
1995,Upper Secondary Level,female,Less important,0.25641,699,3058,0.24093,0.27189
1995,Upper Secondary Level,female,Unimportant,0.04524,100,3058,0.03787,0.05261
1995,Post-secondary Non-tertiary Level,male,Very important,0.25266,55,198,0.19198,0.31334
1995,Post-secondary Non-tertiary Level,male,Important,0.54603,112,198,0.47650,0.61555
1995,Post-secondary Non-tertiary Level,male,Less important,0.14995,31,198,0.10009,0.19980
1995,Post-secondary Non-tertiary Level,female,Very important,0.28402,56,186,0.21903,0.34900
1995,Post-secondary Non-tertiary Level,female,Important,0.52784,95,186,0.45590,0.59978
