year,sampreg,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,Very important,0.17955,1319,7064,0.17060,0.18850
1990,West,Important,0.51984,3728,7064,0.50819,0.53149
1990,West,Less important,0.25091,1707,7064,0.24080,0.26102
1990,West,Unimportant,0.04970,310,7064,0.04463,0.05476
1992,West,Very important,0.17874,1335,6928,0.16971,0.18776
1992,West,Important,0.49370,3476,6928,0.48193,0.50548
1992,West,Less important,0.25623,1706,6928,0.24595,0.26651
1992,West,Unimportant,0.07133,411,6928,0.06527,0.07739
1992,East,Very important,0.20864,885,3944,0.19596,0.22132
1992,East,Important,0.52389,2124,3944,0.50830,0.53948
1992,East,Less important,0.22034,800,3944,0.20740,0.23328
1992,East,Unimportant,0.04713,135,3944,0.04052,0.05375
1995,West,Very important,0.18586,1509,7473,0.17704,0.19469
1995,West,Important,0.50492,3881,7473,0.49359,0.51626
1995,West,Less important,0.24811,1721,7473,0.23832,0.25790
1995,West,Unimportant,0.06110,362,7473,0.05567,0.06653
1995,East,Very important,0.19652,771,3651,0.18363,0.20941
1995,East,Important,0.56716,2144,3651,0.55108,0.58323
1995,East,Less important,0.19906,647,3651,0.18611,0.21202
1995,East,Unimportant,0.03727,89,3651,0.03112,0.04341
2004,West,Very important,0.17079,2842,16228,0.16500,0.17658
2004,West,Important,0.50947,8369,16228,0.50178,0.51716
2004,West,Less important,0.26917,4336,16228,0.26235,0.27600
2004,West,Unimportant,0.05057,681,16228,0.04719,0.05394
2004,East,Very important,0.17873,953,5178,0.16829,0.18917
2004,East,Important,0.55852,2954,5178,0.54500,0.57205
2004,East,Less important,0.22877,1132,5178,0.21732,0.24021
2004,East,Unimportant,0.03398,139,5178,0.02904,0.03891
2008,West,Very important,0.15405,2197,14436,0.14816,0.15994
2008,West,Important,0.49468,7185,14436,0.48652,0.50284
2008,West,Less important,0.28636,4232,14436,0.27898,0.29373
2008,West,Unimportant,0.06491,822,14436,0.06090,0.06893
2008,East,Very important,0.15148,724,4744,0.14128,0.16169
2008,East,Important,0.55101,2679,4744,0.53686,0.56517
2008,East,Less important,0.24693,1157,4744,0.23466,0.25920
2008,East,Unimportant,0.05057,184,4744,0.04434,0.05681
2012,West,Very important,0.17928,3826,21317,0.17413,0.18443
2012,West,Important,0.51382,11273,21317,0.50711,0.52053
2012,West,Less important,0.26426,5472,21317,0.25834,0.27018
2012,West,Unimportant,0.04265,746,21317,0.03993,0.04536
2012,East,Very important,0.18206,1166,6146,0.17241,0.19171
2012,East,Important,0.55400,3478,6146,0.54158,0.56643
2012,East,Less important,0.23037,1340,6146,0.21984,0.24090
2012,East,Unimportant,0.03357,162,6146,0.02906,0.03807
2016,West,Very important,0.17674,3465,19113,0.17133,0.18215
2016,West,Important,0.51648,10040,19113,0.50940,0.52357
2016,West,Less important,0.27111,5032,19113,0.26481,0.27742
2016,West,Unimportant,0.03566,576,19113,0.03303,0.03829
2016,East,Very important,0.17145,882,5012,0.16102,0.18189
2016,East,Important,0.55046,2751,5012,0.53669,0.56423
2016,East,Less important,0.25015,1234,5012,0.23815,0.26214
2016,East,Unimportant,0.02794,145,5012,0.02338,0.03250
2021,West,Very important,0.16905,2524,13475,0.16272,0.17538
2021,West,Important,0.52562,7063,13475,0.51719,0.53405
2021,West,Less important,0.27000,3525,13475,0.26250,0.27749
2021,West,Unimportant,0.03534,363,13475,0.03222,0.03845
2021,East,Very important,0.16953,627,3583,0.15724,0.18182
2021,East,Important,0.55181,1945,3583,0.53553,0.56810
2021,East,Less important,0.25234,921,3583,0.23812,0.26657
2021,East,Unimportant,0.02631,90,3583,0.02107,0.03156
