year,pgisced97,regtyp,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Urban regions,Important,0.56614,46,46,0.42134,0.71095
1990,Lower Secondary Level,Urban regions,Very important,0.14705,181,1172,0.12677,0.16734
1990,Lower Secondary Level,Urban regions,Important,0.47132,574,1172,0.44273,0.49991
1990,Lower Secondary Level,Urban regions,Less important,0.29753,332,1172,0.27134,0.32371
1990,Lower Secondary Level,Urban regions,Unimportant,0.08410,85,1172,0.06821,0.10000
1990,Lower Secondary Level,Rural regions,Very important,0.13195,61,431,0.09996,0.16394
1990,Lower Secondary Level,Rural regions,Important,0.47619,215,431,0.42898,0.52339
1990,Lower Secondary Level,Rural regions,Less important,0.29710,119,431,0.25391,0.34030
1990,Lower Secondary Level,Rural regions,Unimportant,0.09476,36,431,0.06708,0.12244
1990,Upper Secondary Level,Urban regions,Very important,0.17214,536,2926,0.15845,0.18582
1990,Upper Secondary Level,Urban regions,Important,0.53450,1568,2926,0.51643,0.55258
1990,Upper Secondary Level,Urban regions,Less important,0.25764,724,2926,0.24179,0.27349
1990,Upper Secondary Level,Urban regions,Unimportant,0.03572,98,2926,0.02899,0.04244
1990,Upper Secondary Level,Rural regions,Very important,0.17061,161,925,0.14636,0.19487
1990,Upper Secondary Level,Rural regions,Important,0.52832,512,925,0.49613,0.56051
1990,Upper Secondary Level,Rural regions,Less important,0.24637,211,925,0.21858,0.27415
1990,Upper Secondary Level,Rural regions,Unimportant,0.05470,41,925,0.04004,0.06936
1990,Post-secondary Non-tertiary Level,Urban regions,Very important,0.31273,45,166,0.24199,0.38347
1990,Post-secondary Non-tertiary Level,Urban regions,Important,0.45508,82,166,0.37909,0.53106
1990,Post-secondary Non-tertiary Level,Urban regions,Less important,0.20438,39,166,0.14285,0.26591
1990,First Stage of Tertiary Education,Urban regions,Very important,0.19687,72,368,0.15618,0.23755
1990,First Stage of Tertiary Education,Urban regions,Important,0.51438,201,368,0.46324,0.56551
1990,First Stage of Tertiary Education,Urban regions,Less important,0.25185,95,368,0.20744,0.29626
1990,First Stage of Tertiary Education,Rural regions,Important,0.70557,77,77,0.60309,0.80804
1990,Second Stage of Tertiary Education,Urban regions,Very important,0.25836,147,538,0.22134,0.29538
1990,Second Stage of Tertiary Education,Urban regions,Important,0.53984,290,538,0.49768,0.58199
1990,Second Stage of Tertiary Education,Urban regions,Less important,0.17136,101,538,0.13949,0.20323
1990,Second Stage of Tertiary Education,Rural regions,Important,0.60080,57,57,0.47254,0.72907
1992,No answer / don't know,Urban regions,Important,0.49941,38,38,0.33829,0.66052
1992,Pre-primary Level,Urban regions,Very important,0.34046,31,77,0.23392,0.44700
1992,Pre-primary Level,Urban regions,Important,0.57142,46,77,0.46016,0.68268
1992,Primary Level,Urban regions,Important,0.53289,31,31,0.35436,0.71143
1992,Lower Secondary Level,Urban regions,Very important,0.12605,173,1185,0.10714,0.14496
1992,Lower Secondary Level,Urban regions,Important,0.47139,572,1185,0.44296,0.49983
1992,Lower Secondary Level,Urban regions,Less important,0.29444,335,1185,0.26847,0.32040
1992,Lower Secondary Level,Urban regions,Unimportant,0.10812,105,1185,0.09043,0.12581
