year,age_gr,sex,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,male,Very important,0.36690,333,933,0.33596,0.39784
1990,17-29 y.,male,Important,0.50577,481,933,0.47368,0.53787
1990,17-29 y.,male,Less important,0.12101,119,933,0.10007,0.14195
1990,17-29 y.,female,Very important,0.29234,266,910,0.26277,0.32191
1990,17-29 y.,female,Important,0.55033,504,910,0.51799,0.58267
1990,17-29 y.,female,Less important,0.15201,140,910,0.12867,0.17535
1990,30-45 y.,male,Very important,0.21579,214,997,0.19024,0.24134
1990,30-45 y.,male,Important,0.59444,602,997,0.56395,0.62494
1990,30-45 y.,male,Less important,0.17342,181,997,0.14990,0.19693
1990,30-45 y.,female,Very important,0.18788,188,1025,0.16395,0.21180
1990,30-45 y.,female,Important,0.59358,618,1025,0.56350,0.62367
1990,30-45 y.,female,Less important,0.20261,219,1025,0.17799,0.22723
1990,46-65 y.,male,Very important,0.13998,145,1044,0.11892,0.16104
1990,46-65 y.,male,Important,0.51218,543,1044,0.48185,0.54252
1990,46-65 y.,male,Less important,0.29924,310,1044,0.27145,0.32703
1990,46-65 y.,male,Unimportant,0.04859,46,1044,0.03554,0.06164
1990,46-65 y.,female,Very important,0.11311,116,1110,0.09446,0.13175
1990,46-65 y.,female,Important,0.50224,563,1110,0.47281,0.53166
1990,46-65 y.,female,Less important,0.32075,359,1110,0.29328,0.34822
1990,46-65 y.,female,Unimportant,0.06391,72,1110,0.04952,0.07831
1990,66 and older,male,Important,0.43594,165,363,0.38486,0.48703
1990,66 and older,male,Less important,0.34987,141,363,0.30074,0.39901
1990,66 and older,male,Unimportant,0.14177,57,363,0.10583,0.17770
1990,66 and older,female,Important,0.41924,252,577,0.37894,0.45953
1990,66 and older,female,Less important,0.39948,238,577,0.35948,0.43948
1990,66 and older,female,Unimportant,0.14144,87,577,0.11298,0.16990
1992,17-29 y.,male,Very important,0.30244,418,1312,0.27758,0.32730
1992,17-29 y.,male,Important,0.57370,737,1312,0.54693,0.60047
1992,17-29 y.,male,Less important,0.11659,157,1312,0.09922,0.13396
1992,17-29 y.,female,Very important,0.32093,446,1353,0.29605,0.34581
1992,17-29 y.,female,Important,0.53078,730,1353,0.50417,0.55738
1992,17-29 y.,female,Less important,0.13487,177,1353,0.11667,0.15308
1992,30-45 y.,male,Very important,0.25262,442,1734,0.23217,0.27308
1992,30-45 y.,male,Important,0.53923,951,1734,0.51576,0.56269
1992,30-45 y.,male,Less important,0.19513,341,1734,0.17647,0.21378
1992,30-45 y.,female,Very important,0.21871,406,1840,0.19982,0.23761
1992,30-45 y.,female,Important,0.55708,1035,1840,0.53438,0.57979
1992,30-45 y.,female,Less important,0.20662,367,1840,0.18811,0.22512
1992,30-45 y.,female,Unimportant,0.01759,32,1840,0.01158,0.02359
1992,46-65 y.,male,Very important,0.13289,222,1578,0.11613,0.14964
1992,46-65 y.,male,Important,0.50352,821,1578,0.47884,0.52820
1992,46-65 y.,male,Less important,0.30279,449,1578,0.28011,0.32546
1992,46-65 y.,male,Unimportant,0.06080,86,1578,0.04901,0.07260
1992,46-65 y.,female,Very important,0.12312,204,1649,0.10726,0.13898
1992,46-65 y.,female,Important,0.48880,819,1649,0.46467,0.51293
1992,46-65 y.,female,Less important,0.31171,513,1649,0.28935,0.33407
1992,46-65 y.,female,Unimportant,0.07637,113,1649,0.06355,0.08919
1992,66 and older,male,Very important,0.07560,40,520,0.05285,0.09834
1992,66 and older,male,Important,0.36351,192,520,0.32212,0.40489
1992,66 and older,male,Less important,0.37441,196,520,0.33277,0.41604
1992,66 and older,male,Unimportant,0.18649,92,520,0.15298,0.22000
1992,66 and older,female,Very important,0.04489,42,839,0.03087,0.05891
1992,66 and older,female,Important,0.37568,315,839,0.34289,0.40847
1992,66 and older,female,Less important,0.36161,306,839,0.32908,0.39415
1992,66 and older,female,Unimportant,0.21781,176,839,0.18986,0.24576
1995,17-29 y.,male,Very important,0.34227,441,1262,0.31608,0.36846
1995,17-29 y.,male,Important,0.55737,707,1262,0.52996,0.58479
1995,17-29 y.,male,Less important,0.09567,114,1262,0.07943,0.11190
1995,17-29 y.,female,Very important,0.35188,472,1328,0.32618,0.37757
1995,17-29 y.,female,Important,0.53564,719,1328,0.50880,0.56247
1995,17-29 y.,female,Less important,0.10718,137,1328,0.09053,0.12382
1995,30-45 y.,male,Very important,0.21274,406,1849,0.19409,0.23140
1995,30-45 y.,male,Important,0.58763,1118,1849,0.56519,0.61008
1995,30-45 y.,male,Less important,0.18724,325,1849,0.16946,0.20503
1995,30-45 y.,female,Very important,0.23186,436,2004,0.21338,0.25035
1995,30-45 y.,female,Important,0.55845,1150,2004,0.53671,0.58020
1995,30-45 y.,female,Less important,0.19339,386,2004,0.17610,0.21069
1995,30-45 y.,female,Unimportant,0.01629,32,2004,0.01075,0.02183
1995,46-65 y.,male,Very important,0.14629,236,1609,0.12902,0.16356
1995,46-65 y.,male,Important,0.51926,885,1609,0.49484,0.54368
1995,46-65 y.,male,Less important,0.27684,416,1609,0.25497,0.29871
1995,46-65 y.,male,Unimportant,0.05762,72,1609,0.04623,0.06901
1995,46-65 y.,female,Very important,0.12065,197,1606,0.10471,0.13658
1995,46-65 y.,female,Important,0.51164,858,1606,0.48718,0.53610
1995,46-65 y.,female,Less important,0.30783,470,1606,0.28525,0.33042
1995,46-65 y.,female,Unimportant,0.05988,81,1606,0.04827,0.07149
1995,66 and older,male,Very important,0.06818,36,539,0.04688,0.08948
1995,66 and older,male,Important,0.38470,219,539,0.34359,0.42581
1995,66 and older,male,Less important,0.37818,205,539,0.33720,0.41915
1995,66 and older,male,Unimportant,0.16894,79,539,0.13728,0.20061
1995,66 and older,female,Very important,0.06418,56,886,0.04803,0.08032
1995,66 and older,female,Important,0.41525,369,886,0.38279,0.44772
1995,66 and older,female,Less important,0.35049,315,886,0.31906,0.38193
1995,66 and older,female,Unimportant,0.17008,146,886,0.14532,0.19483
2004,17-29 y.,male,Very important,0.37073,666,1885,0.34892,0.39254
