year,bula_h,pgisced97,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Upper Secondary Level,Important,0.45377,74,121,0.36469,0.54285
1990,Schleswig-Holstein,Upper Secondary Level,Less important,0.33115,47,121,0.24694,0.41535
1990,Hamburg,Upper Secondary Level,Important,0.61913,50,50,0.48316,0.75510
1990,Lower Saxony,Lower Secondary Level,Important,0.50130,101,155,0.42233,0.58027
1990,Lower Saxony,Lower Secondary Level,Less important,0.29292,54,155,0.22104,0.36480
1990,Lower Saxony,Upper Secondary Level,Very important,0.15246,77,451,0.11925,0.18568
1990,Lower Saxony,Upper Secondary Level,Important,0.57189,262,451,0.52618,0.61761
1990,Lower Saxony,Upper Secondary Level,Less important,0.25236,112,451,0.21223,0.29250
1990,Lower Saxony,First Stage of Tertiary Education,Important,0.66404,43,43,0.52119,0.80688
1990,Lower Saxony,Second Stage of Tertiary Education,Important,0.62303,44,44,0.47818,0.76789
1990,North Rhine-Westphalia,Lower Secondary Level,Very important,0.15233,58,361,0.11521,0.18946
1990,North Rhine-Westphalia,Lower Secondary Level,Important,0.47441,191,361,0.42282,0.52599
1990,North Rhine-Westphalia,Lower Secondary Level,Less important,0.29582,112,361,0.24868,0.34297
1990,North Rhine-Westphalia,Upper Secondary Level,Very important,0.17574,198,1058,0.15280,0.19869
1990,North Rhine-Westphalia,Upper Secondary Level,Important,0.54828,579,1058,0.51828,0.57829
1990,North Rhine-Westphalia,Upper Secondary Level,Less important,0.24842,249,1058,0.22237,0.27447
1990,North Rhine-Westphalia,Upper Secondary Level,Unimportant,0.02755,32,1058,0.01768,0.03742
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Important,0.50600,32,32,0.33000,0.68200
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Important,0.51444,69,102,0.41696,0.61191
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Less important,0.25700,33,102,0.17178,0.34223
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Very important,0.27915,54,189,0.21503,0.34327
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Important,0.56042,103,189,0.48947,0.63137
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Less important,0.15384,32,189,0.10226,0.20541
1990,Hesse,Lower Secondary Level,Important,0.51991,79,115,0.42819,0.61162
1990,Hesse,Lower Secondary Level,Less important,0.24263,36,115,0.16393,0.32132
1990,Hesse,Upper Secondary Level,Very important,0.17143,63,343,0.13149,0.21138
1990,Hesse,Upper Secondary Level,Important,0.50237,184,343,0.44938,0.55536
1990,Hesse,Upper Secondary Level,Less important,0.28772,96,343,0.23974,0.33570
1990,Hesse,Second Stage of Tertiary Education,Important,0.51914,39,39,0.36028,0.67800
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Important,0.49509,89,132,0.40947,0.58071
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Less important,0.25935,43,132,0.18429,0.33440
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very important,0.17177,52,272,0.12686,0.21668
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Important,0.53707,156,272,0.47770,0.59644
