year,regtyp,sex,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,male,Very important,0.21792,574,2577,0.20197,0.23386
1990,Urban regions,male,Important,0.51925,1340,2577,0.49996,0.53854
1990,Urban regions,male,Less important,0.22800,578,2577,0.21180,0.24420
1990,Urban regions,male,Unimportant,0.03483,85,2577,0.02775,0.04191
1990,Urban regions,female,Very important,0.15606,463,2820,0.14266,0.16945
1990,Urban regions,female,Important,0.51322,1474,2820,0.49477,0.53167
1990,Urban regions,female,Less important,0.27525,747,2820,0.25876,0.29173
1990,Urban regions,female,Unimportant,0.05548,136,2820,0.04703,0.06393
1990,Rural regions,male,Very important,0.17921,147,813,0.15283,0.20559
1990,Rural regions,male,Important,0.53714,451,813,0.50284,0.57143
1990,Rural regions,male,Less important,0.22074,173,813,0.19221,0.24927
1990,Rural regions,male,Unimportant,0.06291,42,813,0.04621,0.07961
1990,Rural regions,female,Very important,0.14404,135,854,0.12047,0.16760
1990,Rural regions,female,Important,0.52714,463,854,0.49364,0.56065
1990,Rural regions,female,Less important,0.26673,209,854,0.23705,0.29641
1990,Rural regions,female,Unimportant,0.06209,47,854,0.04590,0.07828
1992,No answer / don't know,female,Important,0.53406,33,33,0.36122,0.70689
1992,Urban regions,male,Very important,0.19356,648,3094,0.17963,0.20748
1992,Urban regions,male,Important,0.52173,1622,3094,0.50412,0.53933
1992,Urban regions,male,Less important,0.22933,680,3094,0.21452,0.24415
1992,Urban regions,male,Unimportant,0.05538,144,3094,0.04732,0.06344
1992,Urban regions,female,Very important,0.17165,662,3466,0.15909,0.18420
1992,Urban regions,female,Important,0.49226,1739,3466,0.47561,0.50890
1992,Urban regions,female,Less important,0.25742,850,3466,0.24286,0.27198
1992,Urban regions,female,Unimportant,0.07867,215,3466,0.06971,0.08764
1992,Rural regions,male,Very important,0.21170,455,2026,0.19390,0.22949
1992,Rural regions,male,Important,0.49163,1054,2026,0.46986,0.51341
1992,Rural regions,male,Less important,0.25200,451,2026,0.23309,0.27091
1992,Rural regions,male,Unimportant,0.04467,66,2026,0.03567,0.05367
1992,Rural regions,female,Very important,0.16905,422,2168,0.15327,0.18483
1992,Rural regions,female,Important,0.48538,1127,2168,0.46433,0.50642
1992,Rural regions,female,Less important,0.26385,501,2168,0.24530,0.28241
1992,Rural regions,female,Unimportant,0.08173,118,2168,0.07019,0.09326
1995,Urban regions,male,Very important,0.19853,682,3235,0.18479,0.21228
1995,Urban regions,male,Important,0.52250,1749,3235,0.50528,0.53971
1995,Urban regions,male,Less important,0.23122,684,3235,0.21668,0.24575
1995,Urban regions,male,Unimportant,0.04775,120,3235,0.04040,0.05510
1995,Urban regions,female,Very important,0.18533,732,3637,0.17270,0.19796
1995,Urban regions,female,Important,0.49708,1884,3637,0.48083,0.51333
1995,Urban regions,female,Less important,0.25629,851,3637,0.24210,0.27048
1995,Urban regions,female,Unimportant,0.06130,170,3637,0.05350,0.06909
1995,Rural regions,male,Very important,0.19116,437,2057,0.17416,0.20815
1995,Rural regions,male,Important,0.54232,1180,2057,0.52078,0.56385
1995,Rural regions,male,Less important,0.21564,376,2057,0.19787,0.23342
1995,Rural regions,male,Unimportant,0.05088,64,2057,0.04138,0.06038
1995,Rural regions,female,Very important,0.17087,429,2195,0.15512,0.18662
1995,Rural regions,female,Important,0.52864,1212,2195,0.50775,0.54953
1995,Rural regions,female,Less important,0.23385,457,2195,0.21614,0.25156
1995,Rural regions,female,Unimportant,0.06664,97,2195,0.05621,0.07708
2004,Urban regions,male,Very important,0.17740,1260,6809,0.16832,0.18647
2004,Urban regions,male,Important,0.53864,3639,6809,0.52680,0.55048
2004,Urban regions,male,Less important,0.24462,1668,6809,0.23441,0.25483
2004,Urban regions,male,Unimportant,0.03934,242,6809,0.03472,0.04396
2004,Urban regions,female,Very important,0.16220,1257,7427,0.15382,0.17059
2004,Urban regions,female,Important,0.49180,3768,7427,0.48043,0.50317
2004,Urban regions,female,Less important,0.28671,2061,7427,0.27642,0.29700
2004,Urban regions,female,Unimportant,0.05929,341,7427,0.05391,0.06466
2004,Rural regions,male,Very important,0.18419,615,3473,0.17129,0.19708
2004,Rural regions,male,Important,0.52580,1910,3473,0.50919,0.54241
2004,Rural regions,male,Less important,0.25100,847,3473,0.23658,0.26542
2004,Rural regions,male,Unimportant,0.03901,101,3473,0.03257,0.04545
2004,Rural regions,female,Very important,0.17227,663,3697,0.16010,0.18444
2004,Rural regions,female,Important,0.52905,2006,3697,0.51295,0.54514
2004,Rural regions,female,Less important,0.25214,892,3697,0.23814,0.26614
2004,Rural regions,female,Unimportant,0.04654,136,3697,0.03975,0.05333
2008,Urban regions,male,Very important,0.16178,925,5981,0.15244,0.17111
2008,Urban regions,male,Important,0.50578,3059,5981,0.49311,0.51845
2008,Urban regions,male,Less important,0.27493,1675,5981,0.26361,0.28624
2008,Urban regions,male,Unimportant,0.05752,322,5981,0.05162,0.06342
2008,Urban regions,female,Very important,0.14783,992,6634,0.13928,0.15637
2008,Urban regions,female,Important,0.48685,3289,6634,0.47482,0.49888
2008,Urban regions,female,Less important,0.28677,1934,6634,0.27588,0.29765
2008,Urban regions,female,Unimportant,0.07856,419,6634,0.07208,0.08503
2008,Rural regions,male,Very important,0.15190,481,3170,0.13940,0.16440
2008,Rural regions,male,Important,0.53732,1742,3170,0.51996,0.55468
2008,Rural regions,male,Less important,0.26599,831,3170,0.25060,0.28137
2008,Rural regions,male,Unimportant,0.04479,116,3170,0.03759,0.05199
2008,Rural regions,female,Very important,0.15075,523,3395,0.13871,0.16279
2008,Rural regions,female,Important,0.51276,1774,3395,0.49595,0.52958
2008,Rural regions,female,Less important,0.28297,949,3395,0.26782,0.29813
2008,Rural regions,female,Unimportant,0.05352,149,3395,0.04594,0.06109
2012,Urban regions,male,Very important,0.19494,1547,7855,0.18618,0.20370
2012,Urban regions,male,Important,0.51888,4125,7855,0.50783,0.52993
2012,Urban regions,male,Less important,0.25304,1935,7855,0.24343,0.26266
2012,Urban regions,male,Unimportant,0.03314,248,7855,0.02918,0.03709
2012,Urban regions,female,Very important,0.18392,1762,9562,0.17616,0.19169
2012,Urban regions,female,Important,0.49439,4949,9562,0.48437,0.50441
2012,Urban regions,female,Less important,0.27148,2492,9562,0.26256,0.28039
2012,Urban regions,female,Unimportant,0.05021,359,9562,0.04583,0.05459
2012,Rural regions,male,Very important,0.15947,774,4620,0.14891,0.17003
