year,migback,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.17694,1212,6573,0.16771,0.18616
1990,No migration background,Important,0.52022,3467,6573,0.50814,0.53230
1990,No migration background,Less important,0.25237,1602,6573,0.24187,0.26288
1990,No migration background,Unimportant,0.05047,292,6573,0.04518,0.05576
1990,Direct migration background,Very important,0.20892,92,423,0.17013,0.24770
1990,Direct migration background,Important,0.50878,231,423,0.46108,0.55648
1990,Direct migration background,Less important,0.24350,100,423,0.20255,0.28445
1992,No migration background,Very important,0.18329,2088,10226,0.17579,0.19078
1992,No migration background,Important,0.50186,5276,10226,0.49216,0.51155
1992,No migration background,Less important,0.24847,2353,10226,0.24009,0.25684
1992,No migration background,Unimportant,0.06639,509,10226,0.06157,0.07122
1992,Direct migration background,Very important,0.20638,112,571,0.17316,0.23961
1992,Direct migration background,Important,0.47222,287,571,0.43123,0.51320
1992,Direct migration background,Less important,0.25502,137,571,0.21924,0.29081
1992,Direct migration background,Unimportant,0.06638,35,571,0.04594,0.08682
1992,Indirect migration background,Important,0.53959,37,37,0.37677,0.70241
1995,No migration background,Very important,0.18448,2003,9875,0.17683,0.19213
1995,No migration background,Important,0.51770,5370,9875,0.50784,0.52755
1995,No migration background,Less important,0.24260,2124,9875,0.23414,0.25105
1995,No migration background,Unimportant,0.05523,378,9875,0.05073,0.05974
1995,Direct migration background,Very important,0.19663,228,1115,0.17329,0.21996
1995,Direct migration background,Important,0.52206,582,1115,0.49273,0.55139
1995,Direct migration background,Less important,0.21138,234,1115,0.18740,0.23536
1995,Direct migration background,Unimportant,0.06994,71,1115,0.05496,0.08491
1995,Indirect migration background,Very important,0.42136,49,122,0.33338,0.50934
1995,Indirect migration background,Important,0.47150,73,122,0.38256,0.56045
2004,No migration background,Very important,0.16454,3134,18126,0.15915,0.16994
2004,No migration background,Important,0.52067,9644,18126,0.51340,0.52794
2004,No migration background,Less important,0.26685,4673,18126,0.26041,0.27329
2004,No migration background,Unimportant,0.04794,675,18126,0.04483,0.05105
2004,Direct migration background,Very important,0.16970,386,2494,0.15497,0.18444
2004,Direct migration background,Important,0.51183,1280,2494,0.49221,0.53146
2004,Direct migration background,Less important,0.26564,696,2494,0.24830,0.28298
2004,Direct migration background,Unimportant,0.05283,132,2494,0.04405,0.06161
2004,Indirect migration background,Very important,0.37443,275,773,0.34029,0.40857
2004,Indirect migration background,Important,0.49379,399,773,0.45853,0.52906
2004,Indirect migration background,Less important,0.11651,99,773,0.09387,0.13914
2008,No migration background,Very important,0.14070,2377,16532,0.13540,0.14600
2008,No migration background,Important,0.50505,8526,16532,0.49743,0.51267
2008,No migration background,Less important,0.29185,4776,16532,0.28492,0.29878
2008,No migration background,Unimportant,0.06240,853,16532,0.05871,0.06608
2008,Direct migration background,Very important,0.17150,302,1883,0.15447,0.18853
2008,Direct migration background,Important,0.50693,935,1883,0.48434,0.52952
2008,Direct migration background,Less important,0.24187,501,1883,0.22252,0.26122
2008,Direct migration background,Unimportant,0.07970,145,1883,0.06747,0.09194
2008,Indirect migration background,Very important,0.33258,242,757,0.29899,0.36616
2008,Indirect migration background,Important,0.50332,403,757,0.46768,0.53896
2008,Indirect migration background,Less important,0.15227,112,757,0.12666,0.17788
2012,No migration background,Very important,0.16794,3937,23103,0.16312,0.17276
2012,No migration background,Important,0.52245,12435,23103,0.51601,0.52889
2012,No migration background,Less important,0.26902,5975,23103,0.26330,0.27473
2012,No migration background,Unimportant,0.04059,756,23103,0.03805,0.04314
2012,Direct migration background,Very important,0.20433,689,3164,0.19028,0.21838
2012,Direct migration background,Important,0.51651,1685,3164,0.49909,0.53392
2012,Direct migration background,Less important,0.22713,655,3164,0.21253,0.24173
2012,Direct migration background,Unimportant,0.05204,135,3164,0.04430,0.05978
2012,Indirect migration background,Very important,0.32781,366,1179,0.30100,0.35461
2012,Indirect migration background,Important,0.50822,631,1179,0.47967,0.53677
2012,Indirect migration background,Less important,0.15070,182,1179,0.13027,0.17113
2016,No migration background,Very important,0.15682,2695,17683,0.15146,0.16218
2016,No migration background,Important,0.51834,9251,17683,0.51097,0.52570
2016,No migration background,Less important,0.28935,5163,17683,0.28267,0.29604
2016,No migration background,Unimportant,0.03549,574,17683,0.03276,0.03822
2016,Direct migration background,Very important,0.22022,1166,4967,0.20869,0.23174
2016,Direct migration background,Important,0.54754,2785,4967,0.53370,0.56138
2016,Direct migration background,Less important,0.19507,886,4967,0.18405,0.20609
2016,Direct migration background,Unimportant,0.03717,130,4967,0.03191,0.04244
2016,Indirect migration background,Very important,0.33466,486,1458,0.31043,0.35889
2016,Indirect migration background,Important,0.51472,755,1458,0.48906,0.54039
2016,Indirect migration background,Less important,0.14205,217,1458,0.12412,0.15997
2021,No migration background,Very important,0.15624,2107,13095,0.15002,0.16246
2021,No migration background,Important,0.51974,6834,13095,0.51119,0.52830
2021,No migration background,Less important,0.28846,3776,13095,0.28070,0.29622
2021,No migration background,Unimportant,0.03556,378,13095,0.03238,0.03873
2021,Direct migration background,Very important,0.19798,771,3039,0.18381,0.21215
2021,Direct migration background,Important,0.56975,1670,3039,0.55214,0.58735
2021,Direct migration background,Less important,0.19652,529,3039,0.18239,0.21065
2021,Direct migration background,Unimportant,0.03575,69,3039,0.02915,0.04235
2021,Indirect migration background,Very important,0.28297,273,918,0.25382,0.31212
2021,Indirect migration background,Important,0.57708,504,918,0.54510,0.60906
2021,Indirect migration background,Less important,0.13746,141,918,0.11517,0.15975
