year,age_gr,pgisced97,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,Very important,0.41594,46,99,0.31836,0.51353
1990,17-29 y.,Pre-primary Level,Important,0.48726,53,99,0.38830,0.58622
1990,17-29 y.,Lower Secondary Level,Very important,0.32359,136,418,0.27868,0.36849
1990,17-29 y.,Lower Secondary Level,Important,0.52172,221,418,0.47377,0.56967
1990,17-29 y.,Lower Secondary Level,Less important,0.14475,61,418,0.11098,0.17852
1990,17-29 y.,Upper Secondary Level,Very important,0.32268,316,992,0.29357,0.35178
1990,17-29 y.,Upper Secondary Level,Important,0.53520,538,992,0.50415,0.56626
1990,17-29 y.,Upper Secondary Level,Less important,0.13967,138,992,0.11809,0.16126
1990,17-29 y.,Post-secondary Non-tertiary Level,Very important,0.40412,33,82,0.29726,0.51099
1990,17-29 y.,Post-secondary Non-tertiary Level,Important,0.47090,49,82,0.36219,0.57960
1990,17-29 y.,First Stage of Tertiary Education,Important,0.54270,40,40,0.38635,0.69905
1990,17-29 y.,Second Stage of Tertiary Education,Important,0.51882,33,33,0.34570,0.69194
1990,30-45 y.,Lower Secondary Level,Very important,0.16235,37,231,0.11469,0.21001
1990,30-45 y.,Lower Secondary Level,Important,0.55445,136,231,0.49022,0.61869
1990,30-45 y.,Lower Secondary Level,Less important,0.24834,58,231,0.19250,0.30417
1990,30-45 y.,Upper Secondary Level,Very important,0.18206,213,1180,0.16003,0.20409
1990,30-45 y.,Upper Secondary Level,Important,0.61289,731,1180,0.58509,0.64070
1990,30-45 y.,Upper Secondary Level,Less important,0.19021,236,1180,0.16781,0.21261
1990,30-45 y.,Post-secondary Non-tertiary Level,Important,0.56592,37,37,0.40402,0.72783
1990,30-45 y.,First Stage of Tertiary Education,Very important,0.21459,35,194,0.15667,0.27251
1990,30-45 y.,First Stage of Tertiary Education,Important,0.59764,122,194,0.52846,0.66683
1990,30-45 y.,First Stage of Tertiary Education,Less important,0.17931,37,194,0.12519,0.23343
1990,30-45 y.,Second Stage of Tertiary Education,Very important,0.27642,91,311,0.22664,0.32621
1990,30-45 y.,Second Stage of Tertiary Education,Important,0.57365,175,311,0.51860,0.62870
1990,30-45 y.,Second Stage of Tertiary Education,Less important,0.13384,45,311,0.09593,0.17174
1990,46-65 y.,Lower Secondary Level,Very important,0.10764,54,574,0.08226,0.13302
1990,46-65 y.,Lower Secondary Level,Important,0.49140,289,574,0.45046,0.53233
1990,46-65 y.,Lower Secondary Level,Less important,0.33159,192,574,0.29305,0.37014
1990,46-65 y.,Lower Secondary Level,Unimportant,0.06936,39,574,0.04856,0.09017
1990,46-65 y.,Upper Secondary Level,Very important,0.12396,144,1183,0.10517,0.14275
1990,46-65 y.,Upper Secondary Level,Important,0.51416,614,1183,0.48567,0.54266
1990,46-65 y.,Upper Secondary Level,Less important,0.30878,363,1183,0.28244,0.33512
1990,46-65 y.,Upper Secondary Level,Unimportant,0.05310,62,1183,0.04031,0.06588
1990,46-65 y.,First Stage of Tertiary Education,Important,0.50334,77,121,0.41388,0.59280
1990,46-65 y.,First Stage of Tertiary Education,Less important,0.29071,44,121,0.20947,0.37196
1990,46-65 y.,Second Stage of Tertiary Education,Very important,0.17544,37,206,0.12338,0.22751
1990,46-65 y.,Second Stage of Tertiary Education,Important,0.54307,113,206,0.47488,0.61126
1990,46-65 y.,Second Stage of Tertiary Education,Less important,0.25509,56,206,0.19542,0.31476
1990,66 and older,Lower Secondary Level,Important,0.37755,143,353,0.32690,0.42819
1990,66 and older,Lower Secondary Level,Less important,0.38982,140,353,0.33887,0.44077
1990,66 and older,Lower Secondary Level,Unimportant,0.18949,70,353,0.14855,0.23043
1990,66 and older,Upper Secondary Level,Important,0.42539,197,450,0.37966,0.47112
1990,66 and older,Upper Secondary Level,Less important,0.42074,198,450,0.37507,0.46640
1990,66 and older,Upper Secondary Level,Unimportant,0.11197,55,450,0.08280,0.14114
1990,66 and older,First Stage of Tertiary Education,Important,0.59498,39,39,0.43889,0.75106
1992,17-29 y.,Pre-primary Level,Very important,0.34640,52,122,0.26162,0.43118
1992,17-29 y.,Pre-primary Level,Important,0.52298,70,122,0.43398,0.61198
1992,17-29 y.,Lower Secondary Level,Very important,0.29273,174,555,0.25484,0.33062
1992,17-29 y.,Lower Secondary Level,Important,0.59854,331,555,0.55772,0.63936
1992,17-29 y.,Lower Secondary Level,Less important,0.08884,50,555,0.06515,0.11253
1992,17-29 y.,Upper Secondary Level,Very important,0.29605,449,1465,0.27266,0.31943
1992,17-29 y.,Upper Secondary Level,Important,0.55307,812,1465,0.52760,0.57854
1992,17-29 y.,Upper Secondary Level,Less important,0.14114,204,1465,0.12331,0.15898
1992,17-29 y.,Post-secondary Non-tertiary Level,Very important,0.39708,57,121,0.30954,0.48463
1992,17-29 y.,Post-secondary Non-tertiary Level,Important,0.48057,64,121,0.39118,0.56996
1992,17-29 y.,First Stage of Tertiary Education,Very important,0.25728,34,89,0.16595,0.34861
1992,17-29 y.,First Stage of Tertiary Education,Important,0.62375,55,89,0.52253,0.72496
