year,migback,sampreg,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,West,Very important,0.17694,1212,6573,0.16771,0.18616
1990,No migration background,West,Important,0.52022,3467,6573,0.50814,0.53230
1990,No migration background,West,Less important,0.25237,1602,6573,0.24187,0.26288
1990,No migration background,West,Unimportant,0.05047,292,6573,0.04518,0.05576
1990,Direct migration background,West,Very important,0.20892,92,423,0.17013,0.24770
1990,Direct migration background,West,Important,0.50878,231,423,0.46108,0.55648
1990,Direct migration background,West,Less important,0.24350,100,423,0.20255,0.28445
1992,No migration background,West,Very important,0.17513,1228,6436,0.16584,0.18441
1992,No migration background,West,Important,0.49502,3226,6436,0.48280,0.50724
1992,No migration background,West,Less important,0.25754,1598,6436,0.24685,0.26822
1992,No migration background,West,Unimportant,0.07232,384,6436,0.06599,0.07865
1992,No migration background,East,Very important,0.21214,860,3790,0.19912,0.22516
1992,No migration background,East,Important,0.52603,2050,3790,0.51013,0.54193
1992,No migration background,East,Less important,0.21640,755,3790,0.20329,0.22951
1992,No migration background,East,Unimportant,0.04543,125,3790,0.03880,0.05207
1992,Direct migration background,West,Very important,0.21999,89,402,0.17944,0.26053
1992,Direct migration background,West,Important,0.47199,219,402,0.42313,0.52085
1992,Direct migration background,West,Less important,0.24529,94,402,0.20317,0.28740
1992,Direct migration background,East,Important,0.47344,68,111,0.38014,0.56675
1992,Direct migration background,East,Less important,0.30804,43,111,0.22176,0.39432
1992,Indirect migration background,West,Important,0.53236,31,31,0.35381,0.71091
1995,No migration background,West,Very important,0.18057,1258,6378,0.17112,0.19001
1995,No migration background,West,Important,0.50376,3317,6378,0.49149,0.51603
1995,No migration background,West,Less important,0.25424,1502,6378,0.24356,0.26493
1995,No migration background,West,Unimportant,0.06143,301,6378,0.05554,0.06733
1995,No migration background,East,Very important,0.19844,745,3497,0.18522,0.21166
1995,No migration background,East,Important,0.56745,2053,3497,0.55103,0.58387
1995,No migration background,East,Less important,0.20101,622,3497,0.18772,0.21429
1995,No migration background,East,Unimportant,0.03310,77,3497,0.02717,0.03903
