year,bula_h,pgisced97,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Schleswig-Holstein,Lower Secondary Level,No,0.93971,116,116,0.89620,0.98321
2014,Schleswig-Holstein,Upper Secondary Level,No,0.97821,448,448,0.96468,0.99174
2014,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.98035,79,79,0.94955,1.01115
2014,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.99933,153,153,0.99520,1.00345
2014,Hamburg,Lower Secondary Level,No,0.99817,39,39,0.98457,1.01177
2014,Lower Saxony,Pre-primary Level,No,0.57405,57,57,0.44454,0.70357
2014,Lower Saxony,Lower Secondary Level,No,0.98596,349,349,0.97359,0.99832
2014,Lower Saxony,Upper Secondary Level,No,0.99010,1236,1236,0.98458,0.99562
2014,Lower Saxony,Post-secondary Non-tertiary Level,No,0.99154,176,176,0.97798,1.00511
2014,Lower Saxony,First Stage of Tertiary Education,No,0.97653,123,123,0.94967,1.00339
2014,Lower Saxony,Second Stage of Tertiary Education,No,0.99507,497,497,0.98891,1.00123
2014,Bremen,Upper Secondary Level,No,0.99136,82,82,0.97121,1.01151
2014,North Rhine-Westphalia,Pre-primary Level,No,0.57732,107,107,0.48327,0.67136
2014,North Rhine-Westphalia,Primary Level,No,0.99437,154,154,0.98251,1.00623
2014,North Rhine-Westphalia,Lower Secondary Level,No,0.96541,757,757,0.95238,0.97844
2014,North Rhine-Westphalia,Upper Secondary Level,No,0.98876,2386,2386,0.98453,0.99299
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.98301,579,579,0.97248,0.99355
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.99082,1144,1144,0.98529,0.99635
2014,Hesse,Pre-primary Level,No,0.59084,43,43,0.44214,0.73954
2014,Hesse,Lower Secondary Level,No,0.97808,204,204,0.95794,0.99823
2014,Hesse,Upper Secondary Level,No,0.98145,767,767,0.97189,0.99101
2014,Hesse,Post-secondary Non-tertiary Level,No,0.98434,154,154,0.96466,1.00401
2014,Hesse,Second Stage of Tertiary Education,No,0.96959,516,516,0.95476,0.98442
2014,"Rhineland-Palatinate, Saarland",Primary Level,No,0.95070,31,31,0.87323,1.02817
2014,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.98281,266,266,0.96717,0.99846
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.98945,740,740,0.98208,0.99682
2014,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.96231,112,112,0.92689,0.99774
2014,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.96435,268,268,0.94211,0.98659
2014,Baden-Wuerttemberg,Pre-primary Level,No,0.57260,53,53,0.43814,0.70707
2014,Baden-Wuerttemberg,Primary Level,No,0.92160,40,40,0.83724,1.00596
2014,Baden-Wuerttemberg,Lower Secondary Level,No,0.96090,408,408,0.94207,0.97973
2014,Baden-Wuerttemberg,Upper Secondary Level,No,0.99033,1405,1405,0.98521,0.99545
2014,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.99489,224,224,0.98553,1.00425
2014,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.98327,202,202,0.96554,1.00100
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.99679,792,792,0.99285,1.00073
2014,Bavaria,Pre-primary Level,No,0.50442,68,68,0.38470,0.62414
2014,Bavaria,Primary Level,No,0.98547,63,63,0.95568,1.01526
2014,Bavaria,Lower Secondary Level,No,0.95810,481,481,0.94017,0.97602
2014,Bavaria,Upper Secondary Level,No,0.98839,2140,2140,0.98385,0.99293
2014,Bavaria,Post-secondary Non-tertiary Level,No,0.95764,290,290,0.93442,0.98086
2014,Bavaria,First Stage of Tertiary Education,No,0.96285,273,273,0.94038,0.98533
2014,Bavaria,Second Stage of Tertiary Education,No,0.98898,939,939,0.98231,0.99566
2014,Berlin,Lower Secondary Level,No,0.94879,65,65,0.89479,1.00279
2014,Berlin,Upper Secondary Level,No,0.99685,371,371,0.99114,1.00256
2014,Berlin,Post-secondary Non-tertiary Level,No,0.95296,62,62,0.89983,1.00609
2014,Berlin,Second Stage of Tertiary Education,No,0.96841,371,371,0.95058,0.98623
2014,Brandenburg,Lower Secondary Level,No,0.98825,84,84,0.96507,1.01143
2014,Brandenburg,Upper Secondary Level,No,0.99538,481,481,0.98932,1.00145
2014,Brandenburg,Post-secondary Non-tertiary Level,No,0.98935,75,75,0.96597,1.01274
2014,Brandenburg,Second Stage of Tertiary Education,No,0.99804,258,258,0.99263,1.00345
2014,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.98187,36,36,0.93768,1.02607
2014,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.99806,280,280,0.99289,1.00322
2014,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.99649,135,135,0.98648,1.00650
2014,Saxony,Lower Secondary Level,No,0.96853,94,94,0.93305,1.00401
2014,Saxony,Upper Secondary Level,No,0.98612,833,833,0.97817,0.99407
2014,Saxony,Post-secondary Non-tertiary Level,No,0.96375,74,74,0.92087,1.00663
2014,Saxony,Second Stage of Tertiary Education,No,0.99226,432,432,0.98399,1.00053
2014,Saxony-Anhalt,Lower Secondary Level,No,0.98416,79,79,0.95646,1.01187
2014,Saxony-Anhalt,Upper Secondary Level,No,0.99159,503,503,0.98360,0.99958
2014,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.98429,39,39,0.94475,1.02383
2014,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.99676,216,216,0.98916,1.00436
2014,Thuringa,Lower Secondary Level,No,0.96761,62,62,0.92318,1.01204
2014,Thuringa,Upper Secondary Level,No,0.99792,565,565,0.99416,1.00168
2014,Thuringa,First Stage of Tertiary Education,No,0.99820,70,70,0.98821,1.00820
2014,Thuringa,Second Stage of Tertiary Education,No,0.99726,217,217,0.99028,1.00423
2015,Schleswig-Holstein,Lower Secondary Level,No,0.93463,96,96,0.88492,0.98433
2015,Schleswig-Holstein,Upper Secondary Level,No,0.99195,434,434,0.98353,1.00037
2015,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.99623,80,80,0.98270,1.00975
2015,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.98557,158,158,0.96692,1.00423
2015,Hamburg,Lower Secondary Level,No,0.98487,37,37,0.94500,1.02475
2015,Hamburg,Second Stage of Tertiary Education,No,0.99733,161,161,0.98935,1.00532
2015,Lower Saxony,Pre-primary Level,No,0.57578,43,43,0.42631,0.72525
2015,Lower Saxony,Lower Secondary Level,No,0.98447,348,348,0.97147,0.99748
2015,Lower Saxony,Upper Secondary Level,No,0.97985,1177,1177,0.97182,0.98788
2015,Lower Saxony,Post-secondary Non-tertiary Level,No,0.98849,210,210,0.97402,1.00295
2015,Lower Saxony,First Stage of Tertiary Education,No,0.99754,118,118,0.98857,1.00651
2015,Lower Saxony,Second Stage of Tertiary Education,No,0.98861,540,540,0.97965,0.99757
2015,Bremen,Upper Secondary Level,No,0.99949,75,75,0.99436,1.00463
2015,Bremen,Second Stage of Tertiary Education,No,0.99514,42,42,0.97384,1.01643
2015,North Rhine-Westphalia,Pre-primary Level,No,0.51180,90,90,0.40795,0.61565
2015,North Rhine-Westphalia,Primary Level,No,0.99338,178,178,0.98143,1.00533
2015,North Rhine-Westphalia,Lower Secondary Level,No,0.94956,725,725,0.93361,0.96550
2015,North Rhine-Westphalia,Upper Secondary Level,Yes,0.01839,31,2385,0.01300,0.02378
2015,North Rhine-Westphalia,Upper Secondary Level,No,0.98047,2354,2385,0.97492,0.98603
2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.98316,585,585,0.97273,0.99360
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.98947,1149,1149,0.98356,0.99537
2015,Hesse,Primary Level,No,0.95580,43,43,0.89364,1.01796
2015,Hesse,Lower Secondary Level,No,0.98922,202,202,0.97495,1.00350
2015,Hesse,Upper Secondary Level,No,0.99201,755,755,0.98566,0.99837
2015,Hesse,Post-secondary Non-tertiary Level,No,0.98064,174,174,0.96010,1.00117
2015,Hesse,First Stage of Tertiary Education,No,0.97333,76,76,0.93687,1.00979
2015,Hesse,Second Stage of Tertiary Education,No,0.99228,542,542,0.98491,0.99966
2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.97038,284,284,0.95062,0.99013
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.98861,729,729,0.98090,0.99632
2015,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.99657,117,117,0.98592,1.00721
2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.99430,91,91,0.97876,1.00985
2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.96777,285,285,0.94723,0.98831
2015,Baden-Wuerttemberg,Pre-primary Level,No,0.66677,45,45,0.52749,0.80605
2015,Baden-Wuerttemberg,Primary Level,No,0.98359,40,40,0.94371,1.02346
2015,Baden-Wuerttemberg,Lower Secondary Level,No,0.96915,368,368,0.95146,0.98684
2015,Baden-Wuerttemberg,Upper Secondary Level,No,0.99090,1347,1347,0.98583,0.99597
2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.99911,268,268,0.99553,1.00269
2015,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.99453,206,206,0.98444,1.00463
2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.99561,843,843,0.99114,1.00008
2015,Bavaria,Pre-primary Level,No,0.44671,44,44,0.29811,0.59531
2015,Bavaria,Lower Secondary Level,No,0.95425,450,450,0.93492,0.97357
2015,Bavaria,Upper Secondary Level,No,0.99212,2095,2095,0.98834,0.99591
2015,Bavaria,Post-secondary Non-tertiary Level,No,0.96692,317,317,0.94720,0.98664
2015,Bavaria,First Stage of Tertiary Education,No,0.96484,265,265,0.94262,0.98706
2015,Bavaria,Second Stage of Tertiary Education,No,0.98941,1020,1020,0.98313,0.99570
2015,Berlin,Lower Secondary Level,No,0.97761,65,65,0.94137,1.01386
2015,Berlin,Upper Secondary Level,No,0.98367,352,352,0.97041,0.99693
2015,Berlin,Post-secondary Non-tertiary Level,No,0.99929,61,61,0.99253,1.00604
2015,Berlin,Second Stage of Tertiary Education,No,0.96593,386,386,0.94781,0.98405
2015,Brandenburg,Lower Secondary Level,No,0.98024,82,82,0.94993,1.01055
2015,Brandenburg,Upper Secondary Level,No,0.99650,485,485,0.99124,1.00176
2015,Brandenburg,Post-secondary Non-tertiary Level,No,0.98607,75,75,0.95937,1.01277
2015,Brandenburg,Second Stage of Tertiary Education,No,0.98601,247,247,0.97133,1.00069
2015,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.98034,285,285,0.96420,0.99649
2015,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.95687,130,130,0.92181,0.99193
2015,Saxony,Lower Secondary Level,No,0.92849,87,87,0.87404,0.98295
2015,Saxony,Upper Secondary Level,No,0.99290,780,780,0.98700,0.99879
2015,Saxony,Post-secondary Non-tertiary Level,No,0.99632,79,79,0.98288,1.00976
2015,Saxony,First Stage of Tertiary Education,No,0.99823,122,122,0.99073,1.00572
2015,Saxony,Second Stage of Tertiary Education,No,0.99671,412,412,0.99118,1.00225
2015,Saxony-Anhalt,Lower Secondary Level,No,0.97849,68,68,0.94375,1.01323
2015,Saxony-Anhalt,Upper Secondary Level,No,0.99941,468,468,0.99719,1.00162
2015,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.99054,34,34,0.95751,1.02357
2015,Saxony-Anhalt,First Stage of Tertiary Education,No,0.99710,64,64,0.98381,1.01038
2015,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.99618,215,215,0.98791,1.00445
2015,Thuringa,Lower Secondary Level,No,0.96184,64,64,0.91453,1.00915
2015,Thuringa,Upper Secondary Level,No,0.98795,541,541,0.97875,0.99715
2015,Thuringa,Post-secondary Non-tertiary Level,No,0.97380,38,38,0.92233,1.02527
2015,Thuringa,First Stage of Tertiary Education,No,0.99925,68,68,0.99268,1.00582
2015,Thuringa,Second Stage of Tertiary Education,No,0.98953,224,224,0.97616,1.00289
2016,Schleswig-Holstein,Primary Level,No,0.99809,71,71,0.98786,1.00832
2016,Schleswig-Holstein,Lower Secondary Level,No,0.99000,139,139,0.97340,1.00660
2016,Schleswig-Holstein,Upper Secondary Level,No,0.98601,405,405,0.97456,0.99746
2016,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.99464,183,183,0.98402,1.00525
2016,Hamburg,Upper Secondary Level,No,0.99974,151,151,0.99715,1.00233
2016,Hamburg,Second Stage of Tertiary Education,No,0.99400,156,156,0.98185,1.00616
2016,Lower Saxony,Pre-primary Level,No,0.50209,35,35,0.33402,0.67016
2016,Lower Saxony,Primary Level,No,0.99962,194,194,0.99688,1.00237
2016,Lower Saxony,Lower Secondary Level,No,0.96636,358,358,0.94766,0.98506
2016,Lower Saxony,Upper Secondary Level,No,0.99105,1135,1135,0.98556,0.99653
2016,Lower Saxony,Post-secondary Non-tertiary Level,No,0.98015,204,204,0.96097,0.99934
2016,Lower Saxony,First Stage of Tertiary Education,No,0.99135,106,106,0.97363,1.00906
2016,Lower Saxony,Second Stage of Tertiary Education,No,0.98598,562,562,0.97625,0.99571
2016,Bremen,Upper Secondary Level,No,0.99793,87,87,0.98834,1.00753
2016,Bremen,Second Stage of Tertiary Education,No,0.85489,46,46,0.75198,0.95780
2016,North Rhine-Westphalia,Pre-primary Level,No,0.46986,99,99,0.37104,0.56867
2016,North Rhine-Westphalia,Lower Secondary Level,No,0.96552,715,715,0.95213,0.97890
2016,North Rhine-Westphalia,Upper Secondary Level,No,0.99567,2250,2250,0.99295,0.99838
2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.97035,563,563,0.95633,0.98438
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.99015,1211,1211,0.98458,0.99571
2016,Hesse,Lower Secondary Level,No,0.97928,216,216,0.96023,0.99832
2016,Hesse,Upper Secondary Level,No,0.98778,715,715,0.97972,0.99584
2016,Hesse,Post-secondary Non-tertiary Level,No,0.99985,151,151,0.99789,1.00181
2016,Hesse,Second Stage of Tertiary Education,No,0.97880,495,495,0.96610,0.99150
2016,"Rhineland-Palatinate, Saarland",Primary Level,No,0.99867,94,94,0.99126,1.00608
2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.98573,308,308,0.97247,0.99900
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.98071,714,714,0.97061,0.99081
2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.97475,129,129,0.94757,1.00193
2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.98910,318,318,0.97766,1.00053
2016,Baden-Wuerttemberg,Pre-primary Level,No,0.49694,37,37,0.33361,0.66027
2016,Baden-Wuerttemberg,Primary Level,No,0.90314,140,140,0.85397,0.95231
2016,Baden-Wuerttemberg,Lower Secondary Level,No,0.95977,395,395,0.94037,0.97918
2016,Baden-Wuerttemberg,Upper Secondary Level,No,0.98673,1230,1230,0.98033,0.99313
2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.97606,258,258,0.95736,0.99475
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.98943,814,814,0.98240,0.99646
2016,Bavaria,Pre-primary Level,No,0.56392,49,49,0.42363,0.70421
2016,Bavaria,Primary Level,No,0.96206,173,173,0.93351,0.99062
2016,Bavaria,Lower Secondary Level,No,0.96596,460,460,0.94938,0.98255
2016,Bavaria,Upper Secondary Level,No,0.98779,1912,1912,0.98287,0.99271
2016,Bavaria,Post-secondary Non-tertiary Level,No,0.98075,295,295,0.96505,0.99646
2016,Bavaria,First Stage of Tertiary Education,No,0.95508,238,238,0.92871,0.98145
2016,Bavaria,Second Stage of Tertiary Education,No,0.99827,968,968,0.99565,1.00089
2016,Berlin,Lower Secondary Level,No,0.95736,78,78,0.91222,1.00249
2016,Berlin,Upper Secondary Level,No,0.98713,336,336,0.97506,0.99920
2016,Berlin,Post-secondary Non-tertiary Level,No,0.97931,62,62,0.94359,1.01503
