"year","hhtyp","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1984","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1984","(Ehe-)Paar ohne Kind(er)","Westdeutschland","43.89","0","2702","29.91","57.87"
"1984","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1984","1-Pers.- Haushalt","Westdeutschland","116.35","0","1288","55.22","177.48"
"1984","Alleinerziehende","Ostdeutschland","","","","",""
"1984","Alleinerziehende","Westdeutschland","874.99","0","828","702.94","1047.04"
"1984","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1984","Paar mit Kind(ern)","Westdeutschland","31.09","0","10356","24.38","37.8"
"1984","Sonstige","Ostdeutschland","","","","",""
"1984","Sonstige","Westdeutschland","368.66","0","1002","287.54","449.78"
"1985","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1985","(Ehe-)Paar ohne Kind(er)","Westdeutschland","21.74","0","2450","9.08","34.4"
"1985","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1985","1-Pers.- Haushalt","Westdeutschland","217.06","0","1140","91.01","343.11"
"1985","Alleinerziehende","Ostdeutschland","","","","",""
"1985","Alleinerziehende","Westdeutschland","542.38","0","748","411.53","673.23"
"1985","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1985","Paar mit Kind(ern)","Westdeutschland","38.15","0","9339","29.93","46.37"
"1985","Sonstige","Ostdeutschland","","","","",""
"1985","Sonstige","Westdeutschland","328.54","0","921","248.62","408.46"
"1986","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1986","(Ehe-)Paar ohne Kind(er)","Westdeutschland","51.33","0","2410","30.81","71.85"
"1986","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1986","1-Pers.- Haushalt","Westdeutschland","139.33","0","1079","71.04","207.62"
"1986","Alleinerziehende","Ostdeutschland","","","","",""
"1986","Alleinerziehende","Westdeutschland","801.7","0","712","639.98","963.42"
"1986","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1986","Paar mit Kind(ern)","Westdeutschland","33.23","0","8799","25.12","41.34"
"1986","Sonstige","Ostdeutschland","","","","",""
"1986","Sonstige","Westdeutschland","218.04","0","894","138.87","297.21"
"1987","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1987","(Ehe-)Paar ohne Kind(er)","Westdeutschland","33.41","0","2384","15.48","51.34"
"1987","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1987","1-Pers.- Haushalt","Westdeutschland","123.4","0","1078","79.05","167.75"
"1987","Alleinerziehende","Ostdeutschland","","","","",""
"1987","Alleinerziehende","Westdeutschland","784.81","0","705","596.9","972.72"
"1987","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1987","Paar mit Kind(ern)","Westdeutschland","53.03","0","8532","41.92","64.14"
"1987","Sonstige","Ostdeutschland","","","","",""
"1987","Sonstige","Westdeutschland","230.58","0","943","166.65","294.51"
"1988","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1988","(Ehe-)Paar ohne Kind(er)","Westdeutschland","56.11","0","2336","34.46","77.76"
"1988","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1988","1-Pers.- Haushalt","Westdeutschland","166.46","0","1037","101.54","231.38"
"1988","Alleinerziehende","Ostdeutschland","","","","",""
"1988","Alleinerziehende","Westdeutschland","855.48","0","704","667.48","1043.48"
"1988","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1988","Paar mit Kind(ern)","Westdeutschland","27.64","0","8110","19.83","35.45"
"1988","Sonstige","Ostdeutschland","","","","",""
"1988","Sonstige","Westdeutschland","202.14","0","826","136.81","267.47"
"1989","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1989","(Ehe-)Paar ohne Kind(er)","Westdeutschland","69.93","0","2316","46.28","93.58"
"1989","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1989","1-Pers.- Haushalt","Westdeutschland","125.87","0","1040","77.03","174.71"
"1989","Alleinerziehende","Ostdeutschland","","","","",""
"1989","Alleinerziehende","Westdeutschland","644.68","0","660","471.91","817.45"
"1989","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1989","Paar mit Kind(ern)","Westdeutschland","50.19","0","7743","40.65","59.73"
"1989","Sonstige","Ostdeutschland","","","","",""
"1989","Sonstige","Westdeutschland","467.89","0","835","336.62","599.16"
"1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","49.06","0","2368","26.09","72.03"
"1990","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1990","1-Pers.- Haushalt","Westdeutschland","125.16","0","1001","53.18","197.14"
"1990","Alleinerziehende","Ostdeutschland","","","","",""
"1990","Alleinerziehende","Westdeutschland","1024.98","0","640","776.72","1273.24"
"1990","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1990","Paar mit Kind(ern)","Westdeutschland","66.02","0","7526","53.6","78.44"
"1990","Sonstige","Ostdeutschland","","","","",""
"1990","Sonstige","Westdeutschland","332.39","0","898","267.17","397.61"
"1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","53.33","0","2396","28.55","78.11"
"1991","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1991","1-Pers.- Haushalt","Westdeutschland","108.67","0","1003","54.41","162.93"
"1991","Alleinerziehende","Ostdeutschland","","","","",""
"1991","Alleinerziehende","Westdeutschland","1204.99","0","659","906.56","1503.42"
"1991","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1991","Paar mit Kind(ern)","Westdeutschland","89.76","0","7467","76.88","102.64"
"1991","Sonstige","Ostdeutschland","","","","",""
"1991","Sonstige","Westdeutschland","442.44","0","902","349.16","535.72"
"1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","4.5","0","932","1.45","7.55"
"1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","48.36","0","2458","28.41","68.31"
"1992","1-Pers.- Haushalt","Ostdeutschland","5.18","0","296","-7.22","17.58"
"1992","1-Pers.- Haushalt","Westdeutschland","133.65","0","1006","61.07","206.23"
"1992","Alleinerziehende","Ostdeutschland","200.66","0","291","136.13","265.19"
"1992","Alleinerziehende","Westdeutschland","803.38","0","666","572.66","1034.1"
"1992","Paar mit Kind(ern)","Ostdeutschland","14.67","0","3528","8.14","21.2"
"1992","Paar mit Kind(ern)","Westdeutschland","61.9","0","7433","52.23","71.57"
"1992","Sonstige","Ostdeutschland","6.46","0","354","-0.92","13.84"
"1992","Sonstige","Westdeutschland","289.05","0","878","208.61","369.49"
"1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","110.56","0","954","47.56","173.56"
"1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","59.12","0","2494","34.07","84.17"
"1993","1-Pers.- Haushalt","Ostdeutschland","8.71","0","300","-2.97","20.39"
"1993","1-Pers.- Haushalt","Westdeutschland","146.22","0","1062","91.71","200.73"
"1993","Alleinerziehende","Ostdeutschland","196.36","0","297","126.36","266.36"
"1993","Alleinerziehende","Westdeutschland","1091.41","0","621","827.84","1354.98"
"1993","Paar mit Kind(ern)","Ostdeutschland","20.06","0","3299","13.62","26.5"
"1993","Paar mit Kind(ern)","Westdeutschland","59.43","0","7266","48.67","70.19"
"1993","Sonstige","Ostdeutschland","38.63","0","317","8.75","68.51"
"1993","Sonstige","Westdeutschland","485.9","0","918","387.43","584.37"
"1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","4.56","0","984","-2.04","11.16"
"1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","71.03","0","2554","42.59","99.47"
"1994","1-Pers.- Haushalt","Ostdeutschland","5.1","0","315","-6.48","16.68"
"1994","1-Pers.- Haushalt","Westdeutschland","176.22","0","1047","113.63","238.81"
"1994","Alleinerziehende","Ostdeutschland","308.34","0","262","194.79","421.89"
"1994","Alleinerziehende","Westdeutschland","1424.11","0","620","1118.01","1730.21"
"1994","Paar mit Kind(ern)","Ostdeutschland","17.22","0","3146","10.92","23.52"
"1994","Paar mit Kind(ern)","Westdeutschland","68.89","0","7020","50.95","86.83"
"1994","Sonstige","Ostdeutschland","79.95","0","325","36.07","123.83"
"1994","Sonstige","Westdeutschland","474.48","0","865","359.14","589.82"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","7.14","0","994","-2.93","17.21"
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","81.44","0","2660","51.79","111.09"
"1995","1-Pers.- Haushalt","Ostdeutschland","22.91","0","325","-7.19","53.01"
"1995","1-Pers.- Haushalt","Westdeutschland","181.65","0","1079","112.18","251.12"
"1995","Alleinerziehende","Ostdeutschland","408.52","0","277","268.27","548.77"
"1995","Alleinerziehende","Westdeutschland","1349.67","0","665","1114.23","1585.11"
"1995","Paar mit Kind(ern)","Ostdeutschland","60.06","0","2983","45.23","74.89"
"1995","Paar mit Kind(ern)","Westdeutschland","96.88","0","7540","76.35","117.41"
"1995","Sonstige","Ostdeutschland","391.43","0","282","128.39","654.47"
"1995","Sonstige","Westdeutschland","558.69","0","907","461.78","655.6"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","20.85","0","1070","8.12","33.58"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","78.46","0","2612","51.17","105.75"
"1996","1-Pers.- Haushalt","Ostdeutschland","31.74","0","344","-1.32","64.8"
"1996","1-Pers.- Haushalt","Westdeutschland","138","0","1089","73.94","202.06"
"1996","Alleinerziehende","Ostdeutschland","583.45","0","260","297.39","869.51"
"1996","Alleinerziehende","Westdeutschland","1284.38","0","699","969.46","1599.3"
"1996","Paar mit Kind(ern)","Ostdeutschland","79.9","0","2828","60.53","99.27"
"1996","Paar mit Kind(ern)","Westdeutschland","80.21","0","7329","67.12","93.3"
"1996","Sonstige","Ostdeutschland","160.72","0","295","88.18","233.26"
"1996","Sonstige","Westdeutschland","581.24","0","813","448.52","713.96"
