"year","bula_h","hhtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1984","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","8.32","0","406","-2.17","18.81"
"1984","Baden-Württemberg","1-Pers.- Haushalt","96.23","0","209","10.43","182.03"
"1984","Baden-Württemberg","Alleinerziehende","1187.53","0","160","624.04","1751.02"
"1984","Baden-Württemberg","Paar mit Kind(ern)","10.5","0","2155","-0.44","21.44"
"1984","Baden-Württemberg","Sonstige","134.31","0","184","20.53","248.09"
"1984","Bayern","(Ehe-)Paar ohne Kind(er)","58.67","0","482","23.65","93.69"
"1984","Bayern","1-Pers.- Haushalt","50.42","0","191","-46.41","147.25"
"1984","Bayern","Alleinerziehende","639.25","0","122","286.74","991.76"
"1984","Bayern","Paar mit Kind(ern)","63.94","0","1785","35.13","92.75"
"1984","Bayern","Sonstige","272.3","0","151","90.98","453.62"
"1984","Berlin","(Ehe-)Paar ohne Kind(er)","260.29","0","104","60.54","460.04"
"1984","Berlin","1-Pers.- Haushalt","107.12","0","72","-75.73","289.97"
"1984","Berlin","Alleinerziehende","2914.95","0","47","1405.02","4424.88"
"1984","Berlin","Paar mit Kind(ern)","40","0","286","-35.68","115.68"
"1984","Berlin","Sonstige","479.85","0","31","97.69","862.01"
"1984","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","",""
"1984","Brandenburg","1-Pers.- Haushalt","","","","",""
"1984","Brandenburg","Alleinerziehende","","","","",""
"1984","Brandenburg","Paar mit Kind(ern)","","","","",""
"1984","Brandenburg","Sonstige","","","","",""
"1984","Bremen","(Ehe-)Paar ohne Kind(er)","0","0","46","0","0"
"1984","Bremen","1-Pers.- Haushalt","","","","",""
"1984","Bremen","Alleinerziehende","","","","",""
"1984","Bremen","Paar mit Kind(ern)","0","0","79","0","0"
"1984","Bremen","Sonstige","","","","",""
"1984","Hamburg","(Ehe-)Paar ohne Kind(er)","31.89","0","92","-6.69","70.47"
"1984","Hamburg","1-Pers.- Haushalt","62.31","0","53","-40.87","165.49"
"1984","Hamburg","Alleinerziehende","","","","",""
"1984","Hamburg","Paar mit Kind(ern)","44.4","0","204","13.73","75.07"
"1984","Hamburg","Sonstige","","","","",""
"1984","Hessen","(Ehe-)Paar ohne Kind(er)","41.66","0","286","3.53","79.79"
"1984","Hessen","1-Pers.- Haushalt","403.22","0","121","-129.37","935.81"
"1984","Hessen","Alleinerziehende","1410.9","0","67","875.91","1945.89"
