"year","quintil","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","180.43","0","2818","137.56","223.3"
"1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","333.71","0","4287","297.29","370.13"
"1995","2","Laendlicher Raum","155.2","0","1765","115.01","195.39"
"1995","2","Staedtischer Raum","116.87","0","3185","84.57","149.17"
"1995","3","Laendlicher Raum","301.99","0","983","234.22","369.76"
"1995","3","Staedtischer Raum","64.81","0","2034","19.95","109.67"
"1995","4","Laendlicher Raum","40.49","0","478","-17.68","98.66"
"1995","4","Staedtischer Raum","161.24","0","1317","80.41","242.07"
"1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","262.2","0","160","43.94","480.46"
"1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","77.54","0","685","35.4","119.68"
"1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","206.76","0","2475","168.86","244.66"
"1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","321.75","0","3899","265.43","378.07"
"1996","2","Laendlicher Raum","99.98","0","1855","74.84","125.12"
"1996","2","Staedtischer Raum","135.46","0","3081","104.69","166.23"
"1996","3","Laendlicher Raum","200.13","0","1041","139.5","260.76"
"1996","3","Staedtischer Raum","108.94","0","2115","60.84","157.04"
"1996","4","Laendlicher Raum","157.41","0","490","77.51","237.31"
"1996","4","Staedtischer Raum","56.45","0","1411","34.98","77.92"
"1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","134.75","0","213","-182.5","452"
"1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","106.9","0","759","38.53","175.27"
"1997","1 Einkommensschwächstes Quintil","Laendlicher Raum","224.44","0","2336","178.54","270.34"
"1997","1 Einkommensschwächstes Quintil","Staedtischer Raum","362.6","0","3651","322.29","402.91"
"1997","2","Laendlicher Raum","94.27","0","1866","59.44","129.1"
"1997","2","Staedtischer Raum","169.33","0","2961","135.45","203.21"
"1997","3","Laendlicher Raum","210.5","0","1036","161.67","259.33"
"1997","3","Staedtischer Raum","97.34","0","2255","53.74","140.94"
"1997","4","Laendlicher Raum","162.9","0","550","61.42","264.38"
"1997","4","Staedtischer Raum","60.83","0","1385","30.78","90.88"
"1997","5 Einkommensstärkstes Quintil","Laendlicher Raum","208.76","0","185","108.06","309.46"
"1997","5 Einkommensstärkstes Quintil","Staedtischer Raum","81.7","0","781","7.72","155.68"
"1998","1 Einkommensschwächstes Quintil","Laendlicher Raum","165.68","0","2582","130.44","200.92"
"1998","1 Einkommensschwächstes Quintil","Staedtischer Raum","239.71","0","3857","202.36","277.06"
"1998","2","Laendlicher Raum","113.31","0","1905","67.78","158.84"
"1998","2","Staedtischer Raum","136.71","0","3269","101.75","171.67"
"1998","3","Laendlicher Raum","117.68","0","1226","87.23","148.13"
"1998","3","Staedtischer Raum","140.53","0","2371","94.41","186.65"
"1998","4","Laendlicher Raum","89.94","0","639","-3.5","183.38"
"1998","4","Staedtischer Raum","128.72","0","1744","90.18","167.26"
"1998","5 Einkommensstärkstes Quintil","Laendlicher Raum","185.89","0","267","28.87","342.91"
"1998","5 Einkommensstärkstes Quintil","Staedtischer Raum","21.12","0","896","-19.79","62.03"
"1999","1 Einkommensschwächstes Quintil","Laendlicher Raum","253.75","0","2102","205.4","302.1"
"1999","1 Einkommensschwächstes Quintil","Staedtischer Raum","349.49","0","3156","298.19","400.79"
"1999","2","Laendlicher Raum","135.24","0","2066","94.42","176.06"
"1999","2","Staedtischer Raum","251.64","0","3237","200.86","302.42"
"1999","3","Laendlicher Raum","101.51","0","1231","53.62","149.4"
"1999","3","Staedtischer Raum","139.47","0","2432","103.55","175.39"
"1999","4","Laendlicher Raum","6.17","0","691","-1.25","13.59"
"1999","4","Staedtischer Raum","117.38","0","1747","73.28","161.48"
"1999","5 Einkommensstärkstes Quintil","Laendlicher Raum","48.89","0","281","-14.95","112.73"
"1999","5 Einkommensstärkstes Quintil","Staedtischer Raum","23.76","0","1045","-4.87","52.39"
"2000","1 Einkommensschwächstes Quintil","Laendlicher Raum","216.69","0","3506","176.14","257.24"
"2000","1 Einkommensschwächstes Quintil","Staedtischer Raum","313.39","0","5183","273.41","353.37"
"2000","2","Laendlicher Raum","128.79","0","3437","84.68","172.9"
"2000","2","Staedtischer Raum","230.85","0","5277","192.53","269.17"
"2000","3","Laendlicher Raum","222.21","0","2264","173.67","270.75"
"2000","3","Staedtischer Raum","136.15","0","4474","99.28","173.02"
"2000","4","Laendlicher Raum","88.03","0","1325","48.78","127.28"
"2000","4","Staedtischer Raum","122.54","0","3427","77.6","167.48"
"2000","5 Einkommensstärkstes Quintil","Laendlicher Raum","36.23","0","617","0.13","72.33"
"2000","5 Einkommensstärkstes Quintil","Staedtischer Raum","121.98","0","2297","63.69","180.27"
"2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","221.84","0","2945","183.3","260.38"
"2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","369.92","0","4332","323.07","416.77"
"2001","2","Laendlicher Raum","94.87","0","2971","69.37","120.37"
"2001","2","Staedtischer Raum","192.65","0","4676","161.48","223.82"
"2001","3","Laendlicher Raum","126.53","0","2117","92.84","160.22"
"2001","3","Staedtischer Raum","167.2","0","4188","129.98","204.42"
"2001","4","Laendlicher Raum","95.38","0","1318","37.29","153.47"
"2001","4","Staedtischer Raum","120.82","0","3318","84.22","157.42"
"2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","36.98","0","625","-11.74","85.7"
"2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","93.44","0","2238","55.56","131.32"
"2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","227.2","0","2521","182.48","271.92"
"2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","363.73","0","3725","313.91","413.55"
"2002","2","Laendlicher Raum","128.67","0","2494","87.29","170.05"
"2002","2","Staedtischer Raum","195.73","0","4086","162.79","228.67"
"2002","3","Laendlicher Raum","94.43","0","2091","68.02","120.84"
"2002","3","Staedtischer Raum","202.78","0","3874","161.28","244.28"
"2002","4","Laendlicher Raum","103.85","0","1848","68.72","138.98"
"2002","4","Staedtischer Raum","132.12","0","4011","96.78","167.46"
"2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","78.46","0","1169","31.3","125.62"
"2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","86.06","0","4297","58.38","113.74"
"2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","265.42","0","2342","217.73","313.11"
"2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","319.87","0","3438","269.11","370.63"
"2003","2","Laendlicher Raum","105.46","0","2314","81.49","129.43"
"2003","2","Staedtischer Raum","233.32","0","3812","195.07","271.57"
"2003","3","Laendlicher Raum","102.52","0","2167","65.47","139.57"
"2003","3","Staedtischer Raum","183.58","0","3965","143.5","223.66"
"2003","4","Laendlicher Raum","124.16","0","1768","83.48","164.84"
"2003","4","Staedtischer Raum","149.37","0","4070","103.07","195.67"
"2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","55.52","0","1049","25.62","85.42"
"2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","145.16","0","3867","94.93","195.39"
"2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","244.35","0","2240","189.47","299.23"
"2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","494.07","0","3325","433.4","554.74"
"2004","2","Laendlicher Raum","99.14","0","2208","64.58","133.7"
"2004","2","Staedtischer Raum","168.35","0","3715","130.68","206.02"
"2004","3","Laendlicher Raum","98.85","0","2111","73.9","123.8"
"2004","3","Staedtischer Raum","206.13","0","3776","163.03","249.23"
"2004","4","Laendlicher Raum","60.37","0","1722","25.12","95.62"
"2004","4","Staedtischer Raum","74.97","0","3965","46.38","103.56"
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","71.02","0","1085","24.3","117.74"
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","135.55","0","3784","97.62","173.48"
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","262.69","0","2197","207.62","317.76"
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","395.64","0","3190","342.65","448.63"
"2005","2","Laendlicher Raum","142.99","0","2069","102.45","183.53"
"2005","2","Staedtischer Raum","412.95","0","3425","356.11","469.79"
"2005","3","Laendlicher Raum","64.28","0","1941","40.97","87.59"
"2005","3","Staedtischer Raum","229.09","0","3598","189.17","269.01"
"2005","4","Laendlicher Raum","57.18","0","1671","25.57","88.79"
"2005","4","Staedtischer Raum","142.05","0","3784","112.06","172.04"
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","46.65","0","1076","-5.23","98.53"
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","133.37","0","3755","89.27","177.47"
"2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","229.34","0","2428","187.48","271.2"
"2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","441.41","0","3290","385.5","497.32"
"2006","2","Laendlicher Raum","131.09","0","2285","101.6","160.58"
"2006","2","Staedtischer Raum","354.03","0","3644","304.43","403.63"
"2006","3","Laendlicher Raum","78.81","0","2183","44.71","112.91"
"2006","3","Staedtischer Raum","155.33","0","3731","115.2","195.46"
"2006","4","Laendlicher Raum","71.28","0","1828","26.4","116.16"
"2006","4","Staedtischer Raum","92.29","0","4230","34.58","150"
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","38.94","0","1129","-13.88","91.76"
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","213.6","0","3920","160.88","266.32"
