"year","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","274.69","0","7105","246.91","302.47"
"1995","2","129.53","0","4950","104.29","154.77"
"1995","3","134.08","0","3017","96.64","171.52"
"1995","4","130.76","0","1795","69.44","192.08"
"1995","5 Einkommensstärkstes Quintil","112.2","0","845","58.79","165.61"
"1996","1 Einkommensschwächstes Quintil","278.94","0","6374","241.47","316.41"
"1996","2","123.07","0","4936","101.66","144.48"
"1996","3","134.72","0","3156","96.8","172.64"
"1996","4","80.68","0","1901","54.67","106.69"
"1996","5 Einkommensstärkstes Quintil","112.31","0","972","24.98","199.64"
"1997","1 Einkommensschwächstes Quintil","309.77","0","5987","279.35","340.19"
"1997","2","142.2","0","4827","117.43","166.97"
"1997","3","126.57","0","3291","92.98","160.16"
"1997","4","87.27","0","1935","51.32","123.22"
"1997","5 Einkommensstärkstes Quintil","125.65","0","967","61.51","189.79"
"1998","1 Einkommensschwächstes Quintil","211.61","0","6439","185.14","238.08"
"1998","2","128.59","0","5174","100.87","156.31"
"1998","3","133.81","0","3597","101.69","165.93"
"1998","4","119.72","0","2383","82.03","157.41"
"1998","5 Einkommensstärkstes Quintil","57.84","0","1163","10","105.68"
"1999","1 Einkommensschwächstes Quintil","313.1","0","5258","276.74","349.46"
"1999","2","209.73","0","5303","174.88","244.58"
"1999","3","128.09","0","3663","99.32","156.86"
"1999","4","91.02","0","2438","59.27","122.77"
"1999","5 Einkommensstärkstes Quintil","28.83","0","1326","2.56","55.1"
"2000","1 Einkommensschwächstes Quintil","276.01","0","8689","247.09","304.93"
"2000","2","193.47","0","8714","164.46","222.48"
"2000","3","162.72","0","6738","133.31","192.13"
"2000","4","114.19","0","4752","79.98","148.4"
"2000","5 Einkommensstärkstes Quintil","105.13","0","2914","58.55","151.71"
"2001","1 Einkommensschwächstes Quintil","313.95","0","7277","281.95","345.95"
"2001","2","156.89","0","7647","135.4","178.38"
"2001","3","154.44","0","6305","127.25","181.63"
"2001","4","114.34","0","4636","83.38","145.3"
"2001","5 Einkommensstärkstes Quintil","82.27","0","2863","50.82","113.72"
"2002","1 Einkommensschwächstes Quintil","311.54","0","6246","276.75","346.33"
"2002","2","171.83","0","6580","146.06","197.6"
"2002","3","168.87","0","5965","140.35","197.39"
"2002","4","123.97","0","5859","97.36","150.58"
"2002","5 Einkommensstärkstes Quintil","84.63","0","5466","60.65","108.61"
"2003","1 Einkommensschwächstes Quintil","299.08","0","5780","263.17","334.99"
"2003","2","189.78","0","6126","164.29","215.27"
"2003","3","156.76","0","6132","127.72","185.8"
"2003","4","142.31","0","5838","107.74","176.88"
"2003","5 Einkommensstärkstes Quintil","127.19","0","4916","87.15","167.23"
"2004","1 Einkommensschwächstes Quintil","399.78","0","5565","357.25","442.31"
"2004","2","144.21","0","5923","117.27","171.15"
"2004","3","171.65","0","5887","142.56","200.74"
"2004","4","70.87","0","5687","48.26","93.48"
"2004","5 Einkommensstärkstes Quintil","122.09","0","4869","90.83","153.35"
"2005","1 Einkommensschwächstes Quintil","345.36","0","5387","306.73","383.99"
"2005","2","314.92","0","5494","276.25","353.59"
"2005","3","176.41","0","5539","149.17","203.65"
"2005","4","118.13","0","5455","95.18","141.08"
"2005","5 Einkommensstärkstes Quintil","115.08","0","4831","78.91","151.25"
"2006","1 Einkommensschwächstes Quintil","359.58","0","5718","322.72","396.44"
"2006","2","275.52","0","5929","242.91","308.13"
"2006","3","129.44","0","5914","101.14","157.74"
"2006","4","86.54","0","6058","44.03","129.05"
"2006","5 Einkommensstärkstes Quintil","174.67","0","5049","132.07","217.27"
"2007","1 Einkommensschwächstes Quintil","511.47","0","4896","455.98","566.96"
"2007","2","200.1","0","5413","166.92","233.28"
"2007","3","172.63","0","5605","141.68","203.58"
"2007","4","121.15","0","5736","92.39","149.91"
"2007","5 Einkommensstärkstes Quintil","124.82","0","4965","61.96","187.68"
"2008","1 Einkommensschwächstes Quintil","420.45","0","4284","365.04","475.86"
"2008","2","245.78","0","4676","207.21","284.35"
"2008","3","169.64","0","5399","139.26","200.02"
"2008","4","157.06","0","5548","118.39","195.73"
"2008","5 Einkommensstärkstes Quintil","154.39","0","4970","100.28","208.5"
"2009","1 Einkommensschwächstes Quintil","266.57","0","3778","224.8","308.34"
"2009","2","249.11","0","4308","205.23","292.99"
"2009","3","245.01","0","4874","194.14","295.88"
"2009","4","168.79","0","5353","131.37","206.21"
"2009","5 Einkommensstärkstes Quintil","72.02","0","4908","45.44","98.6"
"2010","1 Einkommensschwächstes Quintil","492.04","0","8133","447.37","536.71"
"2010","2","398.96","0","8359","353.3","444.62"
"2010","3","314.66","0","7221","239.22","390.1"
"2010","4","242.51","0","7305","180.12","304.9"
"2010","5 Einkommensstärkstes Quintil","213.86","0","6450","162.53","265.19"
"2011","1 Einkommensschwächstes Quintil","469.69","0","8577","418.48","520.9"
"2011","2","384.94","0","9269","342.03","427.85"
"2011","3","274.01","0","8745","215.92","332.1"
"2011","4","237.44","0","9296","191.04","283.84"
"2011","5 Einkommensstärkstes Quintil","158.69","0","8114","108.73","208.65"
"2012","1 Einkommensschwächstes Quintil","467.39","0","7137","419.32","515.46"
"2012","2","360.58","0","8571","315.62","405.54"
"2012","3","251.57","0","8842","209.67","293.47"
"2012","4","229.64","0","9321","184.45","274.83"
"2012","5 Einkommensstärkstes Quintil","171.41","0","8534","121.07","221.75"
"2013","1 Einkommensschwächstes Quintil","456.52","0","8781","415.89","497.15"
"2013","2","396.44","0","9619","353.82","439.06"
"2013","3","270.22","0","9346","228.02","312.42"
"2013","4","266.02","0","10558","198.06","333.98"
"2013","5 Einkommensstärkstes Quintil","179.77","0","9360","135.8","223.74"
"2014","1 Einkommensschwächstes Quintil","591.76","0","6541","544.08","639.44"
"2014","2","308.58","0","7845","269.84","347.32"
"2014","3","282.65","0","8242","239.38","325.92"
"2014","4","175.38","0","9637","141.32","209.44"
"2014","5 Einkommensstärkstes Quintil","145.57","0","9242","103.43","187.71"
"2015","1 Einkommensschwächstes Quintil","541.03","0","6567","492.18","589.88"
"2015","2","431.76","0","7217","385.79","477.73"
"2015","3","296.15","0","7978","254.76","337.54"
"2015","4","261.55","0","9548","217.27","305.83"
"2015","5 Einkommensstärkstes Quintil","184.68","0","9740","148.11","221.25"
"2016","1 Einkommensschwächstes Quintil","457.83","0","4997","407.04","508.62"
"2016","2","420.42","0","6183","370.68","470.16"
"2016","3","418.84","0","6807","363.09","474.59"
"2016","4","229.29","0","9264","194.09","264.49"
"2016","5 Einkommensstärkstes Quintil","161.45","0","9539","113.08","209.82"
"2017","1 Einkommensschwächstes Quintil","552.37","0","9046","488.34","616.4"
"2017","2","488.11","0","6248","426.17","550.05"
"2017","3","331.37","0","7335","289.38","373.36"
"2017","4","295.72","0","10177","246.69","344.75"
"2017","5 Einkommensstärkstes Quintil","218.45","0","11841","185.64","251.26"
"2018","1 Einkommensschwächstes Quintil","647.17","0","10842","591.1","703.24"
"2018","2","588.11","0","6163","505.25","670.97"
"2018","3","466.5","0","7033","414.05","518.95"
"2018","4","323.09","0","10366","284.97","361.21"
"2018","5 Einkommensstärkstes Quintil","176.55","0","12082","141.62","211.48"
"2019","1 Einkommensschwächstes Quintil","463.11","0","9153","426.86","499.36"
"2019","2","660.01","0","5772","599.99","720.03"
"2019","3","474.93","0","6222","415.04","534.82"
"2019","4","311.29","0","10222","275.8","346.78"
"2019","5 Einkommensstärkstes Quintil","252.3","0","16141","214.6","290"
"2020","1 Einkommensschwächstes Quintil","529.82","0","7647","492.12","567.52"
"2020","2","604.32","0","6436","559.06","649.58"
"2020","3","414.05","0","6245","361.83","466.27"
"2020","4","402.73","0","10456","360.5","444.96"
"2020","5 Einkommensstärkstes Quintil","211.45","0","15766","184.44","238.46"
