year,age_gr,quintil_oecd,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,Yes,0.26681,187,708,0.23420,0.29941
2009,17-29 y.,1st Quintile,No,0.73319,521,708,0.70059,0.76580
2009,17-29 y.,2nd Quintile,Yes,0.28159,129,487,0.24160,0.32158
2009,17-29 y.,2nd Quintile,No,0.71841,358,487,0.67842,0.75840
2009,17-29 y.,3rd Quintile,Yes,0.26884,139,557,0.23199,0.30570
2009,17-29 y.,3rd Quintile,No,0.73116,418,557,0.69430,0.76801
2009,17-29 y.,4th Quintile,Yes,0.23850,145,587,0.20400,0.27301
2009,17-29 y.,4th Quintile,No,0.76150,442,587,0.72699,0.79600
2009,17-29 y.,5th Quintile,Yes,0.32683,175,505,0.28588,0.36778
2009,17-29 y.,5th Quintile,No,0.67317,330,505,0.63222,0.71412
2009,30-45 y.,1st Quintile,Yes,0.23999,121,663,0.20746,0.27252
2009,30-45 y.,1st Quintile,No,0.76001,542,663,0.72748,0.79254
2009,30-45 y.,2nd Quintile,Yes,0.16580,130,846,0.14072,0.19087
2009,30-45 y.,2nd Quintile,No,0.83420,716,846,0.80913,0.85928
2009,30-45 y.,3rd Quintile,Yes,0.17157,118,939,0.14744,0.19570
2009,30-45 y.,3rd Quintile,No,0.82843,821,939,0.80430,0.85256
2009,30-45 y.,4th Quintile,Yes,0.16468,161,1051,0.14225,0.18711
2009,30-45 y.,4th Quintile,No,0.83532,890,1051,0.81289,0.85775
2009,30-45 y.,5th Quintile,Yes,0.19162,206,1164,0.16900,0.21424
2009,30-45 y.,5th Quintile,No,0.80838,958,1164,0.78576,0.83100
2009,46-65 y.,1st Quintile,Yes,0.13632,82,775,0.11214,0.16049
2009,46-65 y.,1st Quintile,No,0.86368,693,775,0.83951,0.88786
2009,46-65 y.,2nd Quintile,Yes,0.11005,68,774,0.08799,0.13211
2009,46-65 y.,2nd Quintile,No,0.88995,706,774,0.86789,0.91201
2009,46-65 y.,3rd Quintile,Yes,0.09506,89,1071,0.07748,0.11263
2009,46-65 y.,3rd Quintile,No,0.90494,982,1071,0.88737,0.92252
2009,46-65 y.,4th Quintile,Yes,0.10727,118,1402,0.09107,0.12348
2009,46-65 y.,4th Quintile,No,0.89273,1284,1402,0.87652,0.90893
2009,46-65 y.,5th Quintile,Yes,0.13184,264,2286,0.11797,0.14571
2009,46-65 y.,5th Quintile,No,0.86816,2022,2286,0.85429,0.88203
2009,66 and older,1st Quintile,No,0.95136,681,681,0.93519,0.96753
2009,66 and older,2nd Quintile,No,0.97932,1025,1025,0.97060,0.98804
2009,66 and older,3rd Quintile,No,0.98776,820,820,0.98023,0.99529
2009,66 and older,4th Quintile,No,0.98113,708,708,0.97110,0.99116
2009,66 and older,5th Quintile,Yes,0.03063,35,841,0.01898,0.04229
2009,66 and older,5th Quintile,No,0.96937,806,841,0.95771,0.98102
2014,17-29 y.,1st Quintile,Yes,0.28740,363,1450,0.26410,0.31070
2014,17-29 y.,1st Quintile,No,0.71260,1087,1450,0.68930,0.73590
2014,17-29 y.,2nd Quintile,Yes,0.23483,200,870,0.20664,0.26301
2014,17-29 y.,2nd Quintile,No,0.76517,670,870,0.73699,0.79336
2014,17-29 y.,3rd Quintile,Yes,0.24143,187,757,0.21092,0.27193
2014,17-29 y.,3rd Quintile,No,0.75857,570,757,0.72807,0.78908
2014,17-29 y.,4th Quintile,Yes,0.26480,192,723,0.23261,0.29698
2014,17-29 y.,4th Quintile,No,0.73520,531,723,0.70302,0.76739
2014,17-29 y.,5th Quintile,Yes,0.27367,162,480,0.23374,0.31360
2014,17-29 y.,5th Quintile,No,0.72633,318,480,0.68640,0.76626
2014,30-45 y.,1st Quintile,Yes,0.17371,270,1895,0.15664,0.19077
2014,30-45 y.,1st Quintile,No,0.82629,1625,1895,0.80923,0.84336
2014,30-45 y.,2nd Quintile,Yes,0.11438,229,1893,0.10004,0.12873
2014,30-45 y.,2nd Quintile,No,0.88562,1664,1893,0.87127,0.89996
2014,30-45 y.,3rd Quintile,Yes,0.14826,234,1704,0.13138,0.16514
2014,30-45 y.,3rd Quintile,No,0.85174,1470,1704,0.83486,0.86862
2014,30-45 y.,4th Quintile,Yes,0.14456,197,1558,0.12709,0.16203
2014,30-45 y.,4th Quintile,No,0.85544,1361,1558,0.83797,0.87291
2014,30-45 y.,5th Quintile,Yes,0.18921,243,1433,0.16893,0.20950
2014,30-45 y.,5th Quintile,No,0.81079,1190,1433,0.79050,0.83107
2014,46-65 y.,1st Quintile,Yes,0.13010,171,1637,0.11380,0.14640
2014,46-65 y.,1st Quintile,No,0.86990,1466,1637,0.85360,0.88620
2014,46-65 y.,2nd Quintile,Yes,0.08454,139,1497,0.07044,0.09863
2014,46-65 y.,2nd Quintile,No,0.91546,1358,1497,0.90137,0.92956
2014,46-65 y.,3rd Quintile,Yes,0.10512,151,1607,0.09012,0.12013
2014,46-65 y.,3rd Quintile,No,0.89488,1456,1607,0.87987,0.90988
2014,46-65 y.,4th Quintile,Yes,0.09542,187,1979,0.08247,0.10836
2014,46-65 y.,4th Quintile,No,0.90458,1792,1979,0.89164,0.91753
2014,46-65 y.,5th Quintile,Yes,0.11034,248,2553,0.09818,0.12250
2014,46-65 y.,5th Quintile,No,0.88966,2305,2553,0.87750,0.90182
