year,age_gr,migback,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,Yes,0.27470,619,2287,0.25640,0.29300
2009,17-29 y.,No migration background,No,0.72530,1668,2287,0.70700,0.74360
2009,17-29 y.,Direct migration background,Yes,0.22818,45,172,0.16528,0.29108
2009,17-29 y.,Direct migration background,No,0.77182,127,172,0.70892,0.83472
2009,17-29 y.,Indirect migration background,Yes,0.28723,112,387,0.24209,0.33237
2009,17-29 y.,Indirect migration background,No,0.71277,275,387,0.66763,0.75791
2009,30-45 y.,No migration background,Yes,0.16365,560,3868,0.15199,0.17531
2009,30-45 y.,No migration background,No,0.83635,3308,3868,0.82469,0.84801
2009,30-45 y.,Direct migration background,Yes,0.24322,112,529,0.20663,0.27982
2009,30-45 y.,Direct migration background,No,0.75678,417,529,0.72018,0.79337
2009,30-45 y.,Indirect migration background,Yes,0.29608,64,268,0.24132,0.35084
2009,30-45 y.,Indirect migration background,No,0.70392,204,268,0.64916,0.75868
2009,46-65 y.,No migration background,Yes,0.09802,486,5647,0.09027,0.10578
2009,46-65 y.,No migration background,No,0.90198,5161,5647,0.89422,0.90973
2009,46-65 y.,Direct migration background,Yes,0.22399,128,616,0.19104,0.25694
2009,46-65 y.,Direct migration background,No,0.77601,488,616,0.74306,0.80896
2009,46-65 y.,Indirect migration background,No,0.79435,39,39,0.66584,0.92286
2009,66 and older,No migration background,Yes,0.01397,64,3813,0.01024,0.01770
2009,66 and older,No migration background,No,0.98603,3749,3813,0.98230,0.98976
2009,66 and older,Direct migration background,Yes,0.13903,50,336,0.10198,0.17607
2009,66 and older,Direct migration background,No,0.86097,286,336,0.82393,0.89802
2014,17-29 y.,No migration background,Yes,0.25103,679,2651,0.23452,0.26754
2014,17-29 y.,No migration background,No,0.74897,1972,2651,0.73246,0.76548
2014,17-29 y.,Direct migration background,Yes,0.26903,199,791,0.23810,0.29995
2014,17-29 y.,Direct migration background,No,0.73097,592,791,0.70005,0.76190
2014,17-29 y.,Indirect migration background,Yes,0.30186,226,840,0.27080,0.33293
2014,17-29 y.,Indirect migration background,No,0.69814,614,840,0.66707,0.72920
2014,30-45 y.,No migration background,Yes,0.13951,669,5407,0.13027,0.14874
2014,30-45 y.,No migration background,No,0.86049,4738,5407,0.85126,0.86973
2014,30-45 y.,Direct migration background,Yes,0.17762,363,2395,0.16231,0.19293
2014,30-45 y.,Direct migration background,No,0.82238,2032,2395,0.80707,0.83769
2014,30-45 y.,Indirect migration background,Yes,0.24371,141,681,0.21144,0.27598
2014,30-45 y.,Indirect migration background,No,0.75629,540,681,0.72402,0.78856
2014,46-65 y.,No migration background,Yes,0.09161,667,7496,0.08508,0.09814
2014,46-65 y.,No migration background,No,0.90839,6829,7496,0.90186,0.91492
2014,46-65 y.,Direct migration background,Yes,0.18021,203,1613,0.16145,0.19898
2014,46-65 y.,Direct migration background,No,0.81979,1410,1613,0.80102,0.83855
2014,46-65 y.,Indirect migration background,No,0.82147,142,142,0.75826,0.88468
2014,66 and older,No migration background,Yes,0.02321,109,4470,0.01880,0.02762
2014,66 and older,No migration background,No,0.97679,4361,4470,0.97238,0.98120
2014,66 and older,Direct migration background,Yes,0.13588,47,449,0.10415,0.16761
2014,66 and older,Direct migration background,No,0.86412,402,449,0.83239,0.89585
2019,17-29 y.,No migration background,Yes,0.27881,776,2677,0.26182,0.29580
2019,17-29 y.,No migration background,No,0.72119,1901,2677,0.70420,0.73818
2019,17-29 y.,Direct migration background,Yes,0.32178,111,418,0.27694,0.36662
2019,17-29 y.,Direct migration background,No,0.67822,307,418,0.63338,0.72306
2019,17-29 y.,Indirect migration background,Yes,0.26434,226,720,0.23211,0.29657
2019,17-29 y.,Indirect migration background,No,0.73566,494,720,0.70343,0.76789
2019,30-45 y.,No migration background,Yes,0.15829,603,4128,0.14716,0.16943
2019,30-45 y.,No migration background,No,0.84171,3525,4128,0.83057,0.85284
2019,30-45 y.,Direct migration background,Yes,0.20962,323,1608,0.18972,0.22952
2019,30-45 y.,Direct migration background,No,0.79038,1285,1608,0.77048,0.81028
2019,30-45 y.,Indirect migration background,Yes,0.16882,97,538,0.13714,0.20051
2019,30-45 y.,Indirect migration background,No,0.83118,441,538,0.79949,0.86286
2019,46-65 y.,No migration background,Yes,0.08458,850,8576,0.07869,0.09047
2019,46-65 y.,No migration background,No,0.91542,7726,8576,0.90953,0.92131
2019,46-65 y.,Direct migration background,Yes,0.16530,233,1530,0.14668,0.18392
2019,46-65 y.,Direct migration background,No,0.83470,1297,1530,0.81608,0.85332
2019,46-65 y.,Indirect migration background,Yes,0.19958,56,276,0.15234,0.24682
2019,46-65 y.,Indirect migration background,No,0.80042,220,276,0.75318,0.84766
2019,66 and older,No migration background,Yes,0.02836,154,4691,0.02361,0.03311
2019,66 and older,No migration background,No,0.97164,4537,4691,0.96689,0.97639
2019,66 and older,Direct migration background,Yes,0.10525,38,446,0.07674,0.13376
2019,66 and older,Direct migration background,No,0.89475,408,446,0.86624,0.92326
