year,quintil_oecd,sex,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,male,Yes,0.19108,198,1198,0.16881,0.21336
2009,1st Quintile,male,No,0.80892,1000,1198,0.78664,0.83119
2009,1st Quintile,female,Yes,0.15415,222,1659,0.13677,0.17153
2009,1st Quintile,female,No,0.84585,1437,1659,0.82847,0.86323
2009,2nd Quintile,male,Yes,0.15022,177,1409,0.13155,0.16888
2009,2nd Quintile,male,No,0.84978,1232,1409,0.83112,0.86845
2009,2nd Quintile,female,Yes,0.10375,172,1745,0.08944,0.11806
2009,2nd Quintile,female,No,0.89625,1573,1745,0.88194,0.91056
2009,3rd Quintile,male,Yes,0.14150,200,1656,0.12471,0.15830
2009,3rd Quintile,male,No,0.85850,1456,1656,0.84170,0.87529
2009,3rd Quintile,female,Yes,0.10989,158,1743,0.09520,0.12458
2009,3rd Quintile,female,No,0.89011,1585,1743,0.87542,0.90480
2009,4th Quintile,male,Yes,0.14707,243,1864,0.13099,0.16316
2009,4th Quintile,male,No,0.85293,1621,1864,0.83684,0.86901
2009,4th Quintile,female,Yes,0.10599,197,1900,0.09214,0.11983
2009,4th Quintile,female,No,0.89401,1703,1900,0.88017,0.90786
2009,5th Quintile,male,Yes,0.16345,384,2455,0.14882,0.17808
2009,5th Quintile,male,No,0.83655,2071,2455,0.82192,0.85118
2009,5th Quintile,female,Yes,0.13972,296,2341,0.12568,0.15377
2009,5th Quintile,female,No,0.86028,2045,2341,0.84623,0.87432
2014,1st Quintile,male,Yes,0.17421,365,2378,0.15896,0.18946
2014,1st Quintile,male,No,0.82579,2013,2378,0.81054,0.84104
2014,1st Quintile,female,Yes,0.14247,467,3414,0.13074,0.15419
2014,1st Quintile,female,No,0.85753,2947,3414,0.84581,0.86926
2014,2nd Quintile,male,Yes,0.10789,294,2449,0.09560,0.12018
2014,2nd Quintile,male,No,0.89211,2155,2449,0.87982,0.90440
2014,2nd Quintile,female,Yes,0.08275,298,3043,0.07296,0.09255
2014,2nd Quintile,female,No,0.91725,2745,3043,0.90745,0.92704
2014,3rd Quintile,male,Yes,0.12293,298,2377,0.10972,0.13613
2014,3rd Quintile,male,No,0.87707,2079,2377,0.86387,0.89028
2014,3rd Quintile,female,Yes,0.10740,303,2770,0.09587,0.11894
2014,3rd Quintile,female,No,0.89260,2467,2770,0.88106,0.90413
2014,4th Quintile,male,Yes,0.13409,302,2467,0.12064,0.14754
2014,4th Quintile,male,No,0.86591,2165,2467,0.85246,0.87936
2014,4th Quintile,female,Yes,0.10611,305,2680,0.09445,0.11777
2014,4th Quintile,female,No,0.89389,2375,2680,0.88223,0.90555
2014,5th Quintile,male,Yes,0.14930,377,2704,0.13587,0.16274
2014,5th Quintile,male,No,0.85070,2327,2704,0.83726,0.86413
2014,5th Quintile,female,Yes,0.12504,320,2677,0.11251,0.13757
2014,5th Quintile,female,No,0.87496,2357,2677,0.86243,0.88749
2019,1st Quintile,male,Yes,0.17680,328,1866,0.15949,0.19411
2019,1st Quintile,male,No,0.82320,1538,1866,0.80589,0.84051
2019,1st Quintile,female,Yes,0.12447,354,2557,0.11167,0.13727
2019,1st Quintile,female,No,0.87553,2203,2557,0.86273,0.88833
2019,2nd Quintile,male,Yes,0.13139,260,2109,0.11697,0.14581
2019,2nd Quintile,male,No,0.86861,1849,2109,0.85419,0.88303
2019,2nd Quintile,female,Yes,0.11751,307,2648,0.10525,0.12978
2019,2nd Quintile,female,No,0.88249,2341,2648,0.87022,0.89475
2019,3rd Quintile,male,Yes,0.12772,249,2011,0.11312,0.14231
2019,3rd Quintile,male,No,0.87228,1762,2011,0.85769,0.88688
2019,3rd Quintile,female,Yes,0.11851,279,2401,0.10558,0.13144
2019,3rd Quintile,female,No,0.88149,2122,2401,0.86856,0.89442
2019,4th Quintile,male,Yes,0.11673,253,2013,0.10270,0.13076
2019,4th Quintile,male,No,0.88327,1760,2013,0.86924,0.89730
2019,4th Quintile,female,Yes,0.09791,260,2243,0.08560,0.11021
2019,4th Quintile,female,No,0.90209,1983,2243,0.88979,0.91440
2019,5th Quintile,male,Yes,0.13855,338,2415,0.12477,0.15233
2019,5th Quintile,male,No,0.86145,2077,2415,0.84767,0.87523
2019,5th Quintile,female,Yes,0.11990,289,2394,0.10689,0.13292
2019,5th Quintile,female,No,0.88010,2105,2394,0.86708,0.89311
