year,pgisced97,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,Yes,0.24628,78,325,0.19937,0.29320
2009,No answer / don't know,No,0.75372,247,325,0.70680,0.80063
2009,Pre-primary Level,Yes,0.27121,102,311,0.22172,0.32070
2009,Pre-primary Level,No,0.72879,209,311,0.67930,0.77828
2009,Primary Level,Yes,0.19339,36,164,0.13276,0.25402
2009,Primary Level,No,0.80661,128,164,0.74598,0.86724
2009,Lower Secondary Level,Yes,0.13009,222,1780,0.11446,0.14572
2009,Lower Secondary Level,No,0.86991,1558,1780,0.85428,0.88554
2009,Upper Secondary Level,Yes,0.12335,958,9041,0.11657,0.13013
2009,Upper Secondary Level,No,0.87665,8083,9041,0.86987,0.88343
2009,Post-secondary Non-tertiary Level,Yes,0.16281,145,994,0.13985,0.18578
2009,Post-secondary Non-tertiary Level,No,0.83719,849,994,0.81422,0.86015
2009,First Stage of Tertiary Education,Yes,0.10614,120,1327,0.08956,0.12272
2009,First Stage of Tertiary Education,No,0.89386,1207,1327,0.87728,0.91044
2009,Second Stage of Tertiary Education,Yes,0.17224,587,4033,0.16059,0.18390
2009,Second Stage of Tertiary Education,No,0.82776,3446,4033,0.81610,0.83941
2014,No answer / don't know,Yes,0.20494,137,609,0.17285,0.23702
2014,No answer / don't know,No,0.79506,472,609,0.76298,0.82715
2014,Pre-primary Level,Yes,0.42308,171,449,0.37733,0.46883
2014,Pre-primary Level,No,0.57692,278,449,0.53117,0.62267
2014,Primary Level,Yes,0.15065,73,498,0.11920,0.18210
2014,Primary Level,No,0.84935,425,498,0.81790,0.88080
2014,Lower Secondary Level,Yes,0.12109,368,3093,0.10959,0.13259
2014,Lower Secondary Level,No,0.87891,2725,3093,0.86741,0.89041
2014,Upper Secondary Level,Yes,0.10507,1334,12488,0.09969,0.11045
2014,Upper Secondary Level,No,0.89493,11154,12488,0.88955,0.90031
2014,Post-secondary Non-tertiary Level,Yes,0.13947,251,2038,0.12443,0.15452
2014,Post-secondary Non-tertiary Level,No,0.86053,1787,2038,0.84548,0.87557
2014,First Stage of Tertiary Education,Yes,0.08816,129,1586,0.07421,0.10212
2014,First Stage of Tertiary Education,No,0.91184,1457,1586,0.89788,0.92579
2014,Second Stage of Tertiary Education,Yes,0.15255,867,6205,0.14360,0.16149
2014,Second Stage of Tertiary Education,No,0.84745,5338,6205,0.83851,0.85640
2019,No answer / don't know,Yes,0.19937,120,565,0.16640,0.23234
2019,No answer / don't know,No,0.80063,445,565,0.76766,0.83360
2019,Pre-primary Level,Yes,0.40784,130,329,0.35465,0.46102
2019,Pre-primary Level,No,0.59216,199,329,0.53898,0.64535
2019,Primary Level,Yes,0.17002,66,389,0.13265,0.20740
2019,Primary Level,No,0.82998,323,389,0.79260,0.86735
2019,Lower Secondary Level,Yes,0.12060,334,2414,0.10761,0.13360
2019,Lower Secondary Level,No,0.87940,2080,2414,0.86640,0.89239
2019,Upper Secondary Level,Yes,0.10909,1304,11113,0.10329,0.11489
2019,Upper Secondary Level,No,0.89091,9809,11113,0.88511,0.89671
2019,Post-secondary Non-tertiary Level,Yes,0.16240,332,2170,0.14688,0.17792
2019,Post-secondary Non-tertiary Level,No,0.83760,1838,2170,0.82208,0.85312
2019,First Stage of Tertiary Education,Yes,0.07881,138,1655,0.06582,0.09179
2019,First Stage of Tertiary Education,No,0.92119,1517,1655,0.90821,0.93418
2019,Second Stage of Tertiary Education,Yes,0.15299,1049,7001,0.14456,0.16142
2019,Second Stage of Tertiary Education,No,0.84701,5952,7001,0.83858,0.85544
