year,migback,quintil_oecd,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,Yes,0.13313,255,2166,0.11882,0.14744
2009,No migration background,1st Quintile,No,0.86687,1911,2166,0.85256,0.88118
2009,No migration background,2nd Quintile,Yes,0.10231,240,2628,0.09072,0.11390
2009,No migration background,2nd Quintile,No,0.89769,2388,2628,0.88610,0.90928
2009,No migration background,3rd Quintile,Yes,0.10505,272,2994,0.09406,0.11603
2009,No migration background,3rd Quintile,No,0.89495,2722,2994,0.88397,0.90594
2009,No migration background,4th Quintile,Yes,0.11421,362,3371,0.10347,0.12495
2009,No migration background,4th Quintile,No,0.88579,3009,3371,0.87505,0.89653
2009,No migration background,5th Quintile,Yes,0.14403,599,4452,0.13372,0.15435
2009,No migration background,5th Quintile,No,0.85597,3853,4452,0.84565,0.86628
2009,Direct migration background,1st Quintile,Yes,0.25238,120,514,0.21479,0.28997
2009,Direct migration background,1st Quintile,No,0.74762,394,514,0.71003,0.78521
2009,Direct migration background,2nd Quintile,Yes,0.17569,67,378,0.13728,0.21411
2009,Direct migration background,2nd Quintile,No,0.82431,311,378,0.78589,0.86272
2009,Direct migration background,3rd Quintile,Yes,0.19868,52,282,0.15203,0.24534
2009,Direct migration background,3rd Quintile,No,0.80132,230,282,0.75466,0.84797
2009,Direct migration background,4th Quintile,Yes,0.22853,49,262,0.17759,0.27947
2009,Direct migration background,4th Quintile,No,0.77147,213,262,0.72053,0.82241
2009,Direct migration background,5th Quintile,Yes,0.20086,47,216,0.14730,0.25441
2009,Direct migration background,5th Quintile,No,0.79914,169,216,0.74559,0.85270
2009,Indirect migration background,1st Quintile,Yes,0.27886,45,177,0.21261,0.34511
2009,Indirect migration background,1st Quintile,No,0.72114,132,177,0.65489,0.78739
2009,Indirect migration background,2nd Quintile,Yes,0.27069,42,148,0.19886,0.34252
2009,Indirect migration background,2nd Quintile,No,0.72931,106,148,0.65748,0.80114
2009,Indirect migration background,3rd Quintile,Yes,0.35144,34,123,0.26672,0.43615
2009,Indirect migration background,3rd Quintile,No,0.64856,89,123,0.56385,0.73328
2009,Indirect migration background,4th Quintile,No,0.77327,102,102,0.69161,0.85493
2009,Indirect migration background,5th Quintile,Yes,0.30104,34,128,0.22126,0.38082
2009,Indirect migration background,5th Quintile,No,0.69896,94,128,0.61918,0.77874
2014,No migration background,1st Quintile,Yes,0.12010,420,3331,0.10906,0.13114
2014,No migration background,1st Quintile,No,0.87990,2911,3331,0.86886,0.89094
2014,No migration background,2nd Quintile,Yes,0.07769,338,3781,0.06915,0.08622
2014,No migration background,2nd Quintile,No,0.92231,3443,3781,0.91378,0.93085
2014,No migration background,3rd Quintile,Yes,0.09811,390,3978,0.08886,0.10735
2014,No migration background,3rd Quintile,No,0.90189,3588,3978,0.89265,0.91114
2014,No migration background,4th Quintile,Yes,0.10414,439,4278,0.09499,0.11329
2014,No migration background,4th Quintile,No,0.89586,3839,4278,0.88671,0.90501
2014,No migration background,5th Quintile,Yes,0.12501,536,4652,0.11550,0.13451
2014,No migration background,5th Quintile,No,0.87499,4116,4652,0.86549,0.88450
2014,Direct migration background,1st Quintile,Yes,0.21780,296,1937,0.19941,0.23619
2014,Direct migration background,1st Quintile,No,0.78220,1641,1937,0.76381,0.80059
2014,Direct migration background,2nd Quintile,Yes,0.11964,166,1326,0.10217,0.13712
2014,Direct migration background,2nd Quintile,No,0.88036,1160,1326,0.86288,0.89783
2014,Direct migration background,3rd Quintile,Yes,0.19747,149,886,0.17124,0.22370
2014,Direct migration background,3rd Quintile,No,0.80253,737,886,0.77630,0.82876
2014,Direct migration background,4th Quintile,Yes,0.20762,98,596,0.17503,0.24021
2014,Direct migration background,4th Quintile,No,0.79238,498,596,0.75979,0.82497
2014,Direct migration background,5th Quintile,Yes,0.19544,103,501,0.16069,0.23020
2014,Direct migration background,5th Quintile,No,0.80456,398,501,0.76980,0.83931
2014,Indirect migration background,1st Quintile,Yes,0.27963,116,524,0.24116,0.31810
2014,Indirect migration background,1st Quintile,No,0.72037,408,524,0.68190,0.75884
2014,Indirect migration background,2nd Quintile,Yes,0.24783,88,385,0.20465,0.29102
2014,Indirect migration background,2nd Quintile,No,0.75217,297,385,0.70898,0.79535
2014,Indirect migration background,3rd Quintile,Yes,0.19259,62,283,0.14657,0.23862
2014,Indirect migration background,3rd Quintile,No,0.80741,221,283,0.76138,0.85343
2014,Indirect migration background,4th Quintile,Yes,0.31510,70,273,0.25989,0.37031
2014,Indirect migration background,4th Quintile,No,0.68490,203,273,0.62969,0.74011
