year,migback,pgisced97,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,No answer / don't know,Yes,0.23393,53,238,0.18004,0.28783
2009,No migration background,No answer / don't know,No,0.76607,185,238,0.71217,0.81996
2009,No migration background,Pre-primary Level,Yes,0.29993,88,250,0.24302,0.35685
2009,No migration background,Pre-primary Level,No,0.70007,162,250,0.64315,0.75698
2009,No migration background,Primary Level,No,0.90380,57,57,0.82657,0.98103
2009,No migration background,Lower Secondary Level,Yes,0.08847,111,1276,0.07289,0.10406
2009,No migration background,Lower Secondary Level,No,0.91153,1165,1276,0.89594,0.92711
2009,No migration background,Upper Secondary Level,Yes,0.10484,764,8142,0.09819,0.11150
2009,No migration background,Upper Secondary Level,No,0.89516,7378,8142,0.88850,0.90181
2009,No migration background,Post-secondary Non-tertiary Level,Yes,0.15175,111,789,0.12670,0.17680
2009,No migration background,Post-secondary Non-tertiary Level,No,0.84825,678,789,0.82320,0.87330
2009,No migration background,First Stage of Tertiary Education,Yes,0.10752,105,1202,0.09000,0.12504
2009,No migration background,First Stage of Tertiary Education,No,0.89248,1097,1202,0.87496,0.91000
2009,No migration background,Second Stage of Tertiary Education,Yes,0.15510,490,3654,0.14336,0.16684
2009,No migration background,Second Stage of Tertiary Education,No,0.84490,3164,3654,0.83316,0.85664
2009,Direct migration background,Primary Level,No,0.72547,63,63,0.61438,0.83656
2009,Direct migration background,Lower Secondary Level,Yes,0.22090,75,360,0.17799,0.26382
2009,Direct migration background,Lower Secondary Level,No,0.77910,285,360,0.73618,0.82201
2009,Direct migration background,Upper Secondary Level,Yes,0.21838,121,613,0.18565,0.25111
2009,Direct migration background,Upper Secondary Level,No,0.78162,492,613,0.74889,0.81435
2009,Direct migration background,Post-secondary Non-tertiary Level,No,0.85715,145,145,0.80000,0.91431
2009,Direct migration background,First Stage of Tertiary Education,No,0.90355,85,85,0.84042,0.96668
2009,Direct migration background,Second Stage of Tertiary Education,Yes,0.24714,67,292,0.19758,0.29670
2009,Direct migration background,Second Stage of Tertiary Education,No,0.75286,225,292,0.70330,0.80242
2009,Indirect migration background,No answer / don't know,No,0.72937,47,47,0.60098,0.85776
2009,Indirect migration background,Pre-primary Level,No,0.81350,39,39,0.68966,0.93735
2009,Indirect migration background,Lower Secondary Level,Yes,0.23426,36,144,0.16484,0.30368
2009,Indirect migration background,Lower Secondary Level,No,0.76574,108,144,0.69632,0.83516
2009,Indirect migration background,Upper Secondary Level,Yes,0.30288,73,286,0.24953,0.35623
2009,Indirect migration background,Upper Secondary Level,No,0.69712,213,286,0.64377,0.75047
2009,Indirect migration background,Second Stage of Tertiary Education,No,0.62773,57,57,0.50111,0.75434
