year,sampreg,sex,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,male,Yes,0.16620,980,6398,0.15707,0.17532
2009,West,male,No,0.83380,5418,6398,0.82468,0.84293
2009,West,female,Yes,0.13310,886,7039,0.12517,0.14104
2009,West,female,No,0.86690,6153,7039,0.85896,0.87483
2009,East,male,Yes,0.12082,222,2186,0.10715,0.13449
2009,East,male,No,0.87918,1964,2186,0.86551,0.89285
2009,East,female,Yes,0.07944,160,2352,0.06851,0.09037
2009,East,female,No,0.92056,2192,2352,0.90963,0.93149
2014,West,male,Yes,0.14521,1420,9848,0.13825,0.15217
2014,West,male,No,0.85479,8428,9848,0.84783,0.86175
2014,West,female,Yes,0.12096,1466,11558,0.11502,0.12691
2014,West,female,No,0.87904,10092,11558,0.87309,0.88498
2014,East,male,Yes,0.10217,217,2529,0.09036,0.11397
2014,East,male,No,0.89783,2312,2529,0.88603,0.90964
2014,East,female,Yes,0.07388,227,3031,0.06456,0.08319
2014,East,female,No,0.92612,2804,3031,0.91681,0.93544
2019,West,male,Yes,0.15021,1503,9564,0.14305,0.15737
2019,West,male,No,0.84979,8061,9564,0.84263,0.85695
2019,West,female,Yes,0.12684,1424,10470,0.12047,0.13322
2019,West,female,No,0.87316,9046,10470,0.86678,0.87953
2019,East,male,Yes,0.09240,278,2631,0.08133,0.10347
2019,East,male,No,0.90760,2353,2631,0.89653,0.91867
2019,East,female,Yes,0.07231,244,2892,0.06287,0.08175
2019,East,female,No,0.92769,2648,2892,0.91825,0.93713
