year,bula_h,pgisced97,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Lower Secondary Level,No,0.73756,41,41,0.60122,0.87391
2009,Schleswig-Holstein,Upper Secondary Level,No,0.90540,253,253,0.86926,0.94153
2009,Schleswig-Holstein,First Stage of Tertiary Education,No,0.83446,39,39,0.71628,0.95263
2009,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.79359,71,71,0.69877,0.88840
2009,Hamburg,Upper Secondary Level,No,0.87168,100,100,0.80580,0.93756
2009,Hamburg,Second Stage of Tertiary Education,No,0.66562,63,63,0.54819,0.78305
2009,Lower Saxony,Lower Secondary Level,No,0.89692,161,161,0.84981,0.94404
2009,Lower Saxony,Upper Secondary Level,Yes,0.09735,82,863,0.07756,0.11714
2009,Lower Saxony,Upper Secondary Level,No,0.90265,781,863,0.88286,0.92244
2009,Lower Saxony,Post-secondary Non-tertiary Level,No,0.85769,86,86,0.78342,0.93196
2009,Lower Saxony,First Stage of Tertiary Education,No,0.96558,98,98,0.92929,1.00186
2009,Lower Saxony,Second Stage of Tertiary Education,Yes,0.14215,44,306,0.10296,0.18134
2009,Lower Saxony,Second Stage of Tertiary Education,No,0.85785,262,306,0.81866,0.89704
2009,Bremen,Upper Secondary Level,No,0.83659,51,51,0.73410,0.93908
2009,North Rhine-Westphalia,No answer / don't know,No,0.70856,50,50,0.58132,0.83580
2009,North Rhine-Westphalia,Pre-primary Level,No,0.82806,57,57,0.72923,0.92689
2009,North Rhine-Westphalia,Primary Level,No,0.81750,40,40,0.69627,0.93872
2009,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13920,60,410,0.10565,0.17275
2009,North Rhine-Westphalia,Lower Secondary Level,No,0.86080,350,410,0.82725,0.89435
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.11407,174,1748,0.09917,0.12898
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.88593,1574,1748,0.87102,0.90083
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.89488,246,246,0.85647,0.93328
2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.91737,231,231,0.88179,0.95295
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.13947,105,741,0.11451,0.16444
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.86053,636,741,0.83556,0.88549
2009,Hesse,Lower Secondary Level,No,0.92965,109,109,0.88142,0.97788
2009,Hesse,Upper Secondary Level,Yes,0.20236,94,570,0.16934,0.23537
2009,Hesse,Upper Secondary Level,No,0.79764,476,570,0.76463,0.83066
2009,Hesse,Post-secondary Non-tertiary Level,No,0.79205,67,67,0.69414,0.88997
2009,Hesse,First Stage of Tertiary Education,No,0.92904,64,64,0.86564,0.99244
2009,Hesse,Second Stage of Tertiary Education,Yes,0.19343,53,317,0.14988,0.23698
2009,Hesse,Second Stage of Tertiary Education,No,0.80657,264,317,0.76302,0.85012
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.84395,143,143,0.78426,0.90364
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.09129,52,516,0.06641,0.11616
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.90871,464,516,0.88384,0.93359
2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.84117,44,44,0.73192,0.95042
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.86704,70,70,0.78693,0.94716
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.74332,140,140,0.67070,0.81594
2009,Baden-Wuerttemberg,No answer / don't know,No,0.81846,34,34,0.68695,0.94998
2009,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.11752,36,273,0.07925,0.15579
2009,Baden-Wuerttemberg,Lower Secondary Level,No,0.88248,237,273,0.84421,0.92075
2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.15409,142,1004,0.13174,0.17643
2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.84591,862,1004,0.82357,0.86826
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.76264,91,91,0.67474,0.85054
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.85230,133,133,0.79177,0.91283
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.19270,77,443,0.15593,0.22947
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.80730,366,443,0.77053,0.84407
2009,Bavaria,No answer / don't know,No,0.70806,31,31,0.54537,0.87076
2009,Bavaria,Lower Secondary Level,Yes,0.18590,37,270,0.13941,0.23239
2009,Bavaria,Lower Secondary Level,No,0.81410,233,270,0.76761,0.86059
2009,Bavaria,Upper Secondary Level,Yes,0.14164,169,1361,0.12311,0.16018
2009,Bavaria,Upper Secondary Level,No,0.85836,1192,1361,0.83982,0.87689
2009,Bavaria,Post-secondary Non-tertiary Level,No,0.82309,110,110,0.75146,0.89473
2009,Bavaria,First Stage of Tertiary Education,No,0.84952,180,180,0.79715,0.90190
2009,Bavaria,Second Stage of Tertiary Education,Yes,0.24768,108,531,0.21093,0.28443
2009,Bavaria,Second Stage of Tertiary Education,No,0.75232,423,531,0.71557,0.78907
2009,Berlin,Lower Secondary Level,No,0.87545,34,34,0.76279,0.98811
2009,Berlin,Upper Secondary Level,Yes,0.18297,47,268,0.13659,0.22935
2009,Berlin,Upper Secondary Level,No,0.81703,221,268,0.77065,0.86341
2009,Berlin,Post-secondary Non-tertiary Level,No,0.67510,31,31,0.50751,0.84269
2009,Berlin,First Stage of Tertiary Education,No,0.82181,43,43,0.70608,0.93755
2009,Berlin,Second Stage of Tertiary Education,Yes,0.20711,49,246,0.15637,0.25786
2009,Berlin,Second Stage of Tertiary Education,No,0.79289,197,246,0.74214,0.84363
2009,Brandenburg,Lower Secondary Level,No,0.94982,48,48,0.88741,1.01224
2009,Brandenburg,Upper Secondary Level,No,0.92298,359,359,0.89536,0.95060
2009,Brandenburg,First Stage of Tertiary Education,No,0.83661,54,54,0.73708,0.93615
2009,Brandenburg,Second Stage of Tertiary Education,No,0.92728,222,222,0.89305,0.96152
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.90779,223,223,0.86973,0.94585
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.93129,123,123,0.88640,0.97618
2009,Saxony,Lower Secondary Level,No,0.94451,69,69,0.89009,0.99892
2009,Saxony,Upper Secondary Level,Yes,0.07364,54,748,0.05491,0.09237
2009,Saxony,Upper Secondary Level,No,0.92636,694,748,0.90763,0.94509
2009,Saxony,Post-secondary Non-tertiary Level,No,0.85261,44,44,0.74666,0.95857
2009,Saxony,First Stage of Tertiary Education,No,0.95656,114,114,0.91898,0.99415
2009,Saxony,Second Stage of Tertiary Education,Yes,0.09188,35,344,0.06131,0.12245
2009,Saxony,Second Stage of Tertiary Education,No,0.90812,309,344,0.87755,0.93869
2009,Saxony-Anhalt,Lower Secondary Level,No,0.92639,42,42,0.84646,1.00633
2009,Saxony-Anhalt,Upper Secondary Level,No,0.90816,369,369,0.87865,0.93767
2009,Saxony-Anhalt,First Stage of Tertiary Education,No,0.92682,67,67,0.86399,0.98965
2009,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.86554,182,182,0.81585,0.91524
2009,Thuringa,Lower Secondary Level,No,0.89210,49,49,0.80433,0.97987
2009,Thuringa,Upper Secondary Level,No,0.90705,464,464,0.88061,0.93350
2009,Thuringa,First Stage of Tertiary Education,No,0.90894,49,49,0.82755,0.99033
2009,Thuringa,Second Stage of Tertiary Education,No,0.92732,165,165,0.88759,0.96705
2014,Schleswig-Holstein,Lower Secondary Level,No,0.79325,94,94,0.71094,0.87556
2014,Schleswig-Holstein,Upper Secondary Level,Yes,0.11916,58,455,0.08935,0.14896
2014,Schleswig-Holstein,Upper Secondary Level,No,0.88084,397,455,0.85104,0.91065
2014,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.91309,68,68,0.84564,0.98054
2014,Schleswig-Holstein,First Stage of Tertiary Education,No,0.93277,46,46,0.85960,1.00594
2014,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.89344,136,136,0.84139,0.94549
2014,Hamburg,Lower Secondary Level,No,0.87922,36,36,0.77125,0.98718
2014,Hamburg,Upper Secondary Level,No,0.90940,151,151,0.86347,0.95534
2014,Hamburg,Post-secondary Non-tertiary Level,No,0.89687,39,39,0.80017,0.99357
2014,Hamburg,Second Stage of Tertiary Education,No,0.78718,124,124,0.71484,0.85951
2014,Lower Saxony,No answer / don't know,No,0.82384,54,54,0.72127,0.92640
2014,Lower Saxony,Pre-primary Level,No,0.59860,38,38,0.44065,0.75655
2014,Lower Saxony,Primary Level,No,0.87218,59,59,0.78625,0.95811
2014,Lower Saxony,Lower Secondary Level,Yes,0.08339,33,352,0.05447,0.11231
2014,Lower Saxony,Lower Secondary Level,No,0.91661,319,352,0.88769,0.94553
2014,Lower Saxony,Upper Secondary Level,Yes,0.10156,145,1243,0.08476,0.11836
2014,Lower Saxony,Upper Secondary Level,No,0.89844,1098,1243,0.88164,0.91524
2014,Lower Saxony,Post-secondary Non-tertiary Level,No,0.84631,154,154,0.78916,0.90345
2014,Lower Saxony,First Stage of Tertiary Education,No,0.93106,117,117,0.88496,0.97717
2014,Lower Saxony,Second Stage of Tertiary Education,Yes,0.13808,83,505,0.10796,0.16820
2014,Lower Saxony,Second Stage of Tertiary Education,No,0.86192,422,505,0.83180,0.89204
2014,Bremen,Upper Secondary Level,No,0.85381,74,74,0.77276,0.93485
2014,Bremen,Second Stage of Tertiary Education,No,0.88662,42,42,0.78957,0.98367
2014,North Rhine-Westphalia,No answer / don't know,Yes,0.25124,37,156,0.18296,0.31952
2014,North Rhine-Westphalia,No answer / don't know,No,0.74876,119,156,0.68048,0.81704
2014,North Rhine-Westphalia,Pre-primary Level,Yes,0.40050,36,107,0.30722,0.49378
2014,North Rhine-Westphalia,Pre-primary Level,No,0.59950,71,107,0.50622,0.69278
2014,North Rhine-Westphalia,Primary Level,No,0.84258,136,136,0.78114,0.90401
2014,North Rhine-Westphalia,Lower Secondary Level,Yes,0.15915,102,770,0.13329,0.18500
2014,North Rhine-Westphalia,Lower Secondary Level,No,0.84085,668,770,0.81500,0.86671
2014,North Rhine-Westphalia,Upper Secondary Level,Yes,0.09261,229,2396,0.08100,0.10421
2014,North Rhine-Westphalia,Upper Secondary Level,No,0.90739,2167,2396,0.89579,0.91900
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.13630,66,594,0.10868,0.16392
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.86370,528,594,0.83608,0.89132
2014,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.89217,263,263,0.85462,0.92973
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.14095,167,1157,0.12089,0.16101
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.85905,990,1157,0.83899,0.87911
2014,Hesse,No answer / don't know,No,0.61386,31,31,0.43963,0.78808
2014,Hesse,Pre-primary Level,No,0.79393,32,32,0.65154,0.93632
2014,Hesse,Primary Level,No,0.69873,32,32,0.53722,0.86024
2014,Hesse,Lower Secondary Level,No,0.85928,176,176,0.80776,0.91080
2014,Hesse,Upper Secondary Level,Yes,0.13621,100,774,0.11203,0.16040
2014,Hesse,Upper Secondary Level,No,0.86379,674,774,0.83960,0.88797
2014,Hesse,Post-secondary Non-tertiary Level,No,0.84857,142,142,0.78940,0.90774
2014,Hesse,First Stage of Tertiary Education,No,0.95548,76,76,0.90880,1.00216
2014,Hesse,Second Stage of Tertiary Education,Yes,0.23692,97,527,0.20059,0.27326
2014,Hesse,Second Stage of Tertiary Education,No,0.76308,430,527,0.72674,0.79941
2014,"Rhineland-Palatinate, Saarland",No answer / don't know,No,0.93994,33,33,0.85762,1.02227
2014,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.89048,250,250,0.85169,0.92927
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.08817,81,744,0.06778,0.10856
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.91183,663,744,0.89144,0.93222
2014,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.92831,103,103,0.87825,0.97838
2014,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.95232,87,87,0.90729,0.99736
2014,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.22103,37,272,0.17163,0.27044
2014,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.77897,235,272,0.72956,0.82837
2014,Baden-Wuerttemberg,No answer / don't know,No,0.74245,43,43,0.61020,0.87470
2014,Baden-Wuerttemberg,Pre-primary Level,No,0.52217,34,34,0.35175,0.69260
2014,Baden-Wuerttemberg,Primary Level,No,0.83826,33,33,0.71069,0.96584
2014,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.10224,57,409,0.07285,0.13164
2014,Baden-Wuerttemberg,Lower Secondary Level,No,0.89776,352,409,0.86836,0.92715
2014,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.13003,197,1417,0.11251,0.14755
2014,Baden-Wuerttemberg,Upper Secondary Level,No,0.86997,1220,1417,0.85245,0.88749
2014,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.18650,33,225,0.13549,0.23750
2014,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.81350,192,225,0.76250,0.86451
2014,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.89552,179,179,0.85058,0.94046
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.13890,113,794,0.11483,0.16298
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.86110,681,794,0.83702,0.88517
2014,Bavaria,No answer / don't know,No,0.80828,64,64,0.71107,0.90549
2014,Bavaria,Pre-primary Level,Yes,0.57117,34,68,0.45267,0.68968
2014,Bavaria,Pre-primary Level,No,0.42883,34,68,0.31032,0.54733
2014,Bavaria,Primary Level,No,0.83337,48,48,0.72684,0.93991
2014,Bavaria,Lower Secondary Level,Yes,0.11285,58,487,0.08472,0.14098
2014,Bavaria,Lower Secondary Level,No,0.88715,429,487,0.85902,0.91528
2014,Bavaria,Upper Secondary Level,Yes,0.12839,281,2151,0.11425,0.14253
2014,Bavaria,Upper Secondary Level,No,0.87161,1870,2151,0.85747,0.88575
2014,Bavaria,Post-secondary Non-tertiary Level,Yes,0.16136,40,296,0.11939,0.20334
2014,Bavaria,Post-secondary Non-tertiary Level,No,0.83864,256,296,0.79666,0.88061
2014,Bavaria,First Stage of Tertiary Education,No,0.92742,260,260,0.89582,0.95902
2014,Bavaria,Second Stage of Tertiary Education,Yes,0.15932,138,948,0.13601,0.18263
2014,Bavaria,Second Stage of Tertiary Education,No,0.84068,810,948,0.81737,0.86399
2014,Berlin,Lower Secondary Level,No,0.86927,53,53,0.77764,0.96090
2014,Berlin,Upper Secondary Level,Yes,0.13337,55,373,0.09882,0.16792
2014,Berlin,Upper Secondary Level,No,0.86663,318,373,0.83208,0.90118
2014,Berlin,Post-secondary Non-tertiary Level,No,0.87496,53,53,0.78506,0.96486
2014,Berlin,First Stage of Tertiary Education,No,0.75901,47,47,0.63541,0.88260
2014,Berlin,Second Stage of Tertiary Education,Yes,0.19441,74,378,0.15446,0.23436
2014,Berlin,Second Stage of Tertiary Education,No,0.80559,304,378,0.76564,0.84554
2014,Brandenburg,Lower Secondary Level,No,0.90259,79,79,0.83678,0.96839
2014,Brandenburg,Upper Secondary Level,No,0.95268,467,467,0.93340,0.97196
2014,Brandenburg,Post-secondary Non-tertiary Level,No,0.91999,67,67,0.85454,0.98545
2014,Brandenburg,First Stage of Tertiary Education,No,0.95315,62,62,0.90012,1.00618
2014,Brandenburg,Second Stage of Tertiary Education,No,0.90215,237,237,0.86424,0.94006
2014,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.79472,31,31,0.65019,0.93926
2014,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.94276,267,267,0.91484,0.97068
2014,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.86991,47,47,0.77269,0.96712
2014,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.99139,131,131,0.97551,1.00727
2014,Saxony,Lower Secondary Level,No,0.93084,89,89,0.87783,0.98385
2014,Saxony,Upper Secondary Level,Yes,0.07519,50,838,0.05732,0.09305
2014,Saxony,Upper Secondary Level,No,0.92481,788,838,0.90695,0.94268
