year,bula_h,migback,plj0089,proportion,n,lower_confidence,upper_confidence
2009,Nordrhein-Westfalen,kein Migrationshintergrund,Nein,0.14892906815020862,21983,0.14422270747866064,0.1536354288217566
2009,Bayern,kein Migrationshintergrund,Nein,0.10648122392211405,21983,0.1024036583840109,0.1105587894602172
2009,Baden-Wuerttemberg,kein Migrationshintergrund,Nein,0.07799721835883171,21983,0.07445220183083259,0.08154223488683082
2009,Niedersachsen,kein Migrationshintergrund,Nein,0.07187760778859527,21983,0.06846322645018965,0.07529198912700089
2009,Sachsen,kein Migrationshintergrund,Nein,0.0678164116828929,21983,0.06449264353964128,0.07114017982614453
2009,Hessen,kein Migrationshintergrund,Nein,0.04734353268428373,21983,0.044536088814789106,0.05015097655377835
2009,Thueringen,kein Migrationshintergrund,Nein,0.04172461752433936,21983,0.03908127197697316,0.04436796307170556
2009,"Rheinland-Pfalz,Saarland",kein Migrationshintergrund,Nein,0.041279554937413074,21983,0.03864973454321118,0.043909375331614965
2009,Brandenburg,kein Migrationshintergrund,Nein,0.039165507649513216,21983,0.03660108996002798,0.041729925338998455
2009,Sachsen-Anhalt,kein Migrationshintergrund,Nein,0.03860917941585536,21983,0.036062303053815366,0.04115605577789535
2009,Berlin,kein Migrationshintergrund,Nein,0.02776077885952712,21983,0.025589003091107062,0.029932554627947177
2009,Mecklenburg-Vorpommern,kein Migrationshintergrund,Nein,0.023866481223922115,21983,0.02184875889103753,0.0258842035568067
2009,Schleswig-Holstein,kein Migrationshintergrund,Nein,0.02286509040333797,21983,0.02088913873527511,0.024841042071400827
2009,Nordrhein-Westfalen,direkter Migrationshintergrund,Nein,0.019582753824756608,21983,0.017751051297187535,0.02141445635232568
2009,Bayern,kein Migrationshintergrund,Ja,0.016968011126564674,21983,0.015260703081541906,0.01867531917158744
2009,Nordrhein-Westfalen,kein Migrationshintergrund,Ja,0.016801112656467315,21983,0.015102077745824947,0.01850014756710968
2009,Baden-Wuerttemberg,direkter Migrationshintergrund,Nein,0.014909596662030598,21983,0.01330751893372005,0.016511674390341145
2009,Bayern,direkter Migrationshintergrund,Nein,0.011849791376912378,21983,0.010419319160941982,0.013280263592882775
2009,Hamburg,kein Migrationshintergrund,Nein,0.011682892906815021,21983,0.010262410217306863,0.013103375596323179
2009,Baden-Wuerttemberg,kein Migrationshintergrund,Ja,0.011015299026425592,21983,0.009635532757109107,0.012395065295742077
2009,Niedersachsen,kein Migrationshintergrund,Ja,0.008789986091794159,21983,0.007556058925473492,0.010023913258114825
2009,Nordrhein-Westfalen,indirekter Migrationshintergrund,Nein,0.008623087621696801,21983,0.007400828206729092,0.00984534703666451
2009,Hessen,kein Migrationshintergrund,Ja,0.00795549374130737,21983,0.00678110537927191,0.009129882103342831
2009,Hessen,direkter Migrationshintergrund,Nein,0.006453407510431154,21983,0.005394882178819045,0.007511932842043264
2009,Sachsen,kein Migrationshintergrund,Ja,0.006397774687065368,21983,0.0053437923332671135,0.007451757040863623
2009,Berlin,kein Migrationshintergrund,Ja,0.006342141863699583,21983,0.005292722669647266,0.0073915610577519
2009,"Rheinland-Pfalz,Saarland",direkter Migrationshintergrund,Nein,0.006342141863699583,21983,0.005292722669647266,0.0073915610577519
2009,Niedersachsen,direkter Migrationshintergrund,Nein,0.006063977746870654,21983,0.005037686544244539,0.007090268949496769
