year,age_gr,regtyp,plj0089,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,No,0.7046548956661316,21983,0.6986242235558713,0.7106855677763919
2009,17-29 y.,Urban regions,Yes,0.2953451043338684,21983,0.2893144322236081,0.3013757764441287
2009,17-29 y.,Rural regions,No,0.7707267144319345,21983,0.7651697255874264,0.7762837032764427
2009,17-29 y.,Rural regions,Yes,0.2292732855680655,21983,0.2237162967235573,0.2348302744125737
2009,30-45 y.,Urban regions,No,0.8175895765472313,21983,0.8124844667131278,0.8226946863813348
2009,30-45 y.,Urban regions,Yes,0.18241042345276873,21983,0.1773053136186652,0.18751553328687226
2009,30-45 y.,Rural regions,No,0.8890977443609023,21983,0.884946698463744,0.8932487902580606
2009,30-45 y.,Rural regions,Yes,0.11090225563909774,21983,0.10675120974193941,0.11505330153625606
2009,46-65 y.,Urban regions,No,0.8854658385093168,21983,0.8812559943720355,0.8896756826465981
2009,46-65 y.,Urban regions,Yes,0.11453416149068323,21983,0.11032431735340192,0.11874400562796453
2009,46-65 y.,Rural regions,No,0.9299474605954466,21983,0.9265733933072872,0.9333215278836061
2009,46-65 y.,Rural regions,Yes,0.07005253940455342,21983,0.06667847211639394,0.07342660669271289
2009,66 and older,Urban regions,No,0.965478841870824,21983,0.9630654566414679,0.9678922271001801
2009,66 and older,Urban regions,Yes,0.034521158129175944,21983,0.03210777289981984,0.036934543358532045
2009,66 and older,Rural regions,No,0.9856164383561644,21983,0.9840424562891915,0.9871904204231373
2009,66 and older,Rural regions,Yes,0.014383561643835616,21983,0.012809579576862727,0.015957543710808503
2014,17-29 y.,Urban regions,No,0.7276478679504814,38694,0.7232121872318013,0.7320835486691616
2014,17-29 y.,Urban regions,Yes,0.2723521320495186,38694,0.26791645133083836,0.2767878127681988
2014,17-29 y.,Rural regions,No,0.7729257641921398,38694,0.7687514312962141,0.7771000970880654
2014,17-29 y.,Rural regions,Yes,0.22707423580786026,38694,0.22289990291193465,0.23124856870378588
2014,30-45 y.,Urban regions,No,0.8482697426796806,38694,0.8446950612598444,0.8518444240995168
2014,30-45 y.,Urban regions,Yes,0.15173025732031944,38694,0.14815557590048328,0.1553049387401556
2014,30-45 y.,Rural regions,No,0.8883034773445733,38694,0.8851648860543962,0.8914420686347503
2014,30-45 y.,Rural regions,Yes,0.11169652265542676,38694,0.1085579313652497,0.11483511394560382
2014,46-65 y.,Urban regions,No,0.893743624617477,38694,0.8906730600457735,0.8968141891891805
2014,46-65 y.,Urban regions,Yes,0.10625637538252296,38694,0.10318581081081948,0.10932693995422643
2014,46-65 y.,Rural regions,No,0.9196586227192466,38694,0.9169501952019745,0.9223670502365187
2014,46-65 y.,Rural regions,Yes,0.08034137728075338,38694,0.07763294976348127,0.0830498047980255
2014,66 and older,Urban regions,No,0.9627032196365954,38694,0.9608151581155385,0.9645912811576524
2014,66 and older,Urban regions,Yes,0.03729678036340452,38694,0.03540871884234758,0.03918484188446147
2014,66 and older,Rural regions,No,0.9787114845938375,38694,0.9772732349072889,0.9801497342803861
2014,66 and older,Rural regions,Yes,0.021288515406162466,38694,0.019850265719613826,0.022726765092711106
2019,17-29 y.,Urban regions,No,0.6916732128829537,42417,0.6872783816346194,0.696068044131288
2019,17-29 y.,Urban regions,Yes,0.30832678711704636,42417,0.3039319558687121,0.31272161836538065
2019,17-29 y.,Rural regions,No,0.7626086956521739,42417,0.7585594942682649,0.766657897036083
2019,17-29 y.,Rural regions,Yes,0.2373913043478261,42417,0.233342102963917,0.2414405057317352
2019,30-45 y.,Urban regions,No,0.8189463269849122,42417,0.8152818036939199,0.8226108502759045
2019,30-45 y.,Urban regions,Yes,0.18105367301508782,42417,0.17738914972409556,0.18471819630608008
2019,30-45 y.,Rural regions,No,0.8813886210221794,42417,0.8783115820703793,0.8844656599739795
2019,30-45 y.,Rural regions,Yes,0.11861137897782063,42417,0.1155343400260205,0.12168841792962076
2019,46-65 y.,Urban regions,No,0.8776137761377614,42417,0.8744948572510992,0.8807326950244235
2019,46-65 y.,Urban regions,Yes,0.12238622386223862,42417,0.11926730497557643,0.12550514274890082
2019,46-65 y.,Rural regions,No,0.9171645844649647,42417,0.9145414668577276,0.9197877020722018
2019,46-65 y.,Rural regions,Yes,0.0828354155350353,42417,0.08021229792779817,0.08545853314227243
2019,66 and older,Urban regions,No,0.9567382508558979,42417,0.9548021200151662,0.9586743816966297
2019,66 and older,Urban regions,Yes,0.04326174914410209,42417,0.04132561830337035,0.04519787998483382
2019,66 and older,Rural regions,No,0.9732620320855615,42417,0.9717268312914268,0.9747972328796962
2019,66 and older,Rural regions,Yes,0.026737967914438502,42417,0.025202767120303754,0.02827316870857325
