year,age_gr,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Yes,0.27254,776,2846,0.25617,0.28890
2009,17-29 y.,No,0.72746,2070,2846,0.71110,0.74383
2009,30-45 y.,Yes,0.18386,736,4665,0.17274,0.19498
2009,30-45 y.,No,0.81614,3929,4665,0.80502,0.82726
2009,46-65 y.,Yes,0.11691,621,6309,0.10898,0.12484
2009,46-65 y.,No,0.88309,5688,6309,0.87516,0.89102
2009,66 and older,Yes,0.02597,115,4155,0.02113,0.03080
2009,66 and older,No,0.97403,4040,4155,0.96920,0.97887
2014,17-29 y.,Yes,0.26190,1104,4282,0.24873,0.27507
2014,17-29 y.,No,0.73810,3178,4282,0.72493,0.75127
2014,30-45 y.,Yes,0.15495,1173,8483,0.14725,0.16265
2014,30-45 y.,No,0.84505,7310,8483,0.83735,0.85275
2014,46-65 y.,Yes,0.10503,897,9278,0.09879,0.11127
2014,46-65 y.,No,0.89497,8381,9278,0.88873,0.90121
2014,66 and older,Yes,0.03288,156,4923,0.02790,0.03787
2014,66 and older,No,0.96712,4767,4923,0.96213,0.97210
2019,17-29 y.,Yes,0.28055,1113,3815,0.26629,0.29480
2019,17-29 y.,No,0.71945,2702,3815,0.70520,0.73371
2019,30-45 y.,Yes,0.17053,1023,6274,0.16122,0.17983
2019,30-45 y.,No,0.82947,5251,6274,0.82017,0.83878
2019,46-65 y.,Yes,0.10034,1139,10382,0.09456,0.10612
2019,46-65 y.,No,0.89966,9243,10382,0.89388,0.90544
2019,66 and older,Yes,0.03640,198,5165,0.03129,0.04151
2019,66 and older,No,0.96360,4967,5165,0.95849,0.96871
