year,bula_h,hhtyp,hlf0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2001,Schleswig-Holstein,Single-person household,Yes,0.46270,43,10614,0.46130,0.46410
2001,Schleswig-Holstein,Single-person household,No,0.53730,52,10614,0.53590,0.53870
2001,Schleswig-Holstein,Couple without children,Yes,1.00000,114,10614,1.00000,1.00000
2001,Schleswig-Holstein,Couple with children,Yes,1.00000,109,10614,1.00000,1.00000
2001,Hamburg,Single-person household,Yes,0.37382,36,10614,0.37249,0.37515
2001,Hamburg,Single-person household,No,0.62618,50,10614,0.62485,0.62751
2001,Hamburg,Couple without children,Yes,1.00000,33,10614,1.00000,1.00000
2001,Hamburg,Couple with children,Yes,1.00000,36,10614,1.00000,1.00000
2001,Lower Saxony,Single-person household,Yes,0.62192,130,10614,0.62103,0.62282
2001,Lower Saxony,Single-person household,No,0.37808,71,10614,0.37718,0.37897
2001,Lower Saxony,Couple without children,Yes,1.00000,283,10614,1.00000,1.00000
2001,Lower Saxony,Single parent,Yes,1.00000,39,10614,1.00000,1.00000
2001,Lower Saxony,Couple with children,Yes,1.00000,354,10614,1.00000,1.00000
2001,North Rhine-Westphalia,Single-person household,Yes,0.50705,324,10614,0.50648,0.50762
2001,North Rhine-Westphalia,Single-person household,No,0.49295,277,10614,0.49238,0.49352
2001,North Rhine-Westphalia,Couple without children,Yes,0.88336,697,10614,0.88296,0.88375
2001,North Rhine-Westphalia,Couple without children,No,0.11664,92,10614,0.11625,0.11704
2001,North Rhine-Westphalia,Single parent,Yes,0.66563,91,10614,0.66421,0.66704
2001,North Rhine-Westphalia,Single parent,No,0.33437,40,10614,0.33296,0.33579
2001,North Rhine-Westphalia,Couple with children,Yes,0.94851,842,10614,0.94822,0.94880
2001,North Rhine-Westphalia,Couple with children,No,0.05149,51,10614,0.05120,0.05178
2001,Hesse,Single-person household,Yes,0.54268,98,10614,0.54168,0.54368
2001,Hesse,Single-person household,No,0.45732,80,10614,0.45632,0.45832
2001,Hesse,Couple without children,Yes,1.00000,223,10614,1.00000,1.00000
2001,Hesse,Couple with children,Yes,1.00000,278,10614,1.00000,1.00000
2001,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.61644,100,10614,0.61534,0.61753
2001,"Rhineland-Palatinate, Saarland",Single-person household,No,0.38356,64,10614,0.38247,0.38466
2001,"Rhineland-Palatinate, Saarland",Couple without children,Yes,1.00000,180,10614,1.00000,1.00000
2001,"Rhineland-Palatinate, Saarland",Single parent,Yes,1.00000,35,10614,1.00000,1.00000
2001,"Rhineland-Palatinate, Saarland",Couple with children,Yes,1.00000,272,10614,1.00000,1.00000
2001,Baden-Wuerttemberg,Single-person household,Yes,0.59610,201,10614,0.59535,0.59686
2001,Baden-Wuerttemberg,Single-person household,No,0.40390,123,10614,0.40314,0.40465
2001,Baden-Wuerttemberg,Couple without children,Yes,0.91918,331,10614,0.91872,0.91964
2001,Baden-Wuerttemberg,Couple without children,No,0.08082,37,10614,0.08036,0.08128
2001,Baden-Wuerttemberg,Single parent,Yes,1.00000,55,10614,1.00000,1.00000
2001,Baden-Wuerttemberg,Couple with children,Yes,1.00000,528,10614,1.00000,1.00000
2001,Bavaria,Single-person household,Yes,0.59849,257,10614,0.59783,0.59915
2001,Bavaria,Single-person household,No,0.40151,156,10614,0.40085,0.40217
2001,Bavaria,Couple without children,Yes,0.87845,414,10614,0.87792,0.87897
2001,Bavaria,Couple without children,No,0.12155,52,10614,0.12103,0.12208
2001,Bavaria,Single parent,Yes,1.00000,87,10614,1.00000,1.00000
2001,Bavaria,Couple with children,Yes,1.00000,570,10614,1.00000,1.00000
2001,Berlin,Single-person household,Yes,0.38450,73,10614,0.38347,0.38554
2001,Berlin,Single-person household,No,0.61550,102,10614,0.61446,0.61653
2001,Berlin,Couple without children,Yes,1.00000,88,10614,1.00000,1.00000
2001,Berlin,Couple with children,Yes,1.00000,119,10614,1.00000,1.00000
2001,Brandenburg,Single-person household,Yes,0.45796,57,10614,0.45641,0.45951
2001,Brandenburg,Single-person household,No,0.54204,58,10614,0.54049,0.54359
2001,Brandenburg,Couple without children,Yes,1.00000,149,10614,1.00000,1.00000
2001,Brandenburg,Couple with children,Yes,1.00000,155,10614,1.00000,1.00000
2001,Mecklenburg-Western Pomerania,Single-person household,Yes,0.43377,39,10614,0.43217,0.43538
2001,Mecklenburg-Western Pomerania,Single-person household,No,0.56623,47,10614,0.56462,0.56783
2001,Mecklenburg-Western Pomerania,Couple without children,Yes,1.00000,70,10614,1.00000,1.00000
2001,Mecklenburg-Western Pomerania,Couple with children,Yes,1.00000,84,10614,1.00000,1.00000
2001,Saxony,Single-person household,Yes,0.44388,92,10614,0.44275,0.44500
2001,Saxony,Single-person household,No,0.55612,106,10614,0.55500,0.55725
2001,Saxony,Couple without children,Yes,0.85775,251,10614,0.85691,0.85859
2001,Saxony,Couple without children,No,0.14225,37,10614,0.14141,0.14309
2001,Saxony,Single parent,Yes,1.00000,33,10614,1.00000,1.00000
2001,Saxony,Couple with children,Yes,1.00000,280,10614,1.00000,1.00000
2001,Saxony-Anhalt,Single-person household,Yes,0.33238,39,10614,0.33086,0.33389
2001,Saxony-Anhalt,Single-person household,No,0.66762,66,10614,0.66611,0.66914
2001,Saxony-Anhalt,Couple without children,Yes,0.77245,147,10614,0.77120,0.77371
2001,Saxony-Anhalt,Couple without children,No,0.22755,36,10614,0.22629,0.22880
2001,Saxony-Anhalt,Couple with children,Yes,1.00000,164,10614,1.00000,1.00000
2001,Thuringa,Single-person household,Yes,0.38346,50,10614,0.38205,0.38488
2001,Thuringa,Single-person household,No,0.61654,73,10614,0.61512,0.61795
2001,Thuringa,Couple without children,Yes,1.00000,129,10614,1.00000,1.00000
2001,Thuringa,Couple with children,Yes,1.00000,165,10614,1.00000,1.00000
2003,Schleswig-Holstein,Single-person household,Yes,0.42329,40,10776,0.42195,0.42462
2003,Schleswig-Holstein,Single-person household,No,0.57671,55,10776,0.57538,0.57805
2003,Schleswig-Holstein,Couple without children,Yes,1.00000,122,10776,1.00000,1.00000
2003,Schleswig-Holstein,Couple with children,Yes,1.00000,112,10776,1.00000,1.00000
2003,Hamburg,Single-person household,Yes,0.38278,33,10776,0.38135,0.38420
2003,Hamburg,Single-person household,No,0.61722,38,10776,0.61580,0.61865
2003,Hamburg,Couple without children,Yes,1.00000,39,10776,1.00000,1.00000
2003,Hamburg,Couple with children,Yes,1.00000,45,10776,1.00000,1.00000
2003,Lower Saxony,Single-person household,Yes,0.64219,140,10776,0.64132,0.64306
2003,Lower Saxony,Single-person household,No,0.35781,69,10776,0.35694,0.35868
2003,Lower Saxony,Couple without children,Yes,1.00000,290,10776,1.00000,1.00000
2003,Lower Saxony,Single parent,Yes,1.00000,45,10776,1.00000,1.00000
2003,Lower Saxony,Couple with children,Yes,1.00000,362,10776,1.00000,1.00000
2003,North Rhine-Westphalia,Single-person household,Yes,0.54569,354,10776,0.54514,0.54624
2003,North Rhine-Westphalia,Single-person household,No,0.45431,266,10776,0.45376,0.45486
2003,North Rhine-Westphalia,Couple without children,Yes,0.88829,736,10776,0.88790,0.88869
2003,North Rhine-Westphalia,Couple without children,No,0.11171,83,10776,0.11131,0.11210
2003,North Rhine-Westphalia,Single parent,Yes,0.66398,87,10776,0.66265,0.66531
2003,North Rhine-Westphalia,Single parent,No,0.33602,45,10776,0.33469,0.33735
2003,North Rhine-Westphalia,Couple with children,Yes,1.00000,846,10776,1.00000,1.00000
2003,Hesse,Single-person household,Yes,0.51723,103,10776,0.51625,0.51822
2003,Hesse,Single-person household,No,0.48277,78,10776,0.48178,0.48375
2003,Hesse,Couple without children,Yes,1.00000,256,10776,1.00000,1.00000
2003,Hesse,Couple with children,Yes,1.00000,280,10776,1.00000,1.00000
2003,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.60002,106,10776,0.59895,0.60109
2003,"Rhineland-Palatinate, Saarland",Single-person household,No,0.39998,69,10776,0.39891,0.40105
2003,"Rhineland-Palatinate, Saarland",Couple without children,Yes,1.00000,200,10776,1.00000,1.00000
2003,"Rhineland-Palatinate, Saarland",Single parent,Yes,1.00000,36,10776,1.00000,1.00000
2003,"Rhineland-Palatinate, Saarland",Couple with children,Yes,1.00000,244,10776,1.00000,1.00000
2003,Baden-Wuerttemberg,Single-person household,Yes,0.61967,202,10776,0.61893,0.62042
2003,Baden-Wuerttemberg,Single-person household,No,0.38033,110,10776,0.37958,0.38107
2003,Baden-Wuerttemberg,Couple without children,Yes,0.90827,382,10776,0.90780,0.90875
2003,Baden-Wuerttemberg,Couple without children,No,0.09173,39,10776,0.09125,0.09220
2003,Baden-Wuerttemberg,Single parent,Yes,1.00000,59,10776,1.00000,1.00000
2003,Baden-Wuerttemberg,Couple with children,Yes,1.00000,537,10776,1.00000,1.00000
2003,Bavaria,Single-person household,Yes,0.59202,238,10776,0.59136,0.59269
2003,Bavaria,Single-person household,No,0.40798,144,10776,0.40731,0.40864
2003,Bavaria,Couple without children,Yes,0.87916,463,10776,0.87865,0.87966
2003,Bavaria,Couple without children,No,0.12084,51,10776,0.12034,0.12135
2003,Bavaria,Single parent,Yes,1.00000,82,10776,1.00000,1.00000
2003,Bavaria,Couple with children,Yes,1.00000,598,10776,1.00000,1.00000
2003,Berlin,Single-person household,Yes,0.39256,79,10776,0.39157,0.39355
2003,Berlin,Single-person household,No,0.60744,114,10776,0.60645,0.60843
2003,Berlin,Couple without children,Yes,1.00000,99,10776,1.00000,1.00000
2003,Berlin,Couple with children,Yes,1.00000,108,10776,1.00000,1.00000
2003,Brandenburg,Single-person household,Yes,0.48884,61,10776,0.48734,0.49034
2003,Brandenburg,Single-person household,No,0.51116,55,10776,0.50966,0.51266
2003,Brandenburg,Couple without children,Yes,1.00000,157,10776,1.00000,1.00000
2003,Brandenburg,Couple with children,Yes,1.00000,148,10776,1.00000,1.00000
2003,Mecklenburg-Western Pomerania,Single-person household,Yes,0.44445,31,10776,0.44270,0.44621
2003,Mecklenburg-Western Pomerania,Single-person household,No,0.55555,38,10776,0.55379,0.55730
2003,Mecklenburg-Western Pomerania,Couple without children,Yes,1.00000,81,10776,1.00000,1.00000
2003,Mecklenburg-Western Pomerania,Couple with children,Yes,1.00000,84,10776,1.00000,1.00000
2003,Saxony,Single-person household,Yes,0.44988,96,10776,0.44876,0.45099
2003,Saxony,Single-person household,No,0.55012,108,10776,0.54901,0.55124
2003,Saxony,Couple without children,Yes,0.84471,253,10776,0.84386,0.84556
2003,Saxony,Couple without children,No,0.15529,43,10776,0.15444,0.15614
2003,Saxony,Single parent,Yes,1.00000,34,10776,1.00000,1.00000
2003,Saxony,Couple with children,Yes,1.00000,264,10776,1.00000,1.00000
2003,Saxony-Anhalt,Single-person household,Yes,0.35644,47,10776,0.35501,0.35788
2003,Saxony-Anhalt,Single-person household,No,0.64356,68,10776,0.64212,0.64499
