"hlf0180","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2001","2","Westdeutschland","4961","0.850128244939739","0.840746712971087","0.859509776908392"
"Ja","2001","2","Ostdeutschland","1759","0.804224574127187","0.787072987772625","0.821376160481749"
"Ja","2001","3","Westdeutschland","4468","0.896404731647805","0.887808927923106","0.905000535372504"
"Ja","2001","3","Ostdeutschland","1304","0.826917912834671","0.80759149130477","0.846244334364573"
"Ja","2001","4","Westdeutschland","3638","0.921276020366586","0.912779147788402","0.92977289294477"
"Ja","2001","4","Ostdeutschland","720","0.9134759693663","0.893501617444452","0.933450321288147"
"Ja","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2001","2","Westdeutschland","600","0.149871755060261","0.140490223091608","0.159253287028913"
"Nein","2001","2","Ostdeutschland","297","0.195775425872813","0.178623839518251","0.212927012227375"
"Nein","2001","3","Westdeutschland","360","0.103595268352195","0.0949994646274958","0.112191072076894"
"Nein","2001","3","Ostdeutschland","168","0.173082087165329","0.153755665635427","0.19240850869523"
"Nein","2001","4","Westdeutschland","221","0.078723979633414","0.0702271070552302","0.0872208522115979"
"Nein","2001","4","Ostdeutschland","41","0.0865240306337002","0.0665496787118529","0.106498382555548"
"Nein","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2002","2","Westdeutschland","","","",""
"Ja","2002","2","Ostdeutschland","","","",""
"Ja","2002","3","Westdeutschland","","","",""
"Ja","2002","3","Ostdeutschland","","","",""
"Ja","2002","4","Westdeutschland","","","",""
"Ja","2002","4","Ostdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2002","2","Westdeutschland","","","",""
"Nein","2002","2","Ostdeutschland","","","",""
"Nein","2002","3","Westdeutschland","","","",""
"Nein","2002","3","Ostdeutschland","","","",""
"Nein","2002","4","Westdeutschland","","","",""
"Nein","2002","4","Ostdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2003","2","Westdeutschland","3972","0.845280092564042","0.834705751825461","0.855854433302623"
"Ja","2003","2","Ostdeutschland","1386","0.807335146946876","0.788058422184654","0.826611871709098"
"Ja","2003","3","Westdeutschland","4256","0.883155391258827","0.873901435856188","0.892409346661467"
