"hlf0180","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","2001","1-Pers.- Haushalt","1","260","0.313983037442106","0.281349954710296","0.346616120173916"
"Ja","2001","1-Pers.- Haushalt","2","302","0.393933958986656","0.357916748853622","0.429951169119691"
"Ja","2001","1-Pers.- Haushalt","3","341","0.592372610473563","0.551453859140608","0.633291361806518"
"Ja","2001","1-Pers.- Haushalt","4","343","0.67522132888694","0.633672861692765","0.716769796081114"
"Ja","2001","1-Pers.- Haushalt","5","306","0.792589025950064","0.751769460318654","0.833408591581474"
"Ja","2001","(Ehe-)Paar ohne Kind(er)","1","746","0.715334096276745","0.688117217373941","0.74255097517955"
"Ja","2001","(Ehe-)Paar ohne Kind(er)","2","1134","0.815057101951222","0.794705089828178","0.835409114074266"
"Ja","2001","(Ehe-)Paar ohne Kind(er)","3","1584","0.884972273471706","0.870091728330242","0.89985281861317"
"Ja","2001","(Ehe-)Paar ohne Kind(er)","4","1556","0.953625451037462","0.943435192389394","0.96381570968553"
"Ja","2001","(Ehe-)Paar ohne Kind(er)","5","1254","0.973456770513082","0.964691767894884","0.98222177313128"
"Ja","2001","Alleinerziehende","1","423","0.504312893257616","0.470028938775976","0.538596847739257"
"Ja","2001","Alleinerziehende","2","341","0.794416019610908","0.756307256831725","0.832524782390091"
"Ja","2001","Alleinerziehende","3","249","0.815052595425922","0.771263945294094","0.85884124555775"
"Ja","2001","Alleinerziehende","4","148","0.960323586004462","0.929887097081495","0.99076007492743"
"Ja","2001","Alleinerziehende","5","48","1","1","1"
"Ja","2001","Paar mit Kind(ern)","1","3700","0.881177096540797","0.87142816676928","0.890926026312314"
"Ja","2001","Paar mit Kind(ern)","2","4671","0.979793945385107","0.975803892910004","0.98378399786021"
"Ja","2001","Paar mit Kind(ern)","3","3412","0.979540531599939","0.974837078182585","0.984243985017294"
"Ja","2001","Paar mit Kind(ern)","4","2175","0.99124045795005","0.987343173238203","0.995137742661897"
"Ja","2001","Paar mit Kind(ern)","5","1070","0.998667079650646","0.996484044663529","1.00085011463776"
"Ja","2001","Sonstige","1","295","0.792302456151905","0.750044582378707","0.834560329925102"
"Ja","2001","Sonstige","2","272","0.871066404353851","0.833332177512561","0.908800631195141"
"Ja","2001","Sonstige","3","186","0.905319827432363","0.864539939093516","0.94609971577121"
"Ja","2001","Sonstige","4","136","0.946981256315378","0.910126857884596","0.983835654746159"
"Ja","2001","Sonstige","5","66","1","1","1"
"Nein","2001","1-Pers.- Haushalt","1","517","0.686016962557894","0.653383879826084","0.718650045289703"
"Nein","2001","1-Pers.- Haushalt","2","405","0.606066041013343","0.570048830880309","0.642083251146378"
"Nein","2001","1-Pers.- Haushalt","3","213","0.407627389526437","0.366708638193482","0.448546140859392"
"Nein","2001","1-Pers.- Haushalt","4","145","0.32477867111306","0.283230203918886","0.366327138307235"
"Nein","2001","1-Pers.- Haushalt","5","73","0.207410974049936","0.166591408418526","0.248230539681346"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","1","310","0.284665903723255","0.25744902482045","0.311882782626059"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","2","264","0.184942898048778","0.164590885925734","0.205294910171822"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","3","182","0.115027726528294","0.10014718138683","0.129908271669758"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","4","80","0.0463745489625383","0.0361842903144706","0.056564807610606"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","5","38","0.0265432294869182","0.0177782268687201","0.0353082321051164"
"Nein","2001","Alleinerziehende","1","394","0.495687106742384","0.461403152260743","0.529971061224024"
"Nein","2001","Alleinerziehende","2","91","0.205583980389092","0.167475217609909","0.243692743168275"
"Nein","2001","Alleinerziehende","3","53","0.184947404574078","0.14115875444225","0.228736054705906"
"Nein","2001","Alleinerziehende","4","","","",""
"Nein","2001","Alleinerziehende","5","","","",""
"Nein","2001","Paar mit Kind(ern)","1","532","0.118822903459203","0.109073973687686","0.12857183323072"
"Nein","2001","Paar mit Kind(ern)","2","106","0.0202060546148935","0.0162160021397905","0.0241961070899965"
"Nein","2001","Paar mit Kind(ern)","3","68","0.0204594684000607","0.0157560149827063","0.0251629218174152"
"Nein","2001","Paar mit Kind(ern)","4","","","",""
"Nein","2001","Paar mit Kind(ern)","5","","","",""
"Nein","2001","Sonstige","1","59","0.207697543848095","0.165439670074898","0.249955417621293"
"Nein","2001","Sonstige","2","31","0.128933595646149","0.0911993688048588","0.166667822487439"
"Nein","2001","Sonstige","3","","","",""
"Nein","2001","Sonstige","4","","","",""
"Nein","2001","Sonstige","5","","","",""
"Ja","2002","1-Pers.- Haushalt","1","","","",""
"Ja","2002","1-Pers.- Haushalt","2","","","",""
"Ja","2002","1-Pers.- Haushalt","3","","","",""
"Ja","2002","1-Pers.- Haushalt","4","","","",""
"Ja","2002","1-Pers.- Haushalt","5","","","",""
"Ja","2002","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Ja","2002","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Ja","2002","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Ja","2002","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","2002","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Ja","2002","Alleinerziehende","1","","","",""
"Ja","2002","Alleinerziehende","2","","","",""
"Ja","2002","Alleinerziehende","3","","","",""
"Ja","2002","Alleinerziehende","4","","","",""
"Ja","2002","Alleinerziehende","5","","","",""
"Ja","2002","Paar mit Kind(ern)","1","","","",""
"Ja","2002","Paar mit Kind(ern)","2","","","",""
"Ja","2002","Paar mit Kind(ern)","3","","","",""
"Ja","2002","Paar mit Kind(ern)","4","","","",""
"Ja","2002","Paar mit Kind(ern)","5","","","",""
"Ja","2002","Sonstige","1","","","",""
"Ja","2002","Sonstige","2","","","",""
"Ja","2002","Sonstige","3","","","",""
"Ja","2002","Sonstige","4","","","",""
"Ja","2002","Sonstige","5","","","",""
"Nein","2002","1-Pers.- Haushalt","1","","","",""
"Nein","2002","1-Pers.- Haushalt","2","","","",""
"Nein","2002","1-Pers.- Haushalt","3","","","",""
"Nein","2002","1-Pers.- Haushalt","4","","","",""
"Nein","2002","1-Pers.- Haushalt","5","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Nein","2002","Alleinerziehende","1","","","",""
"Nein","2002","Alleinerziehende","2","","","",""
"Nein","2002","Alleinerziehende","3","","","",""
"Nein","2002","Alleinerziehende","4","","","",""
"Nein","2002","Alleinerziehende","5","","","",""
"Nein","2002","Paar mit Kind(ern)","1","","","",""
"Nein","2002","Paar mit Kind(ern)","2","","","",""
"Nein","2002","Paar mit Kind(ern)","3","","","",""
"Nein","2002","Paar mit Kind(ern)","4","","","",""
"Nein","2002","Paar mit Kind(ern)","5","","","",""
"Nein","2002","Sonstige","1","","","",""
"Nein","2002","Sonstige","2","","","",""
"Nein","2002","Sonstige","3","","","",""
"Nein","2002","Sonstige","4","","","",""
"Nein","2002","Sonstige","5","","","",""
"Ja","2003","1-Pers.- Haushalt","1","245","0.325857864149603","0.291764518596809","0.359951209702397"
"Ja","2003","1-Pers.- Haushalt","2","260","0.418473532601173","0.378152382689542","0.458794682512805"
"Ja","2003","1-Pers.- Haushalt","3","303","0.494665921180035","0.453366954732966","0.535964887627105"
"Ja","2003","1-Pers.- Haushalt","4","455","0.730052890492769","0.695249257083512","0.764856523902025"
"Ja","2003","1-Pers.- Haushalt","5","328","0.765612864638623","0.724608729193927","0.806617000083319"
"Ja","2003","(Ehe-)Paar ohne Kind(er)","1","634","0.69617186869347","0.666517797101809","0.725825940285131"
"Ja","2003","(Ehe-)Paar ohne Kind(er)","2","1046","0.825934803504417","0.805032054298635","0.846837552710198"
"Ja","2003","(Ehe-)Paar ohne Kind(er)","3","1412","0.867666279937427","0.851145177145787","0.884187382729067"
"Ja","2003","(Ehe-)Paar ohne Kind(er)","4","1740","0.95396580189165","0.944369761868399","0.963561841914901"
"Ja","2003","(Ehe-)Paar ohne Kind(er)","5","1954","0.976274998737702","0.969578212089317","0.982971785386086"
"Ja","2003","Alleinerziehende","1","380","0.475539898285164","0.440759447389026","0.510320349181303"
"Ja","2003","Alleinerziehende","2","313","0.77721120442","0.736834189462817","0.817588219377182"
"Ja","2003","Alleinerziehende","3","227","0.803142901710501","0.755889226568244","0.850396576852757"
"Ja","2003","Alleinerziehende","4","188","0.96399207446002","0.938171323093941","0.9898128258261"
"Ja","2003","Alleinerziehende","5","58","0.984148914097971","0.952545617690813","1.01575221050513"
"Ja","2003","Paar mit Kind(ern)","1","2666","0.865143053204993","0.853078149208688","0.877207957201298"
"Ja","2003","Paar mit Kind(ern)","2","3562","0.970084716935739","0.964561961777413","0.975607472094064"
"Ja","2003","Paar mit Kind(ern)","3","3465","0.991437831978499","0.988385887334382","0.994489776622616"
"Ja","2003","Paar mit Kind(ern)","4","2954","0.988520053087822","0.984704896572429","0.992335209603215"
"Ja","2003","Paar mit Kind(ern)","5","2357","0.99300386395988","0.989648907362592","0.996358820557168"
"Ja","2003","Sonstige","1","195","0.852451353045779","0.806416889622905","0.898485816468653"
"Ja","2003","Sonstige","2","177","0.851239244821279","0.801797753861397","0.900680735781161"
"Ja","2003","Sonstige","3","150","0.796772928665094","0.736104492129817","0.857441365200372"
"Ja","2003","Sonstige","4","173","0.945772356644975","0.912688547094891","0.978856166195058"
"Ja","2003","Sonstige","5","84","0.850732353403126","0.775417925255736","0.926046781550516"
"Nein","2003","1-Pers.- Haushalt","1","481","0.674142135850397","0.640048790297603","0.708235481403191"
"Nein","2003","1-Pers.- Haushalt","2","315","0.581526467398827","0.541205317487196","0.621847617310458"
"Nein","2003","1-Pers.- Haushalt","3","260","0.505334078819965","0.464035112372895","0.546633045267034"
"Nein","2003","1-Pers.- Haushalt","4","170","0.269947109507231","0.235143476097975","0.304750742916488"
"Nein","2003","1-Pers.- Haushalt","5","82","0.234387135361377","0.193382999916681","0.275391270806073"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","1","290","0.30382813130653","0.274174059714869","0.333482202898191"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","2","218","0.174065196495583","0.153162447289802","0.194967945701365"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","3","204","0.132333720062573","0.115812617270933","0.148854822854214"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","4","92","0.0460341981083496","0.0364381580850988","0.0556302381316004"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","5","30","0.0237250012622981","0.0170282146139137","0.0304217879106825"
"Nein","2003","Alleinerziehende","1","412","0.524460101714836","0.489679650818697","0.559240552610974"
