year,hhtyp,sampreg,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,West,Yes,0.54215,1249,2208,0.52136,0.56294
2001,Single-person household,West,No,0.45785,959,2208,0.43706,0.47864
2001,Single-person household,East,Yes,0.40421,303,697,0.36775,0.44067
2001,Single-person household,East,No,0.59579,394,697,0.55933,0.63225
2001,Couple without children,West,Yes,0.89102,2356,2652,0.87916,0.90289
2001,Couple without children,West,No,0.10898,296,2652,0.09711,0.12084
2001,Couple without children,East,Yes,0.83371,781,922,0.80966,0.85776
2001,Couple without children,East,No,0.16629,141,922,0.14224,0.19034
2001,Single parent,West,Yes,0.70976,366,514,0.67049,0.74904
2001,Single parent,West,No,0.29024,148,514,0.25096,0.32951
2001,Single parent,East,Yes,0.64444,124,190,0.57619,0.71268
2001,Single parent,East,No,0.35556,66,190,0.28732,0.42381
2001,Couple with children,West,Yes,0.96307,3066,3201,0.95653,0.96960
2001,Couple with children,West,No,0.03693,135,3201,0.03040,0.04347
2001,Couple with children,East,Yes,0.94071,909,961,0.92577,0.95565
2001,Couple with children,East,No,0.05929,52,961,0.04435,0.07423
2001,Multi-generational household,West,Yes,0.88442,123,123,0.82769,0.94116
2001,Other Combinations,West,Yes,0.78980,75,75,0.69697,0.88264
2003,Single-person household,West,Yes,0.55270,1280,2199,0.53191,0.57348
2003,Single-person household,West,No,0.44730,919,2199,0.42652,0.46809
2003,Single-person household,East,Yes,0.42029,307,696,0.38359,0.45698
2003,Single-person household,East,No,0.57971,389,696,0.54302,0.61641
2003,Couple without children,West,Yes,0.88931,2569,2848,0.87778,0.90083
2003,Couple without children,West,No,0.11069,279,2848,0.09917,0.12222
2003,Couple without children,East,Yes,0.84567,824,962,0.82283,0.86851
2003,Couple without children,East,No,0.15433,138,962,0.13149,0.17717
2003,Single parent,West,Yes,0.67963,360,521,0.63952,0.71973
2003,Single parent,West,No,0.32037,161,521,0.28027,0.36048
2003,Single parent,East,Yes,0.62316,109,173,0.55074,0.69558
2003,Single parent,East,No,0.37684,64,173,0.30442,0.44926
2003,Couple with children,West,Yes,0.96001,3108,3222,0.95324,0.96678
2003,Couple with children,West,No,0.03999,114,3222,0.03322,0.04676
2003,Couple with children,East,Yes,0.94487,866,906,0.93000,0.95974
2003,Couple with children,East,No,0.05513,40,906,0.04026,0.07000
2003,Multi-generational household,West,Yes,0.85036,89,89,0.77582,0.92489
2003,Other Combinations,West,Yes,0.72655,67,67,0.61901,0.83409
2005,Single-person household,West,Yes,0.55231,1281,2180,0.53143,0.57319
2005,Single-person household,West,No,0.44769,899,2180,0.42681,0.46857
2005,Single-person household,East,Yes,0.43784,323,711,0.40135,0.47434
2005,Single-person household,East,No,0.56216,388,711,0.52566,0.59865
2005,Couple without children,West,Yes,0.89419,2515,2770,0.88273,0.90564
2005,Couple without children,West,No,0.10581,255,2770,0.09436,0.11727
2005,Couple without children,East,Yes,0.87525,801,909,0.85375,0.89674
2005,Couple without children,East,No,0.12475,108,909,0.10326,0.14625
2005,Single parent,West,Yes,0.67560,350,505,0.63473,0.71648
2005,Single parent,West,No,0.32440,155,505,0.28352,0.36527
2005,Single parent,East,Yes,0.68259,129,185,0.61534,0.74985
2005,Single parent,East,No,0.31741,56,185,0.25015,0.38466
2005,Couple with children,West,Yes,0.95402,2749,2860,0.94634,0.96170
2005,Couple with children,West,No,0.04598,111,2860,0.03830,0.05366
2005,Couple with children,East,Yes,0.92527,785,829,0.90736,0.94318
2005,Couple with children,East,No,0.07473,44,829,0.05682,0.09264
2005,Multi-generational household,West,Yes,0.81562,71,71,0.72477,0.90647
2005,Other Combinations,West,Yes,0.89314,66,66,0.81804,0.96825
2007,Single-person household,West,Yes,0.56229,1410,2324,0.54211,0.58246
2007,Single-person household,West,No,0.43771,914,2324,0.41754,0.45789
2007,Single-person household,East,Yes,0.46335,364,758,0.42782,0.49887
2007,Single-person household,East,No,0.53665,394,758,0.50113,0.57218
2007,Couple without children,West,Yes,0.90262,2639,2880,0.89179,0.91345
2007,Couple without children,West,No,0.09738,241,2880,0.08655,0.10821
2007,Couple without children,East,Yes,0.88426,886,987,0.86430,0.90423
2007,Couple without children,East,No,0.11574,101,987,0.09577,0.13570
2007,Single parent,West,Yes,0.66501,366,525,0.62460,0.70542
2007,Single parent,West,No,0.33499,159,525,0.29458,0.37540
2007,Single parent,East,Yes,0.58693,120,184,0.51559,0.65827
2007,Single parent,East,No,0.41307,64,184,0.34173,0.48441
2007,Couple with children,West,Yes,0.95658,2685,2785,0.94901,0.96415
2007,Couple with children,West,No,0.04342,100,2785,0.03585,0.05099
2007,Couple with children,East,Yes,0.94328,746,781,0.92705,0.95952
2007,Couple with children,East,No,0.05672,35,781,0.04048,0.07295
2007,Multi-generational household,West,Yes,0.82296,63,63,0.72795,0.91798
2007,Other Combinations,West,Yes,0.91408,59,59,0.84196,0.98621
2011,Single-person household,West,Yes,0.60361,1618,2609,0.58484,0.62238
2011,Single-person household,West,No,0.39639,991,2609,0.37762,0.41516
2011,Single-person household,East,Yes,0.46528,412,886,0.43242,0.49814
2011,Single-person household,East,No,0.53472,474,886,0.50186,0.56758
2011,Couple without children,West,Yes,0.90409,2985,3275,0.89400,0.91417
2011,Couple without children,West,No,0.09591,290,3275,0.08583,0.10600
