"hlf0180","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2001","2","Staedtischer Raum","4053","0.829075909898066","0.818259569380061","0.83989225041607"
"Ja","2001","2","Laendlicher Raum","2667","0.858639764592034","0.846097437578022","0.871182091606045"
"Ja","2001","3","Staedtischer Raum","3801","0.87700809048916","0.867056503924815","0.886959677053506"
"Ja","2001","3","Laendlicher Raum","1971","0.898965868603858","0.886124955208638","0.911806781999078"
"Ja","2001","4","Staedtischer Raum","3081","0.907883591165516","0.898027276130359","0.917739906200673"
"Ja","2001","4","Laendlicher Raum","1277","0.956737533344752","0.945733097756731","0.967741968932773"
"Ja","2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2001","2","Staedtischer Raum","600","0.170924090101934","0.16010774958393","0.181740430619939"
"Nein","2001","2","Laendlicher Raum","297","0.141360235407966","0.128817908393955","0.153902562421978"
"Nein","2001","3","Staedtischer Raum","383","0.12299190951084","0.113040322946494","0.132943496075185"
"Nein","2001","3","Laendlicher Raum","145","0.101034131396142","0.0881932180009224","0.113875044791362"
"Nein","2001","4","Staedtischer Raum","226","0.0921164088344842","0.0822600937993273","0.101972723869641"
"Nein","2001","4","Laendlicher Raum","36","0.0432624666552479","0.0322580310672266","0.0542669022432692"
"Nein","2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2002","2","Staedtischer Raum","","","",""
"Ja","2002","2","Laendlicher Raum","","","",""
"Ja","2002","3","Staedtischer Raum","","","",""
"Ja","2002","3","Laendlicher Raum","","","",""
"Ja","2002","4","Staedtischer Raum","","","",""
"Ja","2002","4","Laendlicher Raum","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2002","2","Staedtischer Raum","","","",""
"Nein","2002","2","Laendlicher Raum","","","",""
"Nein","2002","3","Staedtischer Raum","","","",""
"Nein","2002","3","Laendlicher Raum","","","",""
"Nein","2002","4","Staedtischer Raum","","","",""
"Nein","2002","4","Laendlicher Raum","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2003","2","Staedtischer Raum","3292","0.823990218426288","0.811885032483201","0.836095404369376"
"Ja","2003","2","Laendlicher Raum","2066","0.864422424849466","0.850428628516141","0.878416221182791"
"Ja","2003","3","Staedtischer Raum","3556","0.859924594461386","0.849110847692466","0.870738341230306"
"Ja","2003","3","Laendlicher Raum","2001","0.892088235795777","0.879015762441538","0.905160709150016"
"Ja","2003","4","Staedtischer Raum","3801","0.911408544780307","0.902674470731666","0.920142618828949"
"Ja","2003","4","Laendlicher Raum","1709","0.950042806424362","0.939882113064827","0.960203499783897"
"Ja","2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2003","2","Staedtischer Raum","510","0.176009781573712","0.163904595630624","0.188114967516799"
"Nein","2003","2","Laendlicher Raum","233","0.135577575150534","0.121583778817209","0.149571371483859"
"Nein","2003","3","Staedtischer Raum","401","0.140075405538614","0.129261658769694","0.150889152307534"
"Nein","2003","3","Laendlicher Raum","163","0.107911764204223","0.0948392908499842","0.120984237558462"
"Nein","2003","4","Staedtischer Raum","265","0.0885914552196929","0.0798573811710514","0.0973255292683344"
"Nein","2003","4","Laendlicher Raum","57","0.049957193575638","0.039796500216103","0.060117886935173"
"Nein","2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2004","2","Staedtischer Raum","","","",""
"Ja","2004","2","Laendlicher Raum","","","",""
"Ja","2004","3","Staedtischer Raum","","","",""
"Ja","2004","3","Laendlicher Raum","","","",""
"Ja","2004","4","Staedtischer Raum","","","",""
"Ja","2004","4","Laendlicher Raum","","","",""
"Ja","2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2004","2","Staedtischer Raum","","","",""
"Nein","2004","2","Laendlicher Raum","","","",""
"Nein","2004","3","Staedtischer Raum","","","",""
"Nein","2004","3","Laendlicher Raum","","","",""
"Nein","2004","4","Staedtischer Raum","","","",""
"Nein","2004","4","Laendlicher Raum","","","",""
"Nein","2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2005","2","Staedtischer Raum","2908","0.810554345609693","0.797401967228919","0.823706723990467"
"Ja","2005","2","Laendlicher Raum","1847","0.860379587122104","0.845408979569379","0.875350194674829"
"Ja","2005","3","Staedtischer Raum","3218","0.865713235604131","0.85454745901995","0.876879012188313"
"Ja","2005","3","Laendlicher Raum","1799","0.90269968679968","0.889508376041473","0.915890997557888"
"Ja","2005","4","Staedtischer Raum","3538","0.902828656628394","0.893381440100947","0.912275873155841"
"Ja","2005","4","Laendlicher Raum","1620","0.959101655373151","0.94959987236907","0.968603438377232"
"Ja","2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2005","2","Staedtischer Raum","502","0.189445654390307","0.176293276009534","0.202598032771081"
