year,hhtyp,quintil_oecd_hh,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,1st Quintile,Yes,0.28267,257,821,0.25185,0.31349
2001,Single-person household,1st Quintile,No,0.71733,564,821,0.68651,0.74815
2001,Single-person household,2nd Quintile,Yes,0.40572,261,598,0.36633,0.44511
2001,Single-person household,2nd Quintile,No,0.59428,337,598,0.55489,0.63367
2001,Single-person household,3rd Quintile,Yes,0.55637,314,541,0.51446,0.59827
2001,Single-person household,3rd Quintile,No,0.44363,227,541,0.40173,0.48554
2001,Single-person household,4th Quintile,Yes,0.68791,349,493,0.64696,0.72885
2001,Single-person household,4th Quintile,No,0.31209,144,493,0.27115,0.35304
2001,Single-person household,5th Quintile,Yes,0.81137,370,450,0.77519,0.84756
2001,Single-person household,5th Quintile,No,0.18863,80,450,0.15244,0.22481
2001,Couple without children,1st Quintile,Yes,0.67119,264,408,0.62555,0.71683
2001,Couple without children,1st Quintile,No,0.32881,144,408,0.28317,0.37445
2001,Couple without children,2nd Quintile,Yes,0.78988,493,618,0.75774,0.82203
2001,Couple without children,2nd Quintile,No,0.21012,125,618,0.17797,0.24226
2001,Couple without children,3rd Quintile,Yes,0.87204,645,729,0.84778,0.89631
2001,Couple without children,3rd Quintile,No,0.12796,84,729,0.10369,0.15222
2001,Couple without children,4th Quintile,Yes,0.92836,782,840,0.91090,0.94581
2001,Couple without children,4th Quintile,No,0.07164,58,840,0.05419,0.08910
2001,Couple without children,5th Quintile,Yes,0.97637,953,953,0.96672,0.98602
2001,Single parent,1st Quintile,Yes,0.52048,154,297,0.46356,0.57739
2001,Single parent,1st Quintile,No,0.47952,143,297,0.42261,0.53644
2001,Single parent,2nd Quintile,Yes,0.76499,131,174,0.70180,0.82817
2001,Single parent,2nd Quintile,No,0.23501,43,174,0.17183,0.29820
2001,Single parent,3rd Quintile,Yes,0.79572,89,89,0.71148,0.87996
2001,Single parent,4th Quintile,Yes,0.93892,68,68,0.88158,0.99626
2001,Single parent,5th Quintile,Yes,0.96090,48,48,0.90549,1.01632
2001,Couple with children,1st Quintile,Yes,0.83338,523,638,0.80445,0.86232
2001,Couple with children,1st Quintile,No,0.16662,115,638,0.13768,0.19555
2001,Couple with children,2nd Quintile,Yes,0.96899,958,990,0.95819,0.97980
2001,Couple with children,2nd Quintile,No,0.03101,32,990,0.02020,0.04181
2001,Couple with children,3rd Quintile,Yes,0.97642,974,974,0.96689,0.98595
2001,Couple with children,4th Quintile,Yes,0.98767,882,882,0.98038,0.99496
2001,Couple with children,5th Quintile,Yes,0.99174,638,638,0.98471,0.99877
2001,Multi-generational household,2nd Quintile,Yes,0.83209,37,37,0.70998,0.95419
2001,Multi-generational household,3rd Quintile,Yes,0.93517,31,31,0.84705,1.02328
2001,Multi-generational household,4th Quintile,Yes,0.89808,33,33,0.79326,1.00291
2001,Other Combinations,5th Quintile,Yes,0.97555,31,31,0.92029,1.03082
2003,Single-person household,1st Quintile,Yes,0.28699,247,786,0.25534,0.31863
2003,Single-person household,1st Quintile,No,0.71301,539,786,0.68137,0.74466
2003,Single-person household,2nd Quintile,Yes,0.39437,238,548,0.35341,0.43533
2003,Single-person household,2nd Quintile,No,0.60563,310,548,0.56467,0.64659
2003,Single-person household,3rd Quintile,Yes,0.59007,332,549,0.54889,0.63125
2003,Single-person household,3rd Quintile,No,0.40993,217,549,0.36875,0.45111
2003,Single-person household,4th Quintile,Yes,0.68800,347,494,0.64711,0.72890
2003,Single-person household,4th Quintile,No,0.31200,147,494,0.27110,0.35289
2003,Single-person household,5th Quintile,Yes,0.80199,422,514,0.76751,0.83648
2003,Single-person household,5th Quintile,No,0.19801,92,514,0.16352,0.23249
2003,Couple without children,1st Quintile,Yes,0.65209,276,424,0.60670,0.69748
2003,Couple without children,1st Quintile,No,0.34791,148,424,0.30252,0.39330
2003,Couple without children,2nd Quintile,Yes,0.83638,518,625,0.80736,0.86541
2003,Couple without children,2nd Quintile,No,0.16362,107,625,0.13459,0.19264
2003,Couple without children,3rd Quintile,Yes,0.85630,562,646,0.82922,0.88337
2003,Couple without children,3rd Quintile,No,0.14370,84,646,0.11663,0.17078
2003,Couple without children,4th Quintile,Yes,0.93385,720,773,0.91632,0.95139
2003,Couple without children,4th Quintile,No,0.06615,53,773,0.04861,0.08368
2003,Couple without children,5th Quintile,Yes,0.97787,1317,1317,0.96992,0.98581
2003,Single parent,1st Quintile,Yes,0.46213,134,297,0.40533,0.51893
2003,Single parent,1st Quintile,No,0.53787,163,297,0.48107,0.59467
2003,Single parent,2nd Quintile,Yes,0.70999,109,150,0.63713,0.78285
2003,Single parent,2nd Quintile,No,0.29001,41,150,0.21715,0.36287
2003,Single parent,3rd Quintile,Yes,0.85869,85,85,0.78420,0.93319
2003,Single parent,4th Quintile,Yes,0.97811,79,79,0.94563,1.01058
2003,Single parent,5th Quintile,Yes,0.95425,62,62,0.90182,1.00668
2003,Couple with children,1st Quintile,Yes,0.81574,404,491,0.78141,0.85006
2003,Couple with children,1st Quintile,No,0.18426,87,491,0.14994,0.21859
2003,Couple with children,2nd Quintile,Yes,0.95926,794,828,0.94578,0.97273
2003,Couple with children,2nd Quintile,No,0.04074,34,828,0.02727,0.05422
2003,Couple with children,3rd Quintile,Yes,0.98419,877,877,0.97593,0.99245
2003,Couple with children,4th Quintile,Yes,0.98734,848,848,0.97982,0.99487
2003,Couple with children,5th Quintile,Yes,0.99121,1051,1051,0.98556,0.99686
2005,Single-person household,1st Quintile,Yes,0.29439,254,786,0.26251,0.32628
2005,Single-person household,1st Quintile,No,0.70561,532,786,0.67372,0.73749
2005,Single-person household,2nd Quintile,Yes,0.40595,250,560,0.36524,0.44666
2005,Single-person household,2nd Quintile,No,0.59405,310,560,0.55334,0.63476
2005,Single-person household,3rd Quintile,Yes,0.55266,298,519,0.50984,0.59548
2005,Single-person household,3rd Quintile,No,0.44734,221,519,0.40452,0.49016
2005,Single-person household,4th Quintile,Yes,0.71192,358,494,0.67195,0.75190
2005,Single-person household,4th Quintile,No,0.28808,136,494,0.24810,0.32805
2005,Single-person household,5th Quintile,Yes,0.80527,443,529,0.77149,0.83905
2005,Single-person household,5th Quintile,No,0.19473,86,529,0.16095,0.22851
2005,Couple without children,1st Quintile,Yes,0.65267,239,366,0.60383,0.70152
2005,Couple without children,1st Quintile,No,0.34733,127,366,0.29848,0.39617
2005,Couple without children,2nd Quintile,Yes,0.84885,540,630,0.82086,0.87685
2005,Couple without children,2nd Quintile,No,0.15115,90,630,0.12315,0.17914
2005,Couple without children,3rd Quintile,Yes,0.87706,562,635,0.85150,0.90262
2005,Couple without children,3rd Quintile,No,0.12294,73,635,0.09738,0.14850
2005,Couple without children,4th Quintile,Yes,0.93573,711,758,0.91826,0.95320
2005,Couple without children,4th Quintile,No,0.06427,47,758,0.04680,0.08174
2005,Couple without children,5th Quintile,Yes,0.98051,1264,1264,0.97288,0.98813
2005,Single parent,1st Quintile,Yes,0.51632,160,313,0.46086,0.57177
2005,Single parent,1st Quintile,No,0.48368,153,313,0.42823,0.53914
2005,Single parent,2nd Quintile,Yes,0.76780,102,102,0.68546,0.85015
2005,Single parent,3rd Quintile,Yes,0.75689,86,86,0.66570,0.84808
2005,Single parent,4th Quintile,Yes,0.93655,81,81,0.88313,0.98997
2005,Single parent,5th Quintile,Yes,0.99109,50,50,0.96479,1.01740
2005,Couple with children,1st Quintile,Yes,0.75986,353,450,0.72035,0.79937
2005,Couple with children,1st Quintile,No,0.24014,97,450,0.20063,0.27965
2005,Couple with children,2nd Quintile,Yes,0.95677,669,701,0.94170,0.97183
