year,regtyp,rentown,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,Owner,Yes,0.89310,2886,3132,0.88228,0.90392
2001,Urban regions,Owner,No,0.10690,246,3132,0.09608,0.11772
2001,Urban regions,Tenant,Yes,0.66252,3311,4617,0.64888,0.67616
2001,Urban regions,Tenant,No,0.33748,1306,4617,0.32384,0.35112
2001,Rural regions,Owner,Yes,0.87530,1923,2121,0.86123,0.88936
2001,Rural regions,Owner,No,0.12470,198,2121,0.11064,0.13877
2001,Rural regions,Tenant,Yes,0.65950,1273,1758,0.63734,0.68165
2001,Rural regions,Tenant,No,0.34050,485,1758,0.31835,0.36266
2003,Urban regions,Owner,Yes,0.89384,3306,3542,0.88369,0.90398
2003,Urban regions,Owner,No,0.10616,236,3542,0.09602,0.11631
2003,Urban regions,Tenant,Yes,0.65281,3142,4417,0.63877,0.66685
2003,Urban regions,Tenant,No,0.34719,1275,4417,0.33315,0.36123
2003,Rural regions,Owner,Yes,0.88608,1941,2101,0.87249,0.89967
2003,Rural regions,Owner,No,0.11392,160,2101,0.10033,0.12751
2003,Rural regions,Tenant,Yes,0.66460,1234,1702,0.64216,0.68704
2003,Rural regions,Tenant,No,0.33540,468,1702,0.31296,0.35784
2005,Urban regions,Owner,Yes,0.89664,3104,3324,0.88629,0.90699
2005,Urban regions,Owner,No,0.10336,220,3324,0.09301,0.11371
2005,Urban regions,Tenant,Yes,0.65011,2966,4197,0.63568,0.66454
2005,Urban regions,Tenant,No,0.34989,1231,4197,0.33546,0.36432
2005,Rural regions,Owner,Yes,0.89029,1892,2043,0.87673,0.90384
2005,Rural regions,Owner,No,0.10971,151,2043,0.09616,0.12327
2005,Rural regions,Tenant,Yes,0.67515,1146,1590,0.65212,0.69818
2005,Rural regions,Tenant,No,0.32485,444,1590,0.30182,0.34788
2007,Urban regions,Owner,Yes,0.91223,3256,3452,0.90279,0.92167
2007,Urban regions,Owner,No,0.08777,196,3452,0.07833,0.09721
2007,Urban regions,Tenant,Yes,0.63644,2898,4121,0.62175,0.65113
2007,Urban regions,Tenant,No,0.36356,1223,4121,0.34887,0.37825
2007,Rural regions,Owner,Yes,0.90155,2005,2145,0.88894,0.91416
2007,Rural regions,Owner,No,0.09845,140,2145,0.08584,0.11106
2007,Rural regions,Tenant,Yes,0.68104,1210,1685,0.65878,0.70330
2007,Rural regions,Tenant,No,0.31896,475,1685,0.29670,0.34122
2011,Urban regions,Owner,Yes,0.91058,3367,3586,0.90124,0.91993
2011,Urban regions,Owner,No,0.08942,219,3586,0.08007,0.09876
2011,Urban regions,Tenant,Yes,0.63135,2909,4271,0.61688,0.64582
2011,Urban regions,Tenant,No,0.36865,1362,4271,0.35418,0.38312
2011,Rural regions,Owner,Yes,0.92407,2213,2343,0.91334,0.93480
2011,Rural regions,Owner,No,0.07593,130,2343,0.06520,0.08666
2011,Rural regions,Tenant,Yes,0.66496,1300,1852,0.64346,0.68646
2011,Rural regions,Tenant,No,0.33504,552,1852,0.31354,0.35654
2013,Urban regions,Owner,Yes,0.91073,3502,3737,0.90158,0.91987
2013,Urban regions,Owner,No,0.08927,235,3737,0.08013,0.09842
2013,Urban regions,Tenant,Yes,0.62549,3760,5627,0.61284,0.63814
2013,Urban regions,Tenant,No,0.37451,1867,5627,0.36186,0.38716
2013,Rural regions,Owner,Yes,0.91796,2222,2356,0.90688,0.92905
2013,Rural regions,Owner,No,0.08204,134,2356,0.07095,0.09312
2013,Rural regions,Tenant,Yes,0.67615,1615,2211,0.65664,0.69566
2013,Rural regions,Tenant,No,0.32385,596,2211,0.30434,0.34336
2016,Urban regions,Owner,Yes,0.91618,3560,3767,0.90733,0.92503
2016,Urban regions,Owner,No,0.08382,207,3767,0.07497,0.09267
2016,Urban regions,Tenant,Yes,0.62893,3829,5594,0.61627,0.64159
2016,Urban regions,Tenant,No,0.37107,1765,5594,0.35841,0.38373
2016,Rural regions,Owner,Yes,0.91917,2397,2529,0.90854,0.92979
2016,Rural regions,Owner,No,0.08083,132,2529,0.07021,0.09146
2016,Rural regions,Tenant,Yes,0.68958,1773,2390,0.67103,0.70813
2016,Rural regions,Tenant,No,0.31042,617,2390,0.29187,0.32897
2017,Urban regions,Owner,Yes,0.91369,4037,4257,0.90526,0.92213
2017,Urban regions,Owner,No,0.08631,220,4257,0.07787,0.09474
2017,Urban regions,Tenant,Yes,0.62516,4414,7235,0.61400,0.63632
2017,Urban regions,Tenant,No,0.37484,2821,7235,0.36368,0.38600
2017,Rural regions,Owner,Yes,0.93082,2686,2801,0.92142,0.94022
2017,Rural regions,Owner,No,0.06918,115,2801,0.05978,0.07858
2017,Rural regions,Tenant,Yes,0.68465,2116,3169,0.66847,0.70083
