year,hhtyp,rentown,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,Owner,Yes,0.63068,486,770,0.59657,0.66479
2001,Single-person household,Owner,No,0.36932,284,770,0.33521,0.40343
2001,Single-person household,Tenant,Yes,0.47503,1066,2135,0.45384,0.49621
2001,Single-person household,Tenant,No,0.52497,1069,2135,0.50379,0.54616
2001,Couple without children,Owner,Yes,0.94203,1666,1776,0.93116,0.95290
2001,Couple without children,Owner,No,0.05797,110,1776,0.04710,0.06884
2001,Couple without children,Tenant,Yes,0.81411,1471,1798,0.79613,0.83210
2001,Couple without children,Tenant,No,0.18589,327,1798,0.16790,0.20387
2001,Single parent,Owner,Yes,0.90813,175,175,0.86521,0.95105
2001,Single parent,Tenant,Yes,0.62068,315,512,0.57861,0.66275
2001,Single parent,Tenant,No,0.37932,197,512,0.33725,0.42139
2001,Couple with children,Owner,Yes,0.99019,2307,2307,0.98617,0.99421
2001,Couple with children,Tenant,Yes,0.92010,1668,1829,0.90767,0.93253
2001,Couple with children,Tenant,No,0.07990,161,1829,0.06747,0.09233
2001,Multi-generational household,Owner,Yes,0.92530,111,111,0.87616,0.97443
2001,Multi-generational household,Tenant,Yes,0.71993,34,34,0.56673,0.87314
2001,Other Combinations,Owner,Yes,0.95138,64,64,0.89826,1.00449
2003,Single-person household,Owner,Yes,0.65132,523,783,0.61792,0.68472
2003,Single-person household,Owner,No,0.34868,260,783,0.31528,0.38208
2003,Single-person household,Tenant,Yes,0.48186,1064,2112,0.46055,0.50318
2003,Single-person household,Tenant,No,0.51814,1048,2112,0.49682,0.53945
2003,Couple without children,Owner,Yes,0.94595,1920,2016,0.93608,0.95583
2003,Couple without children,Owner,No,0.05405,96,2016,0.04417,0.06392
2003,Couple without children,Tenant,Yes,0.80929,1473,1794,0.79110,0.82747
2003,Couple without children,Tenant,No,0.19071,321,1794,0.17253,0.20890
2003,Single parent,Owner,Yes,0.91746,180,180,0.87714,0.95777
2003,Single parent,Tenant,Yes,0.58832,289,501,0.54518,0.63146
2003,Single parent,Tenant,No,0.41168,212,501,0.36854,0.45482
2003,Couple with children,Owner,Yes,0.99164,2486,2486,0.98806,0.99522
2003,Couple with children,Tenant,Yes,0.91302,1488,1620,0.89929,0.92675
2003,Couple with children,Tenant,No,0.08698,132,1620,0.07325,0.10071
2003,Multi-generational household,Owner,Yes,0.89975,78,78,0.83267,0.96683
2003,Multi-generational household,Tenant,Yes,0.76584,32,32,0.61677,0.91492
2003,Other Combinations,Owner,Yes,0.97415,60,60,0.93366,1.01464
2005,Single-person household,Owner,Yes,0.65147,540,802,0.61847,0.68447
2005,Single-person household,Owner,No,0.34853,262,802,0.31553,0.38153
2005,Single-person household,Tenant,Yes,0.48496,1063,2088,0.46352,0.50641
2005,Single-person household,Tenant,No,0.51504,1025,2088,0.49359,0.53648
2005,Couple without children,Owner,Yes,0.95613,1882,1964,0.94707,0.96519
2005,Couple without children,Owner,No,0.04387,82,1964,0.03481,0.05293
2005,Couple without children,Tenant,Yes,0.82117,1434,1715,0.80303,0.83931
2005,Couple without children,Tenant,No,0.17883,281,1715,0.16069,0.19697
2005,Single parent,Owner,Yes,0.92520,184,184,0.88709,0.96332
2005,Single parent,Tenant,Yes,0.60768,295,494,0.56458,0.65079
2005,Single parent,Tenant,No,0.39232,199,494,0.34921,0.43542
2005,Couple with children,Owner,Yes,0.99546,2266,2266,0.99269,0.99823
2005,Couple with children,Tenant,Yes,0.88902,1268,1411,0.87262,0.90541
2005,Couple with children,Tenant,No,0.11098,143,1411,0.09459,0.12738
2005,Multi-generational household,Owner,Yes,0.96417,72,72,0.92093,1.00740
2005,Other Combinations,Tenant,Yes,0.72412,31,31,0.56418,0.88406
2007,Single-person household,Owner,Yes,0.71173,651,886,0.68188,0.74157
2007,Single-person household,Owner,No,0.28827,235,886,0.25843,0.31812
2007,Single-person household,Tenant,Yes,0.47791,1123,2196,0.45701,0.49881
2007,Single-person household,Tenant,No,0.52209,1073,2196,0.50119,0.54299
2007,Couple without children,Owner,Yes,0.96268,2091,2167,0.95470,0.97067
2007,Couple without children,Owner,No,0.03732,76,2167,0.02933,0.04530
2007,Couple without children,Tenant,Yes,0.82628,1434,1700,0.80827,0.84430
2007,Couple without children,Tenant,No,0.17372,266,1700,0.15570,0.19173
2007,Single parent,Owner,Yes,0.92592,199,199,0.88944,0.96240
2007,Single parent,Tenant,Yes,0.56356,287,498,0.51996,0.60717
2007,Single parent,Tenant,No,0.43644,211,498,0.39283,0.48004
2007,Couple with children,Owner,Yes,0.99501,2211,2211,0.99207,0.99795
2007,Couple with children,Tenant,Yes,0.90125,1220,1346,0.88531,0.91720
2007,Couple with children,Tenant,No,0.09875,126,1346,0.08280,0.11469
2007,Multi-generational household,Owner,Yes,0.95671,60,60,0.90478,1.00864
2007,Other Combinations,Owner,Yes,0.98291,49,49,0.94625,1.01958
2011,Single-person household,Owner,Yes,0.77586,828,1067,0.75083,0.80089
2011,Single-person household,Owner,No,0.22414,239,1067,0.19911,0.24917
2011,Single-person household,Tenant,Yes,0.48703,1202,2428,0.46715,0.50692
2011,Single-person household,Tenant,No,0.51297,1226,2428,0.49308,0.53285
2011,Couple without children,Owner,Yes,0.96191,2427,2510,0.95442,0.96940
2011,Couple without children,Owner,No,0.03809,83,2510,0.03060,0.04558
2011,Couple without children,Tenant,Yes,0.83454,1551,1852,0.81761,0.85147
2011,Couple without children,Tenant,No,0.16546,301,1852,0.14853,0.18239
2011,Single parent,Owner,Yes,0.90210,208,208,0.86162,0.94258
