"plh0172","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Schleswig-Holstein","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Schleswig-Holstein","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Hamburg","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Hamburg","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Niedersachsen","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Niedersachsen","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Bremen","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Bremen","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Nordrhein-Westfalen","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Nordrhein-Westfalen","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Hessen","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Hessen","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Rheinland-Pfalz,Saarland","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Rheinland-Pfalz,Saarland","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Baden-Wuerttemberg","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Baden-Wuerttemberg","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Bayern","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Bayern","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Saarland","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Saarland","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Berlin","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Berlin","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Brandenburg","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Brandenburg","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Mecklenburg-Vorpommern","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Mecklenburg-Vorpommern","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Sachsen","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Sachsen","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","Sachsen-Anhalt","maennlich","","","",""
