year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,,,,,,,,,,,,
1985,Rural regions,,,,,,,,,,,,
1986,Urban regions,,,,,,,,,,,,
1986,Rural regions,,,,,,,,,,,,
1987,Urban regions,,,,,,,,,,,,
1987,Rural regions,,,,,,,,,,,,
1988,Urban regions,,,,,,,,,,,,
1988,Rural regions,,,,,,,,,,,,
1989,Urban regions,,,,,,,,,,,,
1989,Rural regions,,,,,,,,,,,,
1990,Urban regions,,,,,,,,,,,,
1990,Rural regions,,,,,,,,,,,,
1991,Urban regions,,,,,,,,,,,,
1991,Rural regions,,,,,,,,,,,,
1992,Urban regions,,,,,,,,,,,,
1992,Rural regions,,,,,,,,,,,,
1993,Urban regions,,,,,,,,,,,,
1993,Rural regions,,,,,,,,,,,,
1994,Urban regions,,,,,,,,,,,,
1994,Rural regions,,,,,,,,,,,,
1995,Urban regions,,,,,,,,,,,,
1995,Rural regions,,,,,,,,,,,,
1996,Urban regions,,,,,,,,,,,,
1996,Rural regions,,,,,,,,,,,,
1997,Urban regions,,,,,,,,,,,,
1997,Rural regions,,,,,,,,,,,,
1998,Urban regions,,,,,,,,,,,,
1998,Rural regions,,,,,,,,,,,,
1999,Urban regions,,,,,,,,,,,,
1999,Rural regions,,,,,,,,,,,,
2000,Urban regions,,,,,,,,,,,,
2000,Rural regions,,,,,,,,,,,,
2001,Urban regions,,,,,,,,,,,,
2001,Rural regions,,,,,,,,,,,,
2002,Urban regions,,,,,,,,,,,,
2002,Rural regions,,,,,,,,,,,,
2003,Urban regions,,,,,,,,,,,,
2003,Rural regions,,,,,,,,,,,,
2004,Urban regions,,,,,,,,,,,,
2004,Rural regions,,,,,,,,,,,,
2005,Urban regions,13633,3.96670,3.94582,3.98757,3.00000,4.00000,4.66667,1.0,7.0,4.0,4.00000,4.00000
2005,Rural regions,6847,4.04206,4.01337,4.07075,3.33333,4.00000,5.00000,1.0,7.0,4.0,4.00000,4.00000
2006,Urban regions,,,,,,,,,,,,
2006,Rural regions,,,,,,,,,,,,
2007,Urban regions,,,,,,,,,,,,
2007,Rural regions,,,,,,,,,,,,
2008,Urban regions,,,,,,,,,,,,
2008,Rural regions,,,,,,,,,,,,
2009,Urban regions,11577,3.84119,3.81879,3.86359,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.66667,4.00000
2009,Rural regions,6226,3.91465,3.88424,3.94507,3.00000,4.00000,4.66667,1.0,7.0,4.0,4.00000,4.00000
2010,Urban regions,,,,,,,,,,,,
2010,Rural regions,,,,,,,,,,,,
2011,Urban regions,,,,,,,,,,,,
2011,Rural regions,,,,,,,,,,,,
2012,Urban regions,4426,3.93868,3.90104,3.97632,3.00000,4.00000,4.66667,1.0,7.0,4.0,4.00000,4.00000
2012,Rural regions,2681,3.90156,3.85509,3.94803,3.00000,4.00000,4.66667,1.0,7.0,4.0,3.66667,4.00000
2013,Urban regions,11961,3.74868,3.72653,3.77083,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.66667,3.66667
2013,Rural regions,6723,3.80094,3.77208,3.82981,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.66667,4.00000
2014,Urban regions,,,,,,,,,,,,
2014,Rural regions,,,,,,,,,,,,
2015,Urban regions,,,,,,,,,,,,
2015,Rural regions,,,,,,,,,,,,
2016,Urban regions,,,,,,,,,,,,
2016,Rural regions,,,,,,,,,,,,
2017,Urban regions,18624,3.80812,3.79024,3.82601,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.66667,4.00000
2017,Rural regions,9905,3.84024,3.81627,3.86420,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.66667,4.00000
2018,Urban regions,,,,,,,,,,,,
2018,Rural regions,,,,,,,,,,,,
2019,Urban regions,16267,3.57878,3.55918,3.59839,2.66667,3.66667,4.33333,1.0,6.83333,3.6666667,3.33333,3.66667
2019,Rural regions,8714,3.64928,3.62350,3.67505,2.66667,3.66667,4.33333,1.0,6.83333,3.6666667,3.66667,3.66667
2020,Urban regions,,,,,,,,,,,,
2020,Rural regions,,,,,,,,,,,,
2021,Urban regions,,,,,,,,,,,,
2021,Rural regions,,,,,,,,,,,,
2022,Urban regions,,,,,,,,,,,,
2022,Rural regions,,,,,,,,,,,,
