year,bula_h,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Pre-primary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,Primary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,Lower Secondary Level,32,37.27072,33.96409,40.57734,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1984,Schleswig-Holstein,Upper Secondary Level,141,38.58149,36.50789,40.65508,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1984,Schleswig-Holstein,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Schleswig-Holstein,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Hamburg,Pre-primary Level,,,,,,,,,,,,
1984,Hamburg,Primary Level,,,,,,,,,,,,
1984,Hamburg,Lower Secondary Level,31,37.69886,35.22351,40.17422,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Hamburg,Upper Secondary Level,83,38.99852,36.54341,41.45363,40.00000,40.00000,41.00000,38.50000,42.50000,40.0,40.00000,40.00000
1984,Hamburg,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Hamburg,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Hamburg,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Lower Saxony,Pre-primary Level,,,,,,,,,,,,
1984,Lower Saxony,Primary Level,,,,,,,,,,,,
1984,Lower Saxony,Lower Secondary Level,129,38.10858,35.83633,40.38083,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Lower Saxony,Upper Secondary Level,324,39.26538,37.83132,40.69944,40.00000,40.00000,42.00000,37.00000,45.00000,40.0,40.00000,40.00000
1984,Lower Saxony,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Lower Saxony,First Stage of Tertiary Education,48,44.91397,40.73452,49.09342,40.00000,45.00000,54.00000,19.00000,70.0,45.0,42.00000,50.00000
1984,Lower Saxony,Second Stage of Tertiary Education,59,42.61018,38.16245,47.05791,37.33768,45.00000,50.19261,18.05528,69.47500,45.0,42.00000,50.00000
1984,Bremen,Primary Level,,,,,,,,,,,,
1984,Bremen,Lower Secondary Level,,,,,,,,,,,,
1984,Bremen,Upper Secondary Level,,,,,,,,,,,,
1984,Bremen,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Bremen,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Bremen,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,North Rhine-Westphalia,Pre-primary Level,,,,,,,,,,,,
1984,North Rhine-Westphalia,Primary Level,135,41.28975,39.39228,43.18723,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,North Rhine-Westphalia,Lower Secondary Level,370,37.79638,36.66693,38.92582,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,North Rhine-Westphalia,Upper Secondary Level,823,40.56564,39.76347,41.36781,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,North Rhine-Westphalia,Post-secondary Non-tertiary Level,53,43.83839,40.45266,47.22412,40.00000,40.00000,50.00000,25.00000,65.00000,40.0,40.00000,45.00000
1984,North Rhine-Westphalia,First Stage of Tertiary Education,104,40.77316,38.32742,43.21890,40.00000,40.00000,46.00000,31.00000,55.00000,40.0,40.00000,42.00000
1984,North Rhine-Westphalia,Second Stage of Tertiary Education,158,42.50273,40.36278,44.64267,40.00000,42.00000,50.00000,25.00000,65.00000,42.0,40.00000,45.00000
1984,Hesse,Pre-primary Level,,,,,,,,,,,,
1984,Hesse,Primary Level,63,40.51563,37.93533,43.09592,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Hesse,Lower Secondary Level,151,33.17003,30.91725,35.42280,24.51696,40.00000,40.00000,2.0,63.22456,40.0,40.00000,40.00000
1984,Hesse,Upper Secondary Level,347,39.82805,38.63362,41.02248,40.00000,40.00000,44.00000,34.00000,50.00000,40.0,40.00000,40.00000
1984,Hesse,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Hesse,First Stage of Tertiary Education,37,43.76320,38.30657,49.21984,40.00000,42.91670,50.00000,25.00000,65.00000,43.0,40.00000,50.00000
1984,Hesse,Second Stage of Tertiary Education,66,41.70791,38.87718,44.53865,40.00000,42.00000,50.00000,25.00000,65.00000,42.0,40.00000,45.00000
1984,"Rhineland-Palatinate, Saarland",Pre-primary Level,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",Primary Level,41,36.60323,33.15680,40.04966,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,95,37.51811,34.52830,40.50791,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,227,41.40960,40.02132,42.79787,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,,,,,,,,,,,,
