year,age_gr,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Pre-primary Level,Yes,0.53488,101,187,0.46319,0.60656
1984,17-29 y.,Pre-primary Level,No,0.46512,86,187,0.39344,0.53681
1984,17-29 y.,Primary Level,Yes,0.66595,117,206,0.60138,0.73052
1984,17-29 y.,Primary Level,No,0.33405,89,206,0.26948,0.39862
1984,17-29 y.,Lower Secondary Level,Yes,0.62465,630,1046,0.59529,0.65401
1984,17-29 y.,Lower Secondary Level,No,0.37535,416,1046,0.34599,0.40471
1984,17-29 y.,Upper Secondary Level,Yes,0.64964,1022,1603,0.62628,0.67300
1984,17-29 y.,Upper Secondary Level,No,0.35036,581,1603,0.32700,0.37372
1984,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.64590,76,125,0.56172,0.73008
1984,17-29 y.,Post-secondary Non-tertiary Level,No,0.35410,49,125,0.26992,0.43828
1984,17-29 y.,First Stage of Tertiary Education,Yes,0.74444,92,125,0.66767,0.82122
1984,17-29 y.,First Stage of Tertiary Education,No,0.25556,33,125,0.17878,0.33233
1984,17-29 y.,Second Stage of Tertiary Education,Yes,0.63353,81,128,0.54973,0.71733
1984,17-29 y.,Second Stage of Tertiary Education,No,0.36647,47,128,0.28267,0.45027
1984,30-45 y.,Primary Level,Yes,0.61328,241,399,0.56543,0.66112
1984,30-45 y.,Primary Level,No,0.38672,158,399,0.33888,0.43457
1984,30-45 y.,Lower Secondary Level,Yes,0.62506,503,804,0.59158,0.65854
1984,30-45 y.,Lower Secondary Level,No,0.37494,301,804,0.34146,0.40842
1984,30-45 y.,Upper Secondary Level,Yes,0.64973,1260,1949,0.62854,0.67091
1984,30-45 y.,Upper Secondary Level,No,0.35027,689,1949,0.32909,0.37146
1984,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.75008,63,99,0.66436,0.83580
1984,30-45 y.,Post-secondary Non-tertiary Level,No,0.24992,36,99,0.16420,0.33564
1984,30-45 y.,First Stage of Tertiary Education,Yes,0.66557,167,249,0.60685,0.72429
1984,30-45 y.,First Stage of Tertiary Education,No,0.33443,82,249,0.27571,0.39315
1984,30-45 y.,Second Stage of Tertiary Education,Yes,0.61994,231,378,0.57094,0.66894
1984,30-45 y.,Second Stage of Tertiary Education,No,0.38006,147,378,0.33106,0.42906
1984,46-65 y.,Primary Level,Yes,0.67781,259,379,0.63070,0.72492
1984,46-65 y.,Primary Level,No,0.32219,120,379,0.27508,0.36930
1984,46-65 y.,Lower Secondary Level,Yes,0.75734,794,1084,0.73181,0.78287
1984,46-65 y.,Lower Secondary Level,No,0.24266,290,1084,0.21713,0.26819
1984,46-65 y.,Upper Secondary Level,Yes,0.74138,1158,1583,0.71981,0.76296
1984,46-65 y.,Upper Secondary Level,No,0.25862,425,1583,0.23704,0.28019
1984,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.64014,42,42,0.49322,0.78705
1984,46-65 y.,First Stage of Tertiary Education,Yes,0.81948,165,203,0.76644,0.87252
1984,46-65 y.,First Stage of Tertiary Education,No,0.18052,38,203,0.12748,0.23356
1984,46-65 y.,Second Stage of Tertiary Education,Yes,0.74993,164,221,0.69270,0.80715
1984,46-65 y.,Second Stage of Tertiary Education,No,0.25007,57,221,0.19285,0.30730
1984,66 and older,Lower Secondary Level,Yes,0.85480,439,514,0.82431,0.88528
1984,66 and older,Lower Secondary Level,No,0.14520,75,514,0.11472,0.17569
1984,66 and older,Upper Secondary Level,Yes,0.84600,482,570,0.81634,0.87566
1984,66 and older,Upper Secondary Level,No,0.15400,88,570,0.12434,0.18366
1984,66 and older,First Stage of Tertiary Education,Yes,0.82820,69,69,0.73855,0.91786
1984,66 and older,Second Stage of Tertiary Education,Yes,0.76825,47,47,0.64632,0.89019
1985,17-29 y.,Pre-primary Level,Yes,0.60355,111,187,0.53325,0.67385
1985,17-29 y.,Pre-primary Level,No,0.39645,76,187,0.32615,0.46675
1985,17-29 y.,Primary Level,Yes,0.67263,104,163,0.60037,0.74489
1985,17-29 y.,Primary Level,No,0.32737,59,163,0.25511,0.39963
1985,17-29 y.,Lower Secondary Level,Yes,0.65538,585,959,0.62529,0.68548
1985,17-29 y.,Lower Secondary Level,No,0.34462,374,959,0.31452,0.37471
1985,17-29 y.,Upper Secondary Level,Yes,0.65467,915,1431,0.63003,0.67932
1985,17-29 y.,Upper Secondary Level,No,0.34533,516,1431,0.32068,0.36997
1985,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.71498,75,110,0.63023,0.79973
