"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","(Fach-)Abitur","36.43","40","234","35.26","37.6"
"1984","16-34 Jahre alt","(noch) kein Abschluss","38.07","40","166","36.9","39.24"
"1984","16-34 Jahre alt","AkademikerInnen","37.15","40","160","35.7","38.6"
"1984","16-34 Jahre alt","Hauptschulabschluss","38.98","40","1477","38.63","39.33"
"1984","16-34 Jahre alt","Realschulabschluss","39.17","40","632","38.63","39.71"
"1984","35-65 Jahre alt","(Fach-)Abitur","39.62","40","158","38.54","40.7"
"1984","35-65 Jahre alt","(noch) kein Abschluss","38.82","40","477","38.3","39.34"
"1984","35-65 Jahre alt","AkademikerInnen","38.64","40","309","37.66","39.62"
"1984","35-65 Jahre alt","Hauptschulabschluss","37.14","40","2211","36.79","37.49"
"1984","35-65 Jahre alt","Realschulabschluss","36.54","40","396","35.56","37.52"
"1984","66 und älter","(Fach-)Abitur","","","","",""
"1984","66 und älter","(noch) kein Abschluss","","","","",""
"1984","66 und älter","AkademikerInnen","","","","",""
"1984","66 und älter","Hauptschulabschluss","","","","",""
"1984","66 und älter","Realschulabschluss","","","","",""
"1985","16-34 Jahre alt","(Fach-)Abitur","36.67","40","221","35.48","37.86"
"1985","16-34 Jahre alt","(noch) kein Abschluss","37.26","40","108","35.92","38.6"
"1985","16-34 Jahre alt","AkademikerInnen","37","40","145","35.75","38.25"
"1985","16-34 Jahre alt","Hauptschulabschluss","38.81","40","1246","38.46","39.16"
"1985","16-34 Jahre alt","Realschulabschluss","38.53","40","590","38.02","39.04"
"1985","35-65 Jahre alt","(Fach-)Abitur","39.55","40","124","38.79","40.31"
"1985","35-65 Jahre alt","(noch) kein Abschluss","39.26","40","388","38.62","39.9"
"1985","35-65 Jahre alt","AkademikerInnen","36.85","40","293","35.98","37.72"
"1985","35-65 Jahre alt","Hauptschulabschluss","36.43","40","1958","36.08","36.78"
"1985","35-65 Jahre alt","Realschulabschluss","35.4","40","373","34.47","36.33"
"1985","66 und älter","(Fach-)Abitur","","","","",""
"1985","66 und älter","(noch) kein Abschluss","","","","",""
"1985","66 und älter","AkademikerInnen","","","","",""
"1985","66 und älter","Hauptschulabschluss","","","","",""
"1985","66 und älter","Realschulabschluss","","","","",""
"1986","16-34 Jahre alt","(Fach-)Abitur","37.45","40","241","36.44","38.46"
"1986","16-34 Jahre alt","(noch) kein Abschluss","36.61","40","106","35.16","38.06"
"1986","16-34 Jahre alt","AkademikerInnen","36.19","40","151","34.92","37.46"
"1986","16-34 Jahre alt","Hauptschulabschluss","38.55","40","1230","38.23","38.87"
"1986","16-34 Jahre alt","Realschulabschluss","38.72","40","596","38.26","39.18"
"1986","35-65 Jahre alt","(Fach-)Abitur","37.83","40","121","36.76","38.9"
"1986","35-65 Jahre alt","(noch) kein Abschluss","39.02","40","355","38.45","39.59"
"1986","35-65 Jahre alt","AkademikerInnen","36.89","40","281","35.96","37.82"
"1986","35-65 Jahre alt","Hauptschulabschluss","36.46","40","1833","36.11","36.81"
"1986","35-65 Jahre alt","Realschulabschluss","35.9","40","348","35.05","36.75"
"1986","66 und älter","(Fach-)Abitur","","","","",""
"1986","66 und älter","(noch) kein Abschluss","","","","",""
"1986","66 und älter","AkademikerInnen","","","","",""
"1986","66 und älter","Hauptschulabschluss","","","","",""
"1986","66 und älter","Realschulabschluss","","","","",""
"1987","16-34 Jahre alt","(Fach-)Abitur","36.69","40","243","35.63","37.75"
"1987","16-34 Jahre alt","(noch) kein Abschluss","33.52","38.76","98","31.71","35.33"
"1987","16-34 Jahre alt","AkademikerInnen","35.99","40","144","34.59","37.39"
"1987","16-34 Jahre alt","Hauptschulabschluss","38.53","40","1204","38.2","38.86"
"1987","16-34 Jahre alt","Realschulabschluss","38.29","40","623","37.85","38.73"
"1987","35-65 Jahre alt","(Fach-)Abitur","38.07","40","118","37.03","39.11"
"1987","35-65 Jahre alt","(noch) kein Abschluss","38.61","40","346","37.92","39.3"
"1987","35-65 Jahre alt","AkademikerInnen","36.42","40","286","35.51","37.33"
"1987","35-65 Jahre alt","Hauptschulabschluss","36.29","40","1837","35.93","36.65"
"1987","35-65 Jahre alt","Realschulabschluss","35.66","40","338","34.77","36.55"
"1987","66 und älter","(Fach-)Abitur","","","","",""
"1987","66 und älter","(noch) kein Abschluss","","","","",""
"1987","66 und älter","AkademikerInnen","","","","",""
"1987","66 und älter","Hauptschulabschluss","","","","",""
"1987","66 und älter","Realschulabschluss","","","","",""
"1988","16-34 Jahre alt","(Fach-)Abitur","36.56","40","235","35.47","37.65"
"1988","16-34 Jahre alt","(noch) kein Abschluss","36.15","40","95","34.56","37.74"
"1988","16-34 Jahre alt","AkademikerInnen","36.94","40","137","35.7","38.18"
"1988","16-34 Jahre alt","Hauptschulabschluss","38.38","40","1129","38.02","38.74"
"1988","16-34 Jahre alt","Realschulabschluss","37.81","40","608","37.29","38.33"
"1988","35-65 Jahre alt","(Fach-)Abitur","37.33","40","111","35.99","38.67"
"1988","35-65 Jahre alt","(noch) kein Abschluss","37.1","40","296","36.34","37.86"
"1988","35-65 Jahre alt","AkademikerInnen","36.06","40","276","35.13","36.99"
"1988","35-65 Jahre alt","Hauptschulabschluss","36.04","40","1727","35.67","36.41"
"1988","35-65 Jahre alt","Realschulabschluss","35.3","40","339","34.39","36.21"
"1988","66 und älter","(Fach-)Abitur","","","","",""
"1988","66 und älter","(noch) kein Abschluss","","","","",""
"1988","66 und älter","AkademikerInnen","","","","",""
"1988","66 und älter","Hauptschulabschluss","","","","",""
"1988","66 und älter","Realschulabschluss","","","","",""
"1989","16-34 Jahre alt","(Fach-)Abitur","34.86","39","239","33.68","36.04"
"1989","16-34 Jahre alt","(noch) kein Abschluss","37.35","40","94","35.69","39.01"
"1989","16-34 Jahre alt","AkademikerInnen","37.87","40","136","36.93","38.81"
"1989","16-34 Jahre alt","Hauptschulabschluss","37.59","40","1150","37.21","37.97"
"1989","16-34 Jahre alt","Realschulabschluss","37.81","40","613","37.32","38.3"
"1989","35-65 Jahre alt","(Fach-)Abitur","37.72","40","115","36.61","38.83"
"1989","35-65 Jahre alt","(noch) kein Abschluss","36.64","39","284","35.83","37.45"
