"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","37.56","39","389","20","40","40","40","60","36.72","38.4","6","80","40","40"
"1984","(noch) kein Abschluss","38.46","38.5","623","35","40","40","40","54","37.96","38.96","4","70","40","40"
"1984","AkademikerIn","38.15","39","466","25","40","40","45","60","37.33","38.97","8","70","40","40"
"1984","Hauptschule","37.68","39.5","3683","24","40","40","40","60","37.42","37.94","0","80","40","40"
"1984","Realschule","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","37.52","39.5","343","25","40","40","40","50","36.7","38.34","5","66","40","40"
"1985","(noch) kein Abschluss","38.5","39.5","482","35","40","40","40","56","37.9","39.1","4","72","40","40"
"1985","AkademikerIn","36.87","39.5","435","24","39","40","40","45","36.15","37.59","10","66","40","40"
"1985","Hauptschule","37.22","39.5","3194","22","40","40","40","50","36.96","37.48","3","74","40","40"
"1985","Realschule","37.22","39.5","964","23","40","40","40","45","36.73","37.71","1","60","40","40"
"1986","(Fach-)Abitur","37.58","39.5","357","32","39","40","40","50","36.82","38.34","2","66","40","40"
"1986","(noch) kein Abschluss","38.09","39.5","449","35","39","40","40","48","37.52","38.66","5","56","40","40"
"1986","AkademikerIn","36.61","39.5","430","25","38","40","40","48","35.86","37.36","5","60","40","40"
"1986","Hauptschule","37.17","39.5","3055","25","38","40","40","50","36.92","37.42","3","60","40","40"
"1986","Realschule","37.51","39.5","945","25","39","40","40","45","37.07","37.95","3","76","40","40"
"1987","(Fach-)Abitur","37.07","39.5","356","25","38.5","40","40","50","36.28","37.86","4","56","40","40"
"1987","(noch) kein Abschluss","37.11","39.5","432","25","38","40","40","55","36.43","37.79","2","55","40","40"
"1987","AkademikerIn","36.26","39.5","428","24","38","40","40","45","35.5","37.02","5","60","40","40"
"1987","Hauptschule","37.02","39.5","3036","24","38","40","40","50","36.76","37.28","1","80","40","40"
"1987","Realschule","37.2","39.5","961","25","38","40","40","45","36.76","37.64","2","60","40","40"
"1988","(Fach-)Abitur","36.84","39.5","343","25","38","40","40","50","35.98","37.7","2","56","40","40"
"1988","(noch) kein Abschluss","36.66","39.5","382","30","38","40","40","42","35.95","37.37","2","49","40","40"
"1988","AkademikerIn","36.28","39.5","414","24","38","40","40","42","35.53","37.03","3","50","40","40"
"1988","Hauptschule","","","","","","","","","","","","","",""
"1988","Realschule","36.71","39.75","949","23","38","40","40","45","36.23","37.19","3","60","40","40"
"1989","(Fach-)Abitur","35.72","38.75","351","20","38","40","40","46","34.83","36.61","2","50","39","39"
"1989","(noch) kein Abschluss","36.85","38.75","371","30","37.5","40","40","45","36.11","37.59","2","60","38","39"
"1989","AkademikerIn","36.31","39.5","409","24","37","40","40","42","35.59","37.03","5","45","39","40"
"1989","Hauptschule","","","","","","","","","","","","","",""
"1989","Realschule","36.79","38.75","945","22","38","40","40","50","36.32","37.26","3","77","39","40"
"1990","(Fach-)Abitur","37.14","38.25","408","30","38","40","42","46","36.41","37.87","7","80","38.5","39"
"1990","(noch) kein Abschluss","36.54","38.25","352","30","37.5","40","40","47.5","35.78","37.3","5","48","38","39"
"1990","AkademikerIn","","","","","","","","","","","","","",""
"1990","Hauptschule","36.73","38.25","3771","24","37.5","40","43.7","50","36.49","36.97","2","80","39","39"
"1990","Realschule","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","36.34","38.25","430","20","37.5","40","40","50","35.62","37.06","5","56","38.5","38.5"
"1991","(noch) kein Abschluss","35.69","37.9","373","20","37.5","40","40","54","34.87","36.51","4","55","37.5","38"
"1991","AkademikerIn","","","","","","","","","","","","","",""
"1991","Hauptschule","36.03","38.25","3440","22.5","37","40","40","50","35.78","36.28","0","74","38.5","38.5"
"1991","Realschule","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","35.85","38.4","422","25","37.5","39","40","45","35.12","36.58","4","48","38.5","38.5"
"1992","(noch) kein Abschluss","35.48","37.9","342","20","37.5","40","40","50","34.66","36.3","2","50","37.5","38"
"1992","AkademikerIn","35.64","38.25","994","23","37","40","40","43.7","35.22","36.06","1","55","40","40"
"1992","Hauptschule","35.96","38.25","3151","22","37","40","40","50","35.7","36.22","0.6","70","38.5","38.5"
"1992","Realschule","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","35.72","38.25","423","22.5","37.5","39","40","42.5","34.99","36.45","4","50","38","38.5"
"1993","(noch) kein Abschluss","36.66","37.75","323","30","37.5","40","40","47.5","35.86","37.46","5","48","37.5","38"
"1993","AkademikerIn","35.92","38.25","977","25","37","40","40","43.8","35.52","36.32","0","50","39","40"
"1993","Hauptschule","","","","","","","","","","","","","",""
"1993","Realschule","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","35.43","38.25","438","22","37","39","40","43","34.7","36.16","3.5","60","38","38.5"
"1994","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1994","AkademikerIn","35.77","38.25","997","23","36","40","40","45","35.34","36.2","0","60","38.5","40"
"1994","Hauptschule","","","","","","","","","","","","","",""
"1994","Realschule","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","34.24","38.4","512","19","36","39","40","42.5","33.46","35.02","2.2","52","38","38.5"
"1995","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1995","AkademikerIn","","","","","","","","","","","","","",""
"1995","Hauptschule","","","","","","","","","","","","","",""
"1995","Realschule","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","33.94","38.25","510","19.3","35","39","40","44","33.17","34.71","0.3","56","38","38.5"
"1996","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1996","AkademikerIn","","","","","","","","","","","","","",""
"1996","Hauptschule","","","","","","","","","","","","","",""
"1996","Realschule","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","34.63","38.3","515","20","35","40","40","46","33.87","35.39","1","60","38.5","38.5"
"1997","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1997","AkademikerIn","","","","","","","","","","","","","",""
"1997","Hauptschule","","","","","","","","","","","","","",""
"1997","Realschule","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","33.67","38.4","569","17.5","35","39","40","45","32.91","34.43","2","60","38","38.5"
"1998","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1998","AkademikerIn","","","","","","","","","","","","","",""
"1998","Hauptschule","","","","","","","","","","","","","",""
"1998","Realschule","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","34.19","38.25","597","19","35","40","40","45","33.44","34.94","3","60","38.5","38.5"
"1999","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1999","AkademikerIn","","","","","","","","","","","","","",""
"1999","Hauptschule","","","","","","","","","","","","","",""
"1999","Realschule","","","","","","","","","","","","","",""
"2000","(Fach-)Abitur","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2000","AkademikerIn","","","","","","","","","","","","","",""
"2000","Hauptschule","34.56","37.9","4053","20","35","40","40","48","34.29","34.83","1","70","38","38"
"2000","Realschule","35.41","38.45","3729","20","35","40","40","48","35.14","35.68","2","72","38.5","38.5"
"2001","(Fach-)Abitur","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2001","AkademikerIn","","","","","","","","","","","","","",""
"2001","Hauptschule","34.27","37.9","3651","19.5","35","40","40","50","33.96","34.58","1","72","38","38"
"2001","Realschule","35.04","38.4","3495","20","35","40","40","50","34.75","35.33","2","70","38.5","38.5"
"2002","(Fach-)Abitur","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2002","AkademikerIn","","","","","","","","","","","","","",""
"2002","Hauptschule","34.06","37.85","3261","19.5","35","40","40","50","33.74","34.38","1","70","37.5","38"
"2002","Realschule","34.94","38.4","3475","20","35","40","40","51.5","34.65","35.23","1.5","64","38.5","38.5"
