"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1984","(Fach-)Abitur","direkter Migrationshintergrund","37.85","39","159","36.82","38.88"
"1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1984","(Fach-)Abitur","kein Migrationshintergrund","37.49","39","228","36.27","38.71"
"1984","(noch) kein Abschluss","direkter Migrationshintergrund","38.93","38.5","595","38.43","39.43"
"1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1984","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"1984","AkademikerIn","direkter Migrationshintergrund","38.36","38","66","36.19","40.53"
"1984","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1984","AkademikerIn","kein Migrationshintergrund","38.19","39","399","37.3","39.08"
"1984","Hauptschule","direkter Migrationshintergrund","38.73","39.5","1168","38.39","39.07"
"1984","Hauptschule","indirekter Migrationshintergrund","37.83","32.5","40","36.02","39.64"
"1984","Hauptschule","kein Migrationshintergrund","37.55","39.5","2475","37.2","37.9"
"1984","Realschule","direkter Migrationshintergrund","38","35.5","70","36.08","39.92"
"1984","Realschule","indirekter Migrationshintergrund","","","","",""
"1984","Realschule","kein Migrationshintergrund","38.02","39.5","947","37.48","38.56"
"1985","(Fach-)Abitur","direkter Migrationshintergrund","38.42","39.5","129","37.29","39.55"
"1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1985","(Fach-)Abitur","kein Migrationshintergrund","37.37","39.5","213","36.23","38.51"
"1985","(noch) kein Abschluss","direkter Migrationshintergrund","39.28","39.5","459","38.69","39.87"
"1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1985","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"1985","AkademikerIn","direkter Migrationshintergrund","36.86","39.5","60","34.49","39.23"
"1985","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1985","AkademikerIn","kein Migrationshintergrund","36.86","39.5","374","36.11","37.61"
"1985","Hauptschule","direkter Migrationshintergrund","37.98","39.5","1006","37.61","38.35"
"1985","Hauptschule","indirekter Migrationshintergrund","37.62","39.5","39","35.73","39.51"
"1985","Hauptschule","kein Migrationshintergrund","37.12","39.5","2149","36.78","37.46"
"1985","Realschule","direkter Migrationshintergrund","36.47","39.5","74","34.58","38.36"
"1985","Realschule","indirekter Migrationshintergrund","","","","",""
"1985","Realschule","kein Migrationshintergrund","37.24","39.5","877","36.72","37.76"
"1986","(Fach-)Abitur","direkter Migrationshintergrund","36.62","39.5","131","35.53","37.71"
"1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1986","(Fach-)Abitur","kein Migrationshintergrund","37.73","39.5","223","36.72","38.74"
"1986","(noch) kein Abschluss","direkter Migrationshintergrund","38.14","39.5","420","37.58","38.7"
"1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1986","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"1986","AkademikerIn","direkter Migrationshintergrund","36.96","39.5","58","35.01","38.91"
"1986","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1986","AkademikerIn","kein Migrationshintergrund","36.56","39.5","371","35.74","37.38"
"1986","Hauptschule","direkter Migrationshintergrund","37.87","39.5","963","37.52","38.22"
"1986","Hauptschule","indirekter Migrationshintergrund","37.62","39.5","54","36.21","39.03"
"1986","Hauptschule","kein Migrationshintergrund","37.07","39.5","2038","36.73","37.41"
"1986","Realschule","direkter Migrationshintergrund","36.81","39.5","74","35.33","38.29"
"1986","Realschule","indirekter Migrationshintergrund","","","","",""
"1986","Realschule","kein Migrationshintergrund","37.55","39.5","854","37.08","38.02"
"1987","(Fach-)Abitur","direkter Migrationshintergrund","36.75","39.5","129","35.65","37.85"
"1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
