year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,No migration background,,,,,,,,,,,,
1984,0-16 y.,Direct migration background,,,,,,,,,,,,
1984,0-16 y.,Indirect migration background,,,,,,,,,,,,
1984,17-29 y.,No migration background,1344,39.20789,38.86839,39.54740,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1984,17-29 y.,Direct migration background,545,40.13808,39.61702,40.65915,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1984,17-29 y.,Indirect migration background,45,39.23878,38.11607,40.36149,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1984,30-45 y.,No migration background,1535,36.65645,36.17943,37.13347,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1984,30-45 y.,Direct migration background,942,37.84616,37.34008,38.35223,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1984,30-45 y.,Indirect migration background,,,,,,,,,,,,
1984,46-65 y.,No migration background,1166,37.66533,37.16462,38.16603,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1984,46-65 y.,Direct migration background,600,38.76227,38.19833,39.32621,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1984,46-65 y.,Indirect migration background,,,,,,,,,,,,
1984,66 and older,No migration background,,,,,,,,,,,,
1984,66 and older,Direct migration background,,,,,,,,,,,,
1984,66 and older,Indirect migration background,,,,,,,,,,,,
1985,0-16 y.,No migration background,,,,,,,,,,,,
1985,0-16 y.,Direct migration background,,,,,,,,,,,,
1985,0-16 y.,Indirect migration background,,,,,,,,,,,,
1985,17-29 y.,No migration background,1198,38.72716,38.38156,39.07277,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1985,17-29 y.,Direct migration background,448,39.25829,38.60729,39.90929,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1985,17-29 y.,Indirect migration background,47,39.77926,38.97104,40.58749,40.00000,40.00000,40.00000,40.00000,40.00000,,,
1985,30-45 y.,No migration background,1373,36.25873,35.80805,36.70942,39.00000,40.00000,40.00000,37.50000,41.50000,,,
1985,30-45 y.,Direct migration background,783,37.71845,37.18962,38.24728,39.00000,40.00000,40.00000,37.50000,41.50000,,,
1985,30-45 y.,Indirect migration background,,,,,,,,,,,,
