"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","maennlich","39.34","36","369","40","40","40","40","56","38.9","39.78","4","70","40","40"
"1984","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1984","AkademikerIn","maennlich","40.32","39","333","38","40","40","46","65","39.54","41.1","9","70","40","40"
"1984","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1984","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1984","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1984","Realschule","maennlich","41.05","39","488","40","40","40","43","60","40.67","41.43","10","65","40","40"
"1984","Realschule","weiblich","35.29","39.5","543","20","32","40","40","56","34.44","36.14","1","80","40","40"
"1985","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1985","AkademikerIn","maennlich","38.56","39.5","306","33","40","40","40","45","37.9","39.22","12","66","40","40"
"1985","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1985","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1985","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1985","Realschule","maennlich","39.87","39.5","453","40","40","40","40","48","39.53","40.21","8","60","40","40"
"1985","Realschule","weiblich","34.97","39.5","511","20","30","40","40","45","34.15","35.79","1","60","40","40"
"1986","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1986","AkademikerIn","maennlich","38.25","39.5","306","29","39","40","40","45","37.61","38.89","10","60","40","40"
"1986","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1986","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1986","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1986","Realschule","maennlich","39.78","39.5","446","38","40","40","40","47","39.52","40.04","15","76","40","40"
"1986","Realschule","weiblich","35.52","39.5","499","20","36","40","40","45","34.77","36.27","3","56","40","40"
"1987","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1987","AkademikerIn","maennlich","38.27","39.5","300","34","38.5","40","40","45","37.63","38.91","10","60","40","40"
"1987","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1987","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1987","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1987","Realschule","maennlich","39.66","39.5","450","38","39","40","40","50","39.37","39.95","8","60","40","40"
"1987","Realschule","weiblich","35.12","39.5","511","20","33","40","40","45","34.39","35.85","2","55","40","40"
"1988","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1988","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1988","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1988","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1988","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1988","Realschule","maennlich","39.43","39.5","447","38","38.5","40","40","48","39.15","39.71","6","60","40","40"
"1988","Realschule","weiblich","34.32","39.75","502","20","30","40","40","42","33.51","35.13","3","45","39","40"
"1989","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1989","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1989","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1989","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1989","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1989","Realschule","maennlich","39.19","39.5","435","37.5","38","40","40","46","38.99","39.39","24","55","39","40"
"1989","Realschule","weiblich","34.83","38.75","510","20","30","40","40","50","34.02","35.64","3","77","39","40"
"1990","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1990","AkademikerIn","maennlich","39.01","39.25","638","35","38","43.7","43.8","48","38.54","39.48","4","72","40","43"
"1990","AkademikerIn","weiblich","35.55","38.75","529","21","30","43","43.8","45","34.85","36.25","6","48.8","40","40"
"1990","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1990","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1990","Realschule","maennlich","","","","","","","","","","","","","",""
"1990","Realschule","weiblich","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1991","AkademikerIn","maennlich","37.78","38.75","588","30","37.5","40","40","45","37.36","38.2","4","56","40","40"
