year,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,As soon as possible,0.03225,443,1231,0.02238,0.04213
1985,Urban regions,Next year,0.02338,255,1231,0.01494,0.03183
1985,Urban regions,In the next 2 to 5 years,0.03198,360,1231,0.02215,0.04181
1985,Urban regions,"In the distant future, in more than five years",0.01527,173,1231,0.00841,0.02212
1985,Rural regions,As soon as possible,0.04449,144,340,0.02254,0.06643
1985,Rural regions,Next year,0.02352,70,340,0.00739,0.03966
1985,Rural regions,In the next 2 to 5 years,0.02626,84,340,0.00923,0.04328
1985,Rural regions,"In the distant future, in more than five years",0.01279,42,340,0.00083,0.02476
1986,Urban regions,As soon as possible,0.03080,393,1228,0.02113,0.04047
1986,Urban regions,Next year,0.01942,222,1228,0.01170,0.02714
1986,Urban regions,In the next 2 to 5 years,0.03317,398,1228,0.02315,0.04319
1986,Urban regions,"In the distant future, in more than five years",0.01941,215,1228,0.01169,0.02713
1986,Rural regions,As soon as possible,0.03672,114,303,0.01551,0.05793
1986,Rural regions,Next year,0.01574,54,303,0.00170,0.02978
1986,Rural regions,In the next 2 to 5 years,0.02476,76,303,0.00723,0.04229
1986,Rural regions,"In the distant future, in more than five years",0.02111,59,303,0.00490,0.03733
1987,Urban regions,As soon as possible,0.03047,382,1268,0.02101,0.03994
1987,Urban regions,Next year,0.02330,283,1268,0.01499,0.03161
1987,Urban regions,In the next 2 to 5 years,0.03537,401,1268,0.02520,0.04554
1987,Urban regions,"In the distant future, in more than five years",0.01737,202,1268,0.01018,0.02457
1987,Rural regions,As soon as possible,0.03500,116,300,0.01417,0.05584
1987,Rural regions,Next year,0.02042,66,300,0.00439,0.03645
1987,Rural regions,In the next 2 to 5 years,0.02522,75,300,0.00744,0.04299
1987,Rural regions,"In the distant future, in more than five years",0.01550,43,300,0.00150,0.02950
1988,Urban regions,As soon as possible,0.02707,340,1211,0.01792,0.03621
1988,Urban regions,Next year,0.02513,270,1211,0.01631,0.03395
1988,Urban regions,In the next 2 to 5 years,0.03837,418,1211,0.02755,0.04920
1988,Urban regions,"In the distant future, in more than five years",0.01667,183,1211,0.00946,0.02388
1988,Rural regions,As soon as possible,0.03376,103,294,0.01308,0.05444
1988,Rural regions,Next year,0.02825,75,294,0.00928,0.04722
1988,Rural regions,In the next 2 to 5 years,0.02869,80,294,0.00958,0.04781
1988,Rural regions,"In the distant future, in more than five years",0.01393,36,294,0.00051,0.02735
1989,Urban regions,As soon as possible,0.02159,275,1050,0.01280,0.03039
1989,Urban regions,Next year,0.01854,207,1050,0.01038,0.02670
1989,Urban regions,In the next 2 to 5 years,0.03773,402,1050,0.02620,0.04926
1989,Urban regions,"In the distant future, in more than five years",0.01639,166,1050,0.00870,0.02407
1989,Rural regions,As soon as possible,0.03237,87,269,0.01118,0.05356
1989,Rural regions,Next year,0.02178,54,269,0.00431,0.03926
1989,Rural regions,In the next 2 to 5 years,0.03031,84,269,0.00978,0.05083
1989,Rural regions,"In the distant future, in more than five years",0.01632,44,269,0.00115,0.03150
1990,Urban regions,As soon as possible,0.01875,261,1107,0.01075,0.02674
1990,Urban regions,Next year,0.02130,274,1107,0.01279,0.02981
1990,Urban regions,In the next 2 to 5 years,0.03272,382,1107,0.02223,0.04320
1990,Urban regions,"In the distant future, in more than five years",0.01678,190,1107,0.00921,0.02435
1990,Rural regions,As soon as possible,0.02256,135,434,0.00857,0.03655
1990,Rural regions,Next year,0.01854,124,434,0.00583,0.03124
1990,Rural regions,In the next 2 to 5 years,0.02116,124,434,0.00761,0.03472
1990,Rural regions,"In the distant future, in more than five years",0.01042,51,434,0.00085,0.01998
1991,Urban regions,As soon as possible,0.02174,303,1064,0.01297,0.03050
1991,Urban regions,Next year,0.01778,225,1064,0.00984,0.02573
1991,Urban regions,In the next 2 to 5 years,0.03039,369,1064,0.02007,0.04071
1991,Urban regions,"In the distant future, in more than five years",0.01393,167,1064,0.00689,0.02098
1991,Rural regions,As soon as possible,0.03111,232,596,0.01716,0.04506
1991,Rural regions,Next year,0.02440,160,596,0.01200,0.03680
1991,Rural regions,In the next 2 to 5 years,0.02625,147,596,0.01340,0.03909
1991,Rural regions,"In the distant future, in more than five years",0.01105,57,596,0.00265,0.01945
1992,Urban regions,As soon as possible,0.02762,375,1209,0.01838,0.03686
1992,Urban regions,Next year,0.02260,260,1209,0.01422,0.03098
1992,Urban regions,In the next 2 to 5 years,0.03483,422,1209,0.02449,0.04517
1992,Urban regions,"In the distant future, in more than five years",0.01222,152,1209,0.00602,0.01841
