"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","Ostdeutschland","72.42","50","757","67.56","77.28"
"1995","1 Einkommensschwächstes Quintil","Westdeutschland","83.4","65","1240","79.98","86.82"
"1995","2","Ostdeutschland","80.32","50","555","73.23","87.41"
"1995","2","Westdeutschland","79.36","59","1303","76.22","82.5"
"1995","3","Ostdeutschland","67.12","47","244","61.4","72.84"
"1995","3","Westdeutschland","87.98","74.5","1073","84.46","91.5"
"1995","4","Ostdeutschland","91.77","46","72","68.04","115.5"
"1995","4","Westdeutschland","78.58","62.5","803","75.12","82.04"
"1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"1995","5 Einkommensstärkstes Quintil","Westdeutschland","87.03","62.5","534","81.81","92.25"
"1996","1 Einkommensschwächstes Quintil","Ostdeutschland","73.91","54","705","69.29","78.53"
"1996","1 Einkommensschwächstes Quintil","Westdeutschland","78.43","62.5","1068","75.47","81.39"
"1996","2","Ostdeutschland","66.93","50","589","63.16","70.7"
"1996","2","Westdeutschland","83.21","65","1246","79.92","86.5"
"1996","3","Ostdeutschland","73.31","59","290","68.29","78.33"
"1996","3","Westdeutschland","87.65","71","1134","83.73","91.57"
"1996","4","Ostdeutschland","81.65","50","105","68.53","94.77"
"1996","4","Westdeutschland","92.19","76","843","88.39","95.99"
"1996","5 Einkommensstärkstes Quintil","Ostdeutschland","92.35","53.5","36","74.63","110.07"
"1996","5 Einkommensstärkstes Quintil","Westdeutschland","94.73","75.5","566","89.46","100"
"1997","1 Einkommensschwächstes Quintil","Ostdeutschland","86.14","62.5","686","80.55","91.73"
"1997","1 Einkommensschwächstes Quintil","Westdeutschland","76.79","60","1145","73.2","80.38"
"1997","2","Ostdeutschland","75.37","58.5","564","70.44","80.3"
"1997","2","Westdeutschland","85.35","60","1327","82.17","88.53"
"1997","3","Ostdeutschland","76.35","74.5","314","72.09","80.61"
"1997","3","Westdeutschland","88.86","62","1150","84.26","93.46"
"1997","4","Ostdeutschland","91.76","79.5","119","82.31","101.21"
"1997","4","Westdeutschland","86.34","70.5","852","82.43","90.25"
"1997","5 Einkommensstärkstes Quintil","Ostdeutschland","132.09","98.5","37","111.79","152.39"
"1997","5 Einkommensstärkstes Quintil","Westdeutschland","95.27","75.5","574","90.15","100.39"
"1998","1 Einkommensschwächstes Quintil","Ostdeutschland","72.8","60.5","742","69.24","76.36"
"1998","1 Einkommensschwächstes Quintil","Westdeutschland","81.38","74.5","1194","78.34","84.42"
"1998","2","Ostdeutschland","78.87","65","581","74.5","83.24"
"1998","2","Westdeutschland","85.91","71.5","1564","82.96","88.86"
"1998","3","Ostdeutschland","77.33","62.5","324","72.06","82.6"
"1998","3","Westdeutschland","90.73","76","1334","87.44","94.02"
"1998","4","Ostdeutschland","99.17","74.5","160","90.13","108.21"
"1998","4","Westdeutschland","88.8","76","1065","85.32","92.28"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","128.82","127.5","51","109.5","148.14"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","100","74.5","673","94.63","105.37"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","74.57","60","606","70.43","78.71"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","76.82","60.5","1006","73.22","80.42"
"1999","2","Ostdeutschland","74.16","58.5","631","69.53","78.79"
"1999","2","Westdeutschland","74.38","60.5","1532","71.92","76.84"
"1999","3","Ostdeutschland","69.09","50.5","402","64.15","74.03"
"1999","3","Westdeutschland","83.31","68","1414","80.64","85.98"
"1999","4","Ostdeutschland","94.83","65","192","87.14","102.52"
"1999","4","Westdeutschland","82.46","65","1056","78.99","85.93"
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","99.1","71.5","59","82.14","116.06"
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","88.71","75.5","779","84.77","92.65"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","50.88","42.21","923","48.43","53.33"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","49.02","40.38","1930","47.48","50.56"
"2000","2","Ostdeutschland","51.35","41.75","1044","49.47","53.23"
"2000","2","Westdeutschland","50.55","42.5","2839","49.38","51.72"
"2000","3","Ostdeutschland","54.87","42.38","663","51.97","57.77"
"2000","3","Westdeutschland","53.52","46.08","2828","52.32","54.72"
"2000","4","Ostdeutschland","58.18","50.08","345","54.32","62.04"
"2000","4","Westdeutschland","56.51","50.71","2304","55.06","57.96"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","54.47","43.38","137","49.66","59.28"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","60.95","49.21","1615","58.93","62.97"
