"year","hhtyp","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","58.15","48.5","246","51.8","64.5"
"1995","(Ehe-)Paar ohne Kind(er)","2","69.3","50.5","316","61.85","76.75"
"1995","(Ehe-)Paar ohne Kind(er)","3","68.87","53.5","274","63.18","74.56"
"1995","(Ehe-)Paar ohne Kind(er)","4","80.5","65","244","72.08","88.92"
"1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","87.38","62.5","210","79.4","95.36"
"1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","45.11","35.5","77","36.22","54"
"1995","1-Pers.- Haushalt","2","60.53","42","73","49.69","71.37"
"1995","1-Pers.- Haushalt","3","71.72","46","37","53.1","90.34"
"1995","1-Pers.- Haushalt","4","57.21","47","44","45.88","68.54"
"1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","81.55","54","38","48.01","115.09"
"1995","Alleinerziehende","1 Einkommensschwächstes Quintil","74.18","75.5","77","66.22","82.14"
"1995","Alleinerziehende","2","66.04","43.5","41","53.11","78.97"
"1995","Alleinerziehende","3","66.86","49","53","44.02","89.7"
"1995","Alleinerziehende","4","56.85","46","33","46.05","67.65"
"1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","90.44","70.5","1439","87","93.88"
"1995","Paar mit Kind(ern)","2","88.03","63","1258","84.15","91.91"
"1995","Paar mit Kind(ern)","3","97.3","77.5","813","93.22","101.38"
"1995","Paar mit Kind(ern)","4","84.45","65.5","495","79.98","88.92"
"1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","89.11","60.5","260","81.84","96.38"
"1995","Sonstige","1 Einkommensschwächstes Quintil","94.98","64.5","158","84.63","105.33"
"1995","Sonstige","2","63.01","53.5","170","56.17","69.85"
"1995","Sonstige","3","74.95","74.5","140","68.02","81.88"
"1995","Sonstige","4","81.02","69","59","64.01","98.03"
"1995","Sonstige","5 Einkommensstärkstes Quintil","94.32","84","31","81.26","107.38"
"1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","58.01","44.5","270","53.36","62.66"
"1996","(Ehe-)Paar ohne Kind(er)","2","69.06","50","278","63.63","74.49"
"1996","(Ehe-)Paar ohne Kind(er)","3","74.3","59.5","290","69.1","79.5"
"1996","(Ehe-)Paar ohne Kind(er)","4","80.89","60","260","73.96","87.82"
"1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","82.83","71","212","75.62","90.04"
"1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","57.25","40","77","46.65","67.85"
"1996","1-Pers.- Haushalt","2","51","43.5","64","42.96","59.04"
"1996","1-Pers.- Haushalt","3","56.18","47.5","40","42.83","69.53"
"1996","1-Pers.- Haushalt","4","66.95","56","37","51.77","82.13"
"1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","85.69","61.5","48","69.64","101.74"
"1996","Alleinerziehende","1 Einkommensschwächstes Quintil","72.76","47","98","62.39","83.13"
"1996","Alleinerziehende","2","65.12","48.5","38","46.79","83.45"
"1996","Alleinerziehende","3","68.28","62.5","54","57.41","79.15"
"1996","Alleinerziehende","4","75.63","63","30","57.67","93.59"
"1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","85.28","75","1191","82","88.56"
"1996","Paar mit Kind(ern)","2","87.34","76.5","1313","84.14","90.54"
"1996","Paar mit Kind(ern)","3","94.36","75.5","912","89.74","98.98"
"1996","Paar mit Kind(ern)","4","104.05","76","550","98.99","109.11"
"1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","110.67","89.5","303","102.52","118.82"
"1996","Sonstige","1 Einkommensschwächstes Quintil","105.64","94","137","97.3","113.98"
"1996","Sonstige","2","73.45","71.5","142","66.58","80.32"
"1996","Sonstige","3","88.31","68.5","128","79.31","97.31"
"1996","Sonstige","4","80.54","62.5","71","71.81","89.27"
"1996","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","70.9","50","250","62.08","79.72"
"1997","(Ehe-)Paar ohne Kind(er)","2","66.08","50","314","60.3","71.86"
"1997","(Ehe-)Paar ohne Kind(er)","3","70.72","55.5","312","65.68","75.76"
"1997","(Ehe-)Paar ohne Kind(er)","4","82.44","64.5","296","74.75","90.13"
"1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","98.53","74.5","216","90.86","106.2"
"1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","53.26","38.5","76","43.57","62.95"
"1997","1-Pers.- Haushalt","2","53.54","50","62","45.15","61.93"
"1997","1-Pers.- Haushalt","3","62.52","43.5","32","41.73","83.31"
"1997","1-Pers.- Haushalt","4","63.48","48.5","53","51.54","75.42"
"1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","85.48","60","43","68.14","102.82"
"1997","Alleinerziehende","1 Einkommensschwächstes Quintil","81.77","84.5","78","71.47","92.07"
"1997","Alleinerziehende","2","56.9","43.5","46","47.3","66.5"
"1997","Alleinerziehende","3","57.14","47","45","40.19","74.09"
"1997","Alleinerziehende","4","73.58","57.5","47","55.95","91.21"
"1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","81.72","64.5","1295","78.07","85.37"
"1997","Paar mit Kind(ern)","2","93.13","75.5","1305","89.81","96.45"
"1997","Paar mit Kind(ern)","3","96.03","69","934","90.71","101.35"
"1997","Paar mit Kind(ern)","4","98.02","75.5","516","93.38","102.66"
"1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","96.86","80.5","307","89.24","104.48"
"1997","Sonstige","1 Einkommensschwächstes Quintil","103.8","84.5","132","91.18","116.42"
"1997","Sonstige","2","88.54","74.5","164","79.31","97.77"
"1997","Sonstige","3","102.17","71.5","141","93.73","110.61"
"1997","Sonstige","4","66.53","50","59","58.54","74.52"
"1997","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","70.88","50","316","65.21","76.55"
"1998","(Ehe-)Paar ohne Kind(er)","2","70.89","50","356","65.41","76.37"
"1998","(Ehe-)Paar ohne Kind(er)","3","75.46","63.5","422","70.77","80.15"
"1998","(Ehe-)Paar ohne Kind(er)","4","83.23","69","310","76.52","89.94"
"1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","96.62","76","302","89.19","104.05"
"1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","55.2","48.5","79","46.71","63.69"
"1998","1-Pers.- Haushalt","2","68.4","55","87","58.97","77.83"
"1998","1-Pers.- Haushalt","3","70.51","48.5","58","55.16","85.86"
"1998","1-Pers.- Haushalt","4","73.26","61","55","61.62","84.9"
"1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","79.47","71.5","55","64.86","94.08"
"1998","Alleinerziehende","1 Einkommensschwächstes Quintil","68.12","55","72","58.14","78.1"
"1998","Alleinerziehende","2","72.68","53.5","73","62.7","82.66"
"1998","Alleinerziehende","3","96.88","48.5","42","71.1","122.66"
"1998","Alleinerziehende","4","83.46","46","47","67.56","99.36"
"1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","85.4","74.5","1357","82.56","88.24"
"1998","Paar mit Kind(ern)","2","92.64","76","1466","89.52","95.76"
"1998","Paar mit Kind(ern)","3","97.46","75","1045","93.71","101.21"
"1998","Paar mit Kind(ern)","4","95.55","76","717","91.25","99.85"
"1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","113.64","99.5","333","105.22","122.06"
"1998","Sonstige","1 Einkommensschwächstes Quintil","87.49","71.5","112","79.9","95.08"
"1998","Sonstige","2","80.44","74.5","163","73.32","87.56"
"1998","Sonstige","3","97.75","97","91","87.81","107.69"
"1998","Sonstige","4","87.05","69","96","76.51","97.59"
"1998","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","58.99","50.5","248","52.38","65.6"
"1999","(Ehe-)Paar ohne Kind(er)","2","61.36","50","336","57.02","65.7"
"1999","(Ehe-)Paar ohne Kind(er)","3","73.69","58.5","416","69.13","78.25"
"1999","(Ehe-)Paar ohne Kind(er)","4","74.28","50.5","356","68.38","80.18"
"1999","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","78.84","60","336","73.48","84.2"
"1999","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","59.16","39.5","76","46.78","71.54"
"1999","1-Pers.- Haushalt","2","60.24","48.5","87","50.84","69.64"
"1999","1-Pers.- Haushalt","3","57.4","43.5","60","43.62","71.18"
"1999","1-Pers.- Haushalt","4","70.15","48.5","57","51","89.3"
"1999","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","97.52","60","58","75.15","119.89"
"1999","Alleinerziehende","1 Einkommensschwächstes Quintil","74.15","58.5","81","63.47","84.83"
"1999","Alleinerziehende","2","58.65","48.5","57","50.41","66.89"
"1999","Alleinerziehende","3","72.42","53.5","67","56.62","88.22"
"1999","Alleinerziehende","4","73.44","46","45","55.23","91.65"
"1999","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","83.63","75.5","1115","80.43","86.83"
"1999","Paar mit Kind(ern)","2","80.01","60.5","1589","77.27","82.75"
"1999","Paar mit Kind(ern)","3","86.18","73","1179","83.23","89.13"
"1999","Paar mit Kind(ern)","4","94.02","75.5","744","89.97","98.07"
"1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","98.2","74.5","413","92.72","103.68"
"1999","Sonstige","1 Einkommensschwächstes Quintil","95.07","79.5","92","80.41","109.73"
"1999","Sonstige","2","81.02","79.5","94","73.98","88.06"
"1999","Sonstige","3","100.33","89.5","94","91.44","109.22"
"1999","Sonstige","4","60.67","59.5","46","54.47","66.87"
"1999","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","41.29","36.75","490","39.08","43.5"
"2000","(Ehe-)Paar ohne Kind(er)","2","42.86","35.96","758","40.94","44.78"
"2000","(Ehe-)Paar ohne Kind(er)","3","50.24","42.25","862","48.12","52.36"
"2000","(Ehe-)Paar ohne Kind(er)","4","51.29","42.38","782","49.21","53.37"
"2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","55.85","46.54","758","53.44","58.26"
"2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","34.73","26.62","168","31.23","38.23"
"2000","1-Pers.- Haushalt","2","36.4","30.25","179","33.24","39.56"
"2000","1-Pers.- Haushalt","3","36.79","30.88","128","32.34","41.24"
"2000","1-Pers.- Haushalt","4","42.07","37.5","126","37.16","46.98"
"2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","45.99","33.5","159","40.23","51.75"
"2000","Alleinerziehende","1 Einkommensschwächstes Quintil","47.86","36.21","111","41.64","54.08"
"2000","Alleinerziehende","2","53.02","40.46","92","47.3","58.74"
"2000","Alleinerziehende","3","51.44","41.96","120","45.4","57.48"
"2000","Alleinerziehende","4","56.68","47.71","87","49.69","63.67"
"2000","Alleinerziehende","5 Einkommensstärkstes Quintil","55.07","45.83","35","44.26","65.88"
"2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","54.12","42.17","1889","52.43","55.81"
"2000","Paar mit Kind(ern)","2","55.39","49.08","2653","54.14","56.64"
"2000","Paar mit Kind(ern)","3","57.42","50.88","2226","55.98","58.86"
"2000","Paar mit Kind(ern)","4","62.03","50.5","1523","60.13","63.93"
"2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","71.62","57.54","758","68.33","74.91"
"2000","Sonstige","1 Einkommensschwächstes Quintil","57.61","43.04","195","51.82","63.4"
"2000","Sonstige","2","49.98","44.71","201","45.48","54.48"
"2000","Sonstige","3","50.97","41.54","155","46.8","55.14"
"2000","Sonstige","4","62.11","51.12","131","55.61","68.61"
"2000","Sonstige","5 Einkommensstärkstes Quintil","59.73","46.88","42","53.21","66.25"
