year,age_gr,migback,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Secondary School Degree,0.40390,943,2326,0.38396,0.42385
1984,17-29 y.,No migration background,Intermediate School Degree,0.31116,730,2326,0.29234,0.32998
1984,17-29 y.,No migration background,Technical School Degree,0.04335,102,2326,0.03507,0.05163
1984,17-29 y.,No migration background,Upper Secondary Degree,0.14628,353,2326,0.13192,0.16065
1984,17-29 y.,No migration background,"Dropout, No School Degree",0.01699,39,2326,0.01174,0.02224
1984,17-29 y.,No migration background,No School Degree Yet,0.06849,159,2326,0.05822,0.07876
1984,17-29 y.,Direct migration background,Secondary School Degree,0.37103,378,948,0.34026,0.40180
1984,17-29 y.,Direct migration background,Intermediate School Degree,0.11580,71,948,0.09542,0.13618
1984,17-29 y.,Direct migration background,Upper Secondary Degree,0.10119,37,948,0.08198,0.12040
1984,17-29 y.,Direct migration background,Other Degree,0.21402,285,948,0.18789,0.24014
1984,17-29 y.,Direct migration background,"Dropout, No School Degree",0.10449,143,948,0.08500,0.12397
1984,17-29 y.,Direct migration background,No School Degree Yet,0.02705,34,948,0.01672,0.03739
1984,17-29 y.,Indirect migration background,Secondary School Degree,0.44784,47,47,0.30414,0.59155
1984,30-45 y.,No migration background,Secondary School Degree,0.63773,1578,2469,0.61877,0.65670
1984,30-45 y.,No migration background,Intermediate School Degree,0.20440,518,2469,0.18849,0.22031
1984,30-45 y.,No migration background,Technical School Degree,0.03821,97,2469,0.03064,0.04577
1984,30-45 y.,No migration background,Upper Secondary Degree,0.10920,276,2469,0.09689,0.12151
1984,30-45 y.,Direct migration background,Secondary School Degree,0.20862,93,1348,0.18692,0.23032
1984,30-45 y.,Direct migration background,Intermediate School Degree,0.08043,37,1348,0.06590,0.09495
1984,30-45 y.,Direct migration background,Upper Secondary Degree,0.09041,36,1348,0.07509,0.10572
1984,30-45 y.,Direct migration background,Other Degree,0.37458,748,1348,0.34873,0.40042
1984,30-45 y.,Direct migration background,"Dropout, No School Degree",0.16122,338,1348,0.14158,0.18085
1984,30-45 y.,Direct migration background,No School Attended,0.04920,96,1348,0.03765,0.06075
1984,46-65 y.,No migration background,Secondary School Degree,0.76126,1974,2575,0.74479,0.77772
1984,46-65 y.,No migration background,Intermediate School Degree,0.13920,361,2575,0.12583,0.15258
1984,46-65 y.,No migration background,Technical School Degree,0.02723,71,2575,0.02094,0.03352
1984,46-65 y.,No migration background,Upper Secondary Degree,0.06394,169,2575,0.05449,0.07339
1984,46-65 y.,Direct migration background,Secondary School Degree,0.40978,116,907,0.37776,0.44181
1984,46-65 y.,Direct migration background,Intermediate School Degree,0.11601,34,907,0.09516,0.13686
1984,46-65 y.,Direct migration background,Other Degree,0.19765,350,907,0.17171,0.22358
1984,46-65 y.,Direct migration background,"Dropout, No School Degree",0.14784,312,907,0.12473,0.17095
1984,46-65 y.,Direct migration background,No School Attended,0.04716,95,907,0.03336,0.06096
1984,66 and older,No migration background,Secondary School Degree,0.76776,942,1191,0.74377,0.79175
1984,66 and older,No migration background,Intermediate School Degree,0.14624,176,1191,0.12616,0.16632
1984,66 and older,No migration background,Upper Secondary Degree,0.05600,73,1191,0.04293,0.06906
1985,17-29 y.,No migration background,Secondary School Degree,0.37540,823,2145,0.35490,0.39590
1985,17-29 y.,No migration background,Intermediate School Degree,0.32134,698,2145,0.30157,0.34111
1985,17-29 y.,No migration background,Technical School Degree,0.04245,93,2145,0.03392,0.05099
1985,17-29 y.,No migration background,Upper Secondary Degree,0.14199,335,2145,0.12722,0.15677
1985,17-29 y.,No migration background,"Dropout, No School Degree",0.01935,41,2145,0.01352,0.02518
1985,17-29 y.,No migration background,No School Degree Yet,0.07264,155,2145,0.06166,0.08363
1985,17-29 y.,Direct migration background,Secondary School Degree,0.37207,334,740,0.33722,0.40692
1985,17-29 y.,Direct migration background,Intermediate School Degree,0.14700,71,740,0.12146,0.17253
1985,17-29 y.,Direct migration background,Upper Secondary Degree,0.09377,35,740,0.07275,0.11478
1985,17-29 y.,Direct migration background,Other Degree,0.18105,201,740,0.15329,0.20881
1985,17-29 y.,Direct migration background,"Dropout, No School Degree",0.08843,99,740,0.06796,0.10890
1985,17-29 y.,Indirect migration background,Secondary School Degree,0.42852,55,55,0.29653,0.56051
1985,30-45 y.,No migration background,Secondary School Degree,0.61017,1381,2247,0.59000,0.63034
1985,30-45 y.,No migration background,Intermediate School Degree,0.21568,498,2247,0.19867,0.23269
1985,30-45 y.,No migration background,Technical School Degree,0.04069,92,2247,0.03252,0.04886
1985,30-45 y.,No migration background,Upper Secondary Degree,0.12106,276,2247,0.10757,0.13455
1985,30-45 y.,Direct migration background,Secondary School Degree,0.23464,99,1144,0.21007,0.25921
1985,30-45 y.,Direct migration background,Intermediate School Degree,0.08037,33,1144,0.06461,0.09613
1985,30-45 y.,Direct migration background,Upper Secondary Degree,0.10055,36,1144,0.08311,0.11798
1985,30-45 y.,Direct migration background,Other Degree,0.36860,635,1144,0.34063,0.39657
1985,30-45 y.,Direct migration background,"Dropout, No School Degree",0.14039,260,1144,0.12025,0.16053
1985,30-45 y.,Direct migration background,No School Attended,0.04665,81,1144,0.03442,0.05888
1985,46-65 y.,No migration background,Secondary School Degree,0.75472,1830,2406,0.73752,0.77192
1985,46-65 y.,No migration background,Intermediate School Degree,0.14336,347,2406,0.12935,0.15737
1985,46-65 y.,No migration background,Technical School Degree,0.02563,63,2406,0.01932,0.03195
1985,46-65 y.,No migration background,Upper Secondary Degree,0.06619,166,2406,0.05626,0.07613
1985,46-65 y.,Direct migration background,Secondary School Degree,0.41429,112,825,0.38065,0.44792
1985,46-65 y.,Direct migration background,Intermediate School Degree,0.12362,35,825,0.10115,0.14609
1985,46-65 y.,Direct migration background,Other Degree,0.19630,320,825,0.16918,0.22342
1985,46-65 y.,Direct migration background,"Dropout, No School Degree",0.14226,277,825,0.11840,0.16611
1985,46-65 y.,Direct migration background,No School Attended,0.04637,81,825,0.03201,0.06072
1985,66 and older,No migration background,Secondary School Degree,0.75189,804,1029,0.72548,0.77829
1985,66 and older,No migration background,Intermediate School Degree,0.15869,164,1029,0.13635,0.18102
1985,66 and older,No migration background,Upper Secondary Degree,0.05585,61,1029,0.04181,0.06988
1986,17-29 y.,No migration background,Secondary School Degree,0.36781,782,2068,0.34702,0.38860
1986,17-29 y.,No migration background,Intermediate School Degree,0.31908,671,2068,0.29899,0.33918
1986,17-29 y.,No migration background,Technical School Degree,0.04756,99,2068,0.03839,0.05674
1986,17-29 y.,No migration background,Upper Secondary Degree,0.15266,326,2068,0.13716,0.16817
1986,17-29 y.,No migration background,"Dropout, No School Degree",0.02067,43,2068,0.01454,0.02681
1986,17-29 y.,No migration background,No School Degree Yet,0.06022,147,2068,0.04997,0.07048
1986,17-29 y.,Direct migration background,Secondary School Degree,0.39349,346,746,0.35841,0.42857
