year,hhtyp,sampreg,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Single-person household,West,Yes,0.05770,130,2404,0.04838,0.06703
2006,Single-person household,West,No,0.91033,2274,2404,0.89891,0.92175
2006,Single-person household,East,Yes,0.14239,123,789,0.11799,0.16679
2006,Single-person household,East,No,0.82257,666,789,0.79590,0.84925
2006,Couple without children,West,Yes,0.03291,85,3066,0.02660,0.03923
2006,Couple without children,West,No,0.93429,2981,3066,0.92552,0.94306
2006,Couple without children,East,Yes,0.07002,80,980,0.05403,0.08600
2006,Couple without children,East,No,0.86622,900,980,0.84489,0.88754
2006,Single parent,West,Yes,0.26142,139,555,0.22483,0.29801
2006,Single parent,West,No,0.66813,416,555,0.62891,0.70734
2006,Single parent,East,Yes,0.41763,68,179,0.34518,0.49008
2006,Single parent,East,No,0.52237,111,179,0.44899,0.59575
2006,Couple with children,West,Yes,0.07652,195,2777,0.06664,0.08641
2006,Couple with children,West,No,0.82753,2582,2777,0.81348,0.84159
2006,Couple with children,East,Yes,0.20337,147,780,0.17510,0.23163
2006,Couple with children,East,No,0.70920,633,780,0.67730,0.74109
2006,Multi-generational household,West,No,0.74646,69,69,0.64306,0.84986
2006,Other Combinations,West,No,0.97729,79,79,0.94423,1.01035
2007,Single-person household,West,Yes,0.06799,146,2256,0.05760,0.07838
2007,Single-person household,West,No,0.88353,2110,2256,0.87029,0.89677
2007,Single-person household,East,Yes,0.16050,132,737,0.13398,0.18702
2007,Single-person household,East,No,0.79671,605,737,0.76763,0.82578
2007,Couple without children,West,Yes,0.03958,101,2806,0.03237,0.04680
2007,Couple without children,West,No,0.91678,2705,2806,0.90656,0.92700
2007,Couple without children,East,Yes,0.08638,88,953,0.06853,0.10422
2007,Couple without children,East,No,0.85451,865,953,0.83211,0.87691
2007,Single parent,West,Yes,0.29967,143,500,0.25947,0.33986
2007,Single parent,West,No,0.62644,357,500,0.58400,0.66889
2007,Single parent,East,Yes,0.52886,80,178,0.45532,0.60240
2007,Single parent,East,No,0.43496,98,178,0.36192,0.50799
2007,Couple with children,West,Yes,0.09077,218,2634,0.07980,0.10174
2007,Couple with children,West,No,0.82624,2416,2634,0.81177,0.84071
2007,Couple with children,East,Yes,0.18588,146,731,0.15766,0.21410
2007,Couple with children,East,No,0.73927,585,731,0.70742,0.77112
2007,Multi-generational household,West,No,0.72216,56,56,0.60378,0.84054
2007,Other Combinations,West,No,0.96507,69,69,0.92143,1.00871
2008,Single-person household,West,Yes,0.06478,127,2153,0.05438,0.07518
2008,Single-person household,West,No,0.88422,2026,2153,0.87070,0.89774
2008,Single-person household,East,Yes,0.16918,127,720,0.14177,0.19658
2008,Single-person household,East,No,0.78828,593,720,0.75842,0.81814
2008,Couple without children,West,Yes,0.03556,78,2674,0.02854,0.04258
2008,Couple without children,West,No,0.92324,2596,2674,0.91314,0.93333
2008,Couple without children,East,Yes,0.07518,75,943,0.05834,0.09201
2008,Couple without children,East,No,0.86376,868,943,0.84185,0.88566
2008,Single parent,West,Yes,0.25615,120,482,0.21714,0.29516
2008,Single parent,West,No,0.68112,362,482,0.63947,0.72277
2008,Single parent,East,Yes,0.52958,79,169,0.45410,0.60505
2008,Single parent,East,No,0.45052,90,169,0.37528,0.52576
2008,Couple with children,West,Yes,0.07943,172,2354,0.06850,0.09036
2008,Couple with children,West,No,0.82376,2182,2354,0.80837,0.83916
2008,Couple with children,East,Yes,0.18562,122,669,0.15614,0.21511
2008,Couple with children,East,No,0.72827,547,669,0.69454,0.76201
2008,Multi-generational household,West,No,0.70661,47,47,0.57504,0.83819
2008,Other Combinations,West,No,0.94087,57,57,0.87909,1.00265
2009,Single-person household,West,Yes,0.06481,121,2120,0.05433,0.07529
2009,Single-person household,West,No,0.93464,1999,2120,0.92411,0.94516
2009,Single-person household,East,Yes,0.15378,116,726,0.12752,0.18004
2009,Single-person household,East,No,0.84622,610,726,0.81996,0.87248
2009,Couple without children,West,Yes,0.03752,75,2598,0.03021,0.04482
2009,Couple without children,West,No,0.96215,2523,2598,0.95481,0.96949
2009,Couple without children,East,Yes,0.06791,59,951,0.05191,0.08391
2009,Couple without children,East,No,0.93209,892,951,0.91609,0.94809
2009,Single parent,West,Yes,0.23033,98,461,0.19186,0.26881
2009,Single parent,West,No,0.76771,363,461,0.72912,0.80631
2009,Single parent,East,Yes,0.58280,80,172,0.50889,0.65671
2009,Single parent,East,No,0.41720,92,172,0.34329,0.49111
2009,Couple with children,West,Yes,0.06711,151,2331,0.05695,0.07727
2009,Couple with children,West,No,0.93198,2180,2331,0.92176,0.94220
2009,Couple with children,East,Yes,0.15807,95,676,0.13055,0.18559
2009,Couple with children,East,No,0.84193,581,676,0.81441,0.86945
2009,Multi-generational household,West,No,0.85621,45,45,0.75254,0.95989
2009,Other Combinations,West,No,0.98545,55,55,0.95350,1.01739
2010,Single-person household,West,Yes,0.06328,116,2017,0.05265,0.07390
2010,Single-person household,West,No,0.93672,1901,2017,0.92610,0.94735
2010,Single-person household,East,Yes,0.14393,95,681,0.11754,0.17031
2010,Single-person household,East,No,0.85607,586,681,0.82969,0.88246
2010,Couple without children,West,Yes,0.02447,50,2473,0.01838,0.03056
2010,Couple without children,West,No,0.97430,2423,2473,0.96806,0.98054
2010,Couple without children,East,Yes,0.07170,58,898,0.05481,0.08858
2010,Couple without children,East,No,0.92830,840,898,0.91142,0.94519
2010,Single parent,West,Yes,0.27809,468,1437,0.25492,0.30127
2010,Single parent,West,No,0.72191,969,1437,0.69873,0.74508
2010,Single parent,East,Yes,0.49450,208,411,0.44611,0.54290
2010,Single parent,East,No,0.50550,203,411,0.45710,0.55389
2010,Couple with children,West,Yes,0.07739,466,4579,0.06965,0.08513
2010,Couple with children,West,No,0.92261,4113,4579,0.91487,0.93035
2010,Couple with children,East,Yes,0.13439,213,1133,0.11452,0.15426
2010,Couple with children,East,No,0.86530,920,1133,0.84541,0.88519
2010,Multi-generational household,West,No,0.84956,66,66,0.76265,0.93647
2010,Other Combinations,West,No,0.95176,50,50,0.89176,1.01176
2011,Single-person household,West,Yes,0.06829,181,2625,0.05864,0.07794
2011,Single-person household,West,No,0.91953,2444,2625,0.90912,0.92994
2011,Single-person household,East,Yes,0.14326,122,878,0.12007,0.16645
2011,Single-person household,East,No,0.83710,756,878,0.81266,0.86154
2011,Couple without children,West,Yes,0.02577,74,3263,0.02034,0.03121
2011,Couple without children,West,No,0.96571,3189,3263,0.95947,0.97196
2011,Couple without children,East,Yes,0.08287,81,1073,0.06636,0.09937
2011,Couple without children,East,No,0.89879,992,1073,0.88073,0.91684
2011,Single parent,West,Yes,0.27969,567,1770,0.25877,0.30061
2011,Single parent,West,No,0.70766,1203,1770,0.68647,0.72886
2011,Single parent,East,Yes,0.46271,265,517,0.41969,0.50574
2011,Single parent,East,No,0.50933,252,517,0.46619,0.55246
2011,Couple with children,West,Yes,0.06880,450,4840,0.06167,0.07593
2011,Couple with children,West,No,0.88136,4390,4840,0.87225,0.89047
2011,Couple with children,East,Yes,0.12725,217,1154,0.10802,0.14649
2011,Couple with children,East,No,0.82009,937,1154,0.79792,0.84227
2011,Multi-generational household,West,No,0.80414,72,72,0.71183,0.89645
2011,Other Combinations,West,No,0.89092,70,70,0.81737,0.96448
2012,Single-person household,West,Yes,0.07027,192,2731,0.06069,0.07986
2012,Single-person household,West,No,0.91960,2539,2731,0.90940,0.92980
2012,Single-person household,East,Yes,0.15962,146,929,0.13606,0.18319
2012,Single-person household,East,No,0.82843,783,929,0.80418,0.85269
2012,Couple without children,West,Yes,0.02287,78,3303,0.01777,0.02797
2012,Couple without children,West,No,0.96213,3225,3303,0.95562,0.96864
2012,Couple without children,East,Yes,0.06846,85,1102,0.05355,0.08338
2012,Couple without children,East,No,0.91222,1017,1102,0.89550,0.92893
2012,Single parent,West,Yes,0.26778,498,1656,0.24645,0.28912
2012,Single parent,West,No,0.71572,1158,1656,0.69398,0.73745
2012,Single parent,East,Yes,0.45776,251,493,0.41374,0.50178
2012,Single parent,East,No,0.50815,242,493,0.46398,0.55233
2012,Couple with children,West,Yes,0.06149,382,4535,0.05450,0.06849
2012,Couple with children,West,No,0.89479,4153,4535,0.88586,0.90372
2012,Couple with children,East,Yes,0.13218,189,1057,0.11175,0.15261
2012,Couple with children,East,No,0.79801,868,1057,0.77379,0.82222
