year,bula_h,pgisced97,plj0104,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,in school,No,0.7272727272727273,21983,0.7213853003827917,0.7331601541626629
2009,Schleswig-Holstein,in school,Yes,0.2727272727272727,21983,0.26683984583733705,0.27861469961720836
2009,Schleswig-Holstein,inadequately,Yes,0.6,21983,0.5935238304210708,0.6064761695789291
2009,Schleswig-Holstein,inadequately,No,0.4,21983,0.3935238304210708,0.40647616957892924
2009,Schleswig-Holstein,general elementary,No,0.6862745098039216,21983,0.6801406135136945,0.6924084060941487
2009,Schleswig-Holstein,general elementary,Yes,0.3137254901960784,21983,0.3075915939058514,0.31985938648630546
2009,Schleswig-Holstein,middle vocational,No,0.7246376811594203,21983,0.7187326077179164,0.7305427546009242
2009,Schleswig-Holstein,middle vocational,Yes,0.2753623188405797,21983,0.2694572453990758,0.28126739228208364
2009,Schleswig-Holstein,vocational + Abi,No,0.6129032258064516,21983,0.6064642273487173,0.619342224264186
2009,Schleswig-Holstein,vocational + Abi,Yes,0.3870967741935484,21983,0.38065777573581405,0.3935357726512827
2009,Schleswig-Holstein,higher vocational,No,0.5348837209302325,21983,0.5282901140300919,0.5414773278303732
2009,Schleswig-Holstein,higher vocational,Yes,0.46511627906976744,21983,0.4585226721696267,0.47170988596990815
2009,Schleswig-Holstein,higher education,No,0.5853658536585366,21983,0.5788531875065032,0.5918785198105699
2009,Schleswig-Holstein,higher education,Yes,0.4146341463414634,21983,0.40812148018943,0.4211468124934968
2009,Hamburg,in school,Yes,0.5,21983,0.4933902871016202,0.5066097128983797
2009,Hamburg,in school,No,0.5,21983,0.4933902871016202,0.5066097128983797
2009,Hamburg,inadequately,Yes,1.0,21983,1.0,1.0
2009,Hamburg,general elementary,No,0.8333333333333334,21983,0.8284067442158219,0.8382599224508448
2009,Hamburg,general elementary,Yes,0.16666666666666666,21983,0.1617400775491552,0.1715932557841781
2009,Hamburg,middle vocational,No,0.6637931034482759,21983,0.6575481059565655,0.6700381009399863
2009,Hamburg,middle vocational,Yes,0.33620689655172414,21983,0.3299618990600138,0.3424518940434345
2009,Hamburg,vocational + Abi,No,0.56,21983,0.5534380496029929,0.5665619503970072
2009,Hamburg,vocational + Abi,Yes,0.44,21983,0.4334380496029928,0.4465619503970072
2009,Hamburg,higher vocational,No,0.5238095238095238,21983,0.5172073091698237,0.530411738449224
2009,Hamburg,higher vocational,Yes,0.47619047619047616,21983,0.46958826155077604,0.4827926908301763
2009,Hamburg,higher education,Yes,0.625,21983,0.6186001730053406,0.6313998269946594
2009,Hamburg,higher education,No,0.375,21983,0.36860017300534065,0.38139982699465935
2009,Lower Saxony,in school,No,0.7142857142857143,21983,0.7083137864460933,0.7202576421253353
2009,Lower Saxony,in school,Yes,0.2857142857142857,21983,0.2797423578746648,0.2916862135539066
2009,Lower Saxony,inadequately,Yes,0.6923076923076923,21983,0.686206418863034,0.6984089657523506
2009,Lower Saxony,inadequately,No,0.3076923076923077,21983,0.30159103424764944,0.313793581136966
2009,Lower Saxony,general elementary,No,0.75,21983,0.7442758207182815,0.7557241792817185
2009,Lower Saxony,general elementary,Yes,0.25,21983,0.2442758207182814,0.2557241792817186
2009,Lower Saxony,middle vocational,No,0.7341040462427746,21983,0.7282635834092215,0.7399445090763277
2009,Lower Saxony,middle vocational,Yes,0.2658959537572254,21983,0.26005549092367236,0.27173641659077846
2009,Lower Saxony,vocational + Abi,No,0.5816326530612245,21983,0.5751116279603323,0.5881536781621166
2009,Lower Saxony,vocational + Abi,Yes,0.41836734693877553,21983,0.41184632183788344,0.4248883720396676
2009,Lower Saxony,higher vocational,No,0.6730769230769231,21983,0.6668758374165351,0.6792780087373111
