year,migback,quintil_oecd,plj0104,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,No,0.8057184750733137,21983,0.8004882545051323,0.8109486956414952
2009,No migration background,1st Quintile,Yes,0.1942815249266862,21983,0.1890513043585047,0.19951174549486772
2009,No migration background,2nd Quintile,No,0.8130393096836049,21983,0.8078853203575723,0.8181932990096376
2009,No migration background,2nd Quintile,Yes,0.186960690316395,21983,0.18180670099036236,0.19211467964242765
2009,No migration background,3rd Quintile,No,0.7862523540489642,21983,0.7808330409744024,0.791671667123526
2009,No migration background,3rd Quintile,Yes,0.2137476459510358,21983,0.20832833287647398,0.2191669590255976
2009,No migration background,4th Quintile,No,0.7331619537275065,21983,0.7273149088465312,0.7390089986084818
2009,No migration background,4th Quintile,Yes,0.2668380462724936,21983,0.26099100139151826,0.2726850911534689
2009,No migration background,5th Quintile,No,0.582807570977918,21983,0.5762891351696395,0.5893260067861965
2009,No migration background,5th Quintile,Yes,0.41719242902208203,21983,0.4106739932138036,0.42371086483036047
2009,Direct migration background,1st Quintile,Yes,0.7514619883040936,21983,0.7457490108536466,0.7571749657545406
2009,Direct migration background,1st Quintile,No,0.24853801169590642,21983,0.24282503424545945,0.2542509891463534
2009,Direct migration background,2nd Quintile,Yes,0.7578947368421053,21983,0.7522320942353014,0.7635573794489092
2009,Direct migration background,2nd Quintile,No,0.24210526315789474,21983,0.2364426205510908,0.24776790576469868
2009,Direct migration background,3rd Quintile,Yes,0.7359050445103857,21983,0.7300772593363688,0.7417328296844027
2009,Direct migration background,3rd Quintile,No,0.26409495548961426,21983,0.25826717031559726,0.26992274066363126
2009,Direct migration background,4th Quintile,Yes,0.7905604719764012,21983,0.785181373877882,0.7959395700749204
2009,Direct migration background,4th Quintile,No,0.20943952802359883,21983,0.20406042992507967,0.214818626122118
2009,Direct migration background,5th Quintile,Yes,0.788235294117647,21983,0.7828343794009943,0.7936362088342998
2009,Direct migration background,5th Quintile,No,0.21176470588235294,21983,0.20636379116570022,0.21716562059900565
2009,Indirect migration background,1st Quintile,Yes,0.6403508771929824,21983,0.6340069075156832,0.6466948468702817
2009,Indirect migration background,1st Quintile,No,0.35964912280701755,21983,0.35330515312971833,0.3659930924843168
2009,Indirect migration background,2nd Quintile,Yes,0.6917293233082706,21983,0.6856248697720521,0.6978337768444892
2009,Indirect migration background,2nd Quintile,No,0.3082706766917293,21983,0.3021662231555107,0.3143751302279479
