year,plj0104,migback,proportion,n,lower_confidence,upper_confidence
2009,Yes,No migration background,0.7255979314802844,21983,0.7196992587705278,0.731496604190041
2009,Yes,Direct migration background,0.2039431157078216,21983,0.1986166496046369,0.20926958181100627
2009,Yes,Indirect migration background,0.07045895281189399,21983,0.0670758517638017,0.07384205385998628
2009,No,No migration background,0.9440761516233215,21983,0.9410386632118799,0.9471136400347631
2009,No,Direct migration background,0.03323134455209927,21983,0.030861893024235476,0.03560079607996307
2009,No,Indirect migration background,0.022692503824579296,21983,0.020723849727433276,0.024661157921725317
2014,Yes,No migration background,0.545617816091954,38694,0.5406565882021391,0.5505790439817689
2014,Yes,Direct migration background,0.3588362068965517,38694,0.3540568784079324,0.36361553538517105
2014,Yes,Indirect migration background,0.09554597701149425,38694,0.09261688032214846,0.09847507370084005
2014,No,No migration background,0.8820522529344945,38694,0.8788383982257529,0.8852661076432361
2014,No,Direct migration background,0.0770541461567588,38694,0.07439696982466172,0.07971132248885589
2014,No,Indirect migration background,0.040893600908746684,38694,0.038920290852433176,0.04286691096506019
2019,Yes,No migration background,0.6189626010148468,42417,0.6143408972724033,0.6235843047572903
2019,Yes,Direct migration background,0.29599699304641985,42417,0.2916527211035148,0.3003412649893249
2019,Yes,Indirect migration background,0.08504040593873333,42417,0.08238580210796317,0.08769500976950348
2019,No,No migration background,0.9021789831412008,42417,0.8993518351938555,0.9050061310885461
2019,No,Direct migration background,0.05384154061437996,42417,0.05169357772269324,0.05598950350606667
2019,No,Indirect migration background,0.04397947624441927,42417,0.04202808329663672,0.04593086919220182
