year,sex,plj0104,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,male,No,0.6652275379229872,21983,0.6589891473135628,0.6714659285324115
2009,male,Yes,0.33477246207701283,21983,0.32853407146758845,0.3410108526864372
2009,female,No,0.6463128729752771,21983,0.6399924867033918,0.6526332592471623
2009,female,Yes,0.35368712702472294,21983,0.34736674075283774,0.36000751329660813
2014,male,No,0.5992575855390575,38694,0.5943747321668433,0.6041404389112717
2014,male,Yes,0.40074241446094255,38694,0.3958595610887284,0.4056252678331567
2014,female,No,0.5771076079506511,38694,0.5721852001131391,0.582030015788163
2014,female,Yes,0.42289239204934886,38694,0.4179699842118369,0.42781479988686083
2019,male,No,0.5864096700424698,42417,0.5817229194122553,0.5910964206726843
2019,male,Yes,0.4135903299575302,42417,0.4089035793273157,0.4182770805877447
2019,female,No,0.583893118375877,42417,0.5792022286426964,0.5885840081090575
2019,female,Yes,0.416106881624123,42417,0.41141599189094247,0.42079777135730356
