year,age_gr,sex,plj0104,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,18-29 y.,male,No,0.6893830703012912,21983,0.6832658311466902,0.6955003094558923
2009,18-29 y.,male,Yes,0.31061692969870874,21983,0.30449969054410764,0.31673416885330985
2009,18-29 y.,female,No,0.6143250688705234,21983,0.6078904561122404,0.6207596816288065
2009,18-29 y.,female,Yes,0.3856749311294766,21983,0.37924031837119354,0.39210954388775965
2009,30-45 y.,male,No,0.6495454545454545,21983,0.6432383037573897,0.6558526053335194
2009,30-45 y.,male,Yes,0.35045454545454546,21983,0.3441473946664806,0.35676169624261034
2009,30-45 y.,female,No,0.615040650406504,21983,0.6086082667794653,0.6214730340335427
2009,30-45 y.,female,Yes,0.3849593495934959,21983,0.3785269659664573,0.39139173322053455
2009,46-65 y.,male,No,0.655688622754491,21983,0.6494075025872253,0.6619697429217567
2009,46-65 y.,male,Yes,0.344311377245509,21983,0.33803025707824325,0.3505924974127747
2009,46-65 y.,female,No,0.646969696969697,21983,0.6406519743551367,0.6532874195842573
2009,46-65 y.,female,Yes,0.353030303030303,21983,0.3467125804157427,0.35934802564486334
2009,66 and older,male,No,0.6802030456852792,21983,0.6740375352214965,0.686368556149062
2009,66 and older,male,Yes,0.3197969543147208,21983,0.313631443850938,0.32596246477850366
2009,66 and older,female,No,0.7021178637200737,21983,0.6960722578253841,0.7081634696147633
2009,66 and older,female,Yes,0.2978821362799263,21983,0.29183653038523666,0.303927742174616
2014,18-29 y.,male,No,0.6309872922776149,38694,0.6261792837943303,0.6357953007608994
2014,18-29 y.,male,Yes,0.36901270772238515,38694,0.36420469923910065,0.37382071620566965
2014,18-29 y.,female,No,0.5490371697268249,38694,0.5440791813421185,0.5539951581115313
2014,18-29 y.,female,Yes,0.4509628302731751,38694,0.4460048418884686,0.45592081865788153
2014,30-45 y.,male,No,0.5295264623955431,38694,0.5245531505461496,0.5344997742449367
2014,30-45 y.,male,Yes,0.4704735376044568,38694,0.4655002257550633,0.47544684945385035
2014,30-45 y.,female,No,0.5186240586199878,38694,0.5136455097114627,0.523602607528513
2014,30-45 y.,female,Yes,0.4813759413800122,38694,0.4763973924714871,0.48635449028853733
2014,46-65 y.,male,No,0.6192121630960609,38694,0.6143738325992998,0.6240504935928219
2014,46-65 y.,male,Yes,0.3807878369039392,38694,0.3759495064071781,0.38562616740070027
2014,46-65 y.,female,No,0.6062753036437247,38694,0.6014071360059077,0.6111434712815418
2014,46-65 y.,female,Yes,0.3937246963562753,38694,0.3888565287184583,0.39859286399409233
2014,66 and older,male,No,0.6401656314699793,38694,0.6353833871982772,0.6449478757416813
2014,66 and older,male,Yes,0.3598343685300207,38694,0.3550521242583186,0.3646166128017228
2014,66 and older,female,No,0.6593450479233227,38694,0.6546228086869168,0.6640672871597286
2014,66 and older,female,Yes,0.34065495207667734,38694,0.33593271284027143,0.34537719131308325
2019,18-29 y.,male,No,0.6367567567567568,42417,0.6321798543706854,0.6413336591428282
2019,18-29 y.,male,Yes,0.36324324324324325,42417,0.3586663408571718,0.3678201456293147
2019,18-29 y.,female,No,0.5910951893551689,42417,0.5864164815965278,0.59577389711381
2019,18-29 y.,female,Yes,0.40890481064483114,42417,0.40422610288619004,0.41358351840347224
2019,30-45 y.,male,No,0.5444444444444444,42417,0.5397049332247984,0.5491839556640904
2019,30-45 y.,male,Yes,0.45555555555555555,42417,0.45081604433590955,0.46029506677520154
2019,30-45 y.,female,No,0.5118748253702151,42417,0.507117820615294,0.5166318301251362
2019,30-45 y.,female,Yes,0.48812517462978483,42417,0.4833681698748637,0.49288217938470597
2019,46-65 y.,male,No,0.5667585663647106,42417,0.5620428232922218,0.5714743094371993
2019,46-65 y.,male,Yes,0.4332414336352895,42417,0.4285256905628007,0.4379571767077783
2019,46-65 y.,female,No,0.5987956341738803,42417,0.5941311004799869,0.6034601678677737
2019,46-65 y.,female,Yes,0.4012043658261197,42417,0.39653983213222627,0.4058688995200131
2019,66 and older,male,No,0.632262996941896,42417,0.6276741492242812,0.6368518446595108
2019,66 and older,male,Yes,0.367737003058104,42417,0.36314815534048916,0.3723258507757188
2019,66 and older,female,No,0.6483731869854958,42417,0.6438291734927261,0.6529172004782656
2019,66 and older,female,Yes,0.3516268130145041,42417,0.3470827995217343,0.3561708265072739
