year,age_gr,pgisced97,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Pre-primary Level,Seldom,0.11347,128,396,0.08219,0.14474
2013,17-29 y.,Pre-primary Level,Never,0.26916,268,396,0.22542,0.31290
2013,17-29 y.,Lower Secondary Level,Sometimes,0.11101,100,650,0.08684,0.13517
2013,17-29 y.,Lower Secondary Level,Seldom,0.19211,198,650,0.16180,0.22242
2013,17-29 y.,Lower Secondary Level,Never,0.34077,352,650,0.30430,0.37723
2013,17-29 y.,Upper Secondary Level,Often,0.02325,41,1423,0.01542,0.03108
2013,17-29 y.,Upper Secondary Level,Sometimes,0.07716,156,1423,0.06329,0.09103
2013,17-29 y.,Upper Secondary Level,Seldom,0.24240,405,1423,0.22012,0.26467
2013,17-29 y.,Upper Secondary Level,Never,0.47574,821,1423,0.44978,0.50169
2013,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.26938,59,162,0.20085,0.33791
2013,17-29 y.,Post-secondary Non-tertiary Level,Never,0.45792,103,162,0.38096,0.53488
2013,17-29 y.,Second Stage of Tertiary Education,Seldom,0.25027,88,279,0.19935,0.30119
2013,17-29 y.,Second Stage of Tertiary Education,Never,0.47803,191,279,0.41932,0.53675
2013,30-45 y.,Primary Level,Sometimes,0.16366,35,110,0.09420,0.23311
2013,30-45 y.,Primary Level,Seldom,0.18021,40,110,0.10805,0.25236
2013,30-45 y.,Primary Level,Never,0.13005,35,110,0.06690,0.19319
2013,30-45 y.,Lower Secondary Level,Often,0.06559,40,573,0.04530,0.08588
2013,30-45 y.,Lower Secondary Level,Sometimes,0.10272,99,573,0.07784,0.12760
2013,30-45 y.,Lower Secondary Level,Seldom,0.22108,173,573,0.18708,0.25509
2013,30-45 y.,Lower Secondary Level,Never,0.26380,261,573,0.22768,0.29991
2013,30-45 y.,Upper Secondary Level,Very often,0.00648,41,3821,0.00393,0.00902
2013,30-45 y.,Upper Secondary Level,Often,0.03266,143,3821,0.02702,0.03830
2013,30-45 y.,Upper Secondary Level,Sometimes,0.09318,451,3821,0.08396,0.10240
2013,30-45 y.,Upper Secondary Level,Seldom,0.26012,1076,3821,0.24621,0.27403
2013,30-45 y.,Upper Secondary Level,Never,0.47258,2110,3821,0.45675,0.48841
2013,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.06021,77,836,0.04408,0.07634
2013,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.20888,242,836,0.18131,0.23645
2013,30-45 y.,Post-secondary Non-tertiary Level,Never,0.48801,517,836,0.45410,0.52191
2013,30-45 y.,First Stage of Tertiary Education,Sometimes,0.10215,38,478,0.07497,0.12933
2013,30-45 y.,First Stage of Tertiary Education,Seldom,0.34523,149,478,0.30257,0.38790
2013,30-45 y.,First Stage of Tertiary Education,Never,0.47734,291,478,0.43252,0.52217
2013,30-45 y.,Second Stage of Tertiary Education,Often,0.02112,39,2017,0.01484,0.02739
2013,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.06592,144,2017,0.05509,0.07675
2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.18660,481,2017,0.16960,0.20361
2013,30-45 y.,Second Stage of Tertiary Education,Never,0.56650,1353,2017,0.54486,0.58813
2013,46-65 y.,Lower Secondary Level,Often,0.06327,42,559,0.04307,0.08347
2013,46-65 y.,Lower Secondary Level,Sometimes,0.10945,80,559,0.08355,0.13536
2013,46-65 y.,Lower Secondary Level,Seldom,0.23153,161,559,0.19653,0.26653
2013,46-65 y.,Lower Secondary Level,Never,0.40887,276,559,0.36808,0.44966
2013,46-65 y.,Upper Secondary Level,Very often,0.01751,77,4594,0.01371,0.02130
2013,46-65 y.,Upper Secondary Level,Often,0.04565,206,4594,0.03961,0.05169
2013,46-65 y.,Upper Secondary Level,Sometimes,0.10757,480,4594,0.09861,0.11653
2013,46-65 y.,Upper Secondary Level,Seldom,0.27668,1278,4594,0.26375,0.28962
2013,46-65 y.,Upper Secondary Level,Never,0.51820,2553,4594,0.50375,0.53265
2013,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.09162,67,564,0.06779,0.11545
2013,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.23296,164,564,0.19804,0.26788
2013,46-65 y.,Post-secondary Non-tertiary Level,Never,0.50221,333,564,0.46091,0.54351
2013,46-65 y.,First Stage of Tertiary Education,Sometimes,0.08919,68,756,0.06886,0.10952
2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.31311,231,756,0.28003,0.34619
2013,46-65 y.,First Stage of Tertiary Education,Never,0.54714,457,756,0.51163,0.58264
2013,46-65 y.,Second Stage of Tertiary Education,Often,0.02856,52,2317,0.02178,0.03535
2013,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.07913,172,2317,0.06814,0.09013
