year,age_gr,quintil_oecd,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,Daily,0.67485,417,543,0.63541,0.71429
1990,17-29 y.,1st Quintile,At least once per week,0.27057,126,543,0.23317,0.30797
1990,17-29 y.,2nd Quintile,Daily,0.73542,429,527,0.69772,0.77312
1990,17-29 y.,2nd Quintile,At least once per week,0.17003,98,527,0.13793,0.20214
1990,17-29 y.,3rd Quintile,Daily,0.71585,414,519,0.67701,0.75469
1990,17-29 y.,3rd Quintile,At least once per week,0.21074,105,519,0.17562,0.24586
1990,17-29 y.,4th Quintile,Daily,0.71934,428,574,0.68255,0.75613
1990,17-29 y.,4th Quintile,At least once per week,0.23171,146,574,0.19716,0.26626
1990,17-29 y.,5th Quintile,Daily,0.66353,276,368,0.61519,0.71187
1990,17-29 y.,5th Quintile,At least once per week,0.24579,92,368,0.20174,0.28984
1990,30-45 y.,1st Quintile,Daily,0.76664,400,475,0.72856,0.80472
1990,30-45 y.,1st Quintile,At least once per week,0.15227,75,475,0.11993,0.18462
1990,30-45 y.,2nd Quintile,Daily,0.80191,493,606,0.77015,0.83367
1990,30-45 y.,2nd Quintile,At least once per week,0.10718,78,606,0.08253,0.13183
1990,30-45 y.,2nd Quintile,Seldom,0.06939,35,606,0.04914,0.08964
1990,30-45 y.,3rd Quintile,Daily,0.74134,437,538,0.70431,0.77838
1990,30-45 y.,3rd Quintile,At least once per week,0.17988,101,538,0.14740,0.21237
1990,30-45 y.,4th Quintile,Daily,0.72631,357,440,0.68460,0.76802
1990,30-45 y.,4th Quintile,At least once per week,0.17866,83,440,0.14282,0.21449
1990,30-45 y.,5th Quintile,Daily,0.68815,423,544,0.64919,0.72712
1990,30-45 y.,5th Quintile,At least once per week,0.22586,121,544,0.19069,0.26103
1990,46-65 y.,1st Quintile,Daily,0.84081,419,480,0.80805,0.87357
1990,46-65 y.,1st Quintile,At least once per week,0.09486,61,480,0.06862,0.12111
1990,46-65 y.,2nd Quintile,Daily,0.84538,407,451,0.81197,0.87878
1990,46-65 y.,2nd Quintile,At least once per week,0.07786,44,451,0.05310,0.10262
1990,46-65 y.,3rd Quintile,Daily,0.84508,477,549,0.81479,0.87538
1990,46-65 y.,3rd Quintile,At least once per week,0.11119,72,549,0.08487,0.13751
1990,46-65 y.,4th Quintile,Daily,0.83237,560,641,0.80343,0.86131
1990,46-65 y.,4th Quintile,At least once per week,0.12459,81,641,0.09900,0.15018
1990,46-65 y.,5th Quintile,Daily,0.79925,539,651,0.76846,0.83005
1990,46-65 y.,5th Quintile,At least once per week,0.12318,79,651,0.09791,0.14844
1990,46-65 y.,5th Quintile,Seldom,0.04844,33,651,0.03194,0.06495
1990,66 and older,1st Quintile,Daily,0.84211,243,243,0.79617,0.88805
1990,66 and older,2nd Quintile,Daily,0.94771,210,210,0.91752,0.97789
1990,66 and older,3rd Quintile,Daily,0.87031,173,173,0.82011,0.92052
1990,66 and older,4th Quintile,Daily,0.91530,156,156,0.87146,0.95913
1990,66 and older,5th Quintile,Daily,0.91826,146,146,0.87367,0.96286
1995,17-29 y.,1st Quintile,Daily,0.76128,613,707,0.72984,0.79273
1995,17-29 y.,1st Quintile,At least once per week,0.14677,94,707,0.12066,0.17287
1995,17-29 y.,2nd Quintile,Daily,0.81371,591,690,0.78464,0.84278
1995,17-29 y.,2nd Quintile,At least once per week,0.15196,99,690,0.12516,0.17877
1995,17-29 y.,3rd Quintile,Daily,0.79112,566,657,0.76001,0.82223
1995,17-29 y.,3rd Quintile,At least once per week,0.14797,91,657,0.12079,0.17514
1995,17-29 y.,4th Quintile,Daily,0.77748,541,663,0.74579,0.80916
1995,17-29 y.,4th Quintile,At least once per week,0.18046,122,663,0.15116,0.20975
1995,17-29 y.,5th Quintile,Daily,0.76468,372,458,0.72579,0.80358
1995,17-29 y.,5th Quintile,At least once per week,0.16730,86,458,0.13308,0.20152
1995,30-45 y.,1st Quintile,Daily,0.78888,691,776,0.76014,0.81761
1995,30-45 y.,1st Quintile,At least once per week,0.11088,85,776,0.08877,0.13298
1995,30-45 y.,2nd Quintile,Daily,0.81320,844,987,0.78887,0.83753
1995,30-45 y.,2nd Quintile,At least once per week,0.12149,107,987,0.10110,0.14189
1995,30-45 y.,2nd Quintile,Seldom,0.03517,36,987,0.02367,0.04667
1995,30-45 y.,3rd Quintile,Daily,0.78308,767,929,0.75656,0.80960
1995,30-45 y.,3rd Quintile,At least once per week,0.14338,127,929,0.12083,0.16593
1995,30-45 y.,3rd Quintile,Seldom,0.04090,35,929,0.02816,0.05364
1995,30-45 y.,4th Quintile,Daily,0.78045,659,792,0.75161,0.80930
1995,30-45 y.,4th Quintile,At least once per week,0.15895,133,792,0.13347,0.18443
1995,30-45 y.,5th Quintile,Daily,0.73889,595,750,0.70744,0.77035
1995,30-45 y.,5th Quintile,At least once per week,0.19378,155,750,0.16547,0.22209
1995,46-65 y.,1st Quintile,Daily,0.90562,585,617,0.88253,0.92870
1995,46-65 y.,1st Quintile,At least once per week,0.04700,32,617,0.03029,0.06371
1995,46-65 y.,2nd Quintile,Daily,0.93086,669,706,0.91213,0.94959
1995,46-65 y.,2nd Quintile,At least once per week,0.04965,37,706,0.03361,0.06568
1995,46-65 y.,3rd Quintile,Daily,0.83759,653,712,0.81048,0.86470
1995,46-65 y.,3rd Quintile,At least once per week,0.11098,59,712,0.08790,0.13407
1995,46-65 y.,4th Quintile,Daily,0.86900,791,861,0.84645,0.89155
1995,46-65 y.,4th Quintile,At least once per week,0.09579,70,861,0.07612,0.11546
1995,46-65 y.,5th Quintile,Daily,0.82242,800,946,0.79806,0.84679
1995,46-65 y.,5th Quintile,At least once per week,0.12667,115,946,0.10546,0.14787
1995,46-65 y.,5th Quintile,Seldom,0.03132,31,946,0.02021,0.04242
1995,66 and older,1st Quintile,Daily,0.90297,274,274,0.86785,0.93808
1995,66 and older,2nd Quintile,Daily,0.94802,389,389,0.92594,0.97011
1995,66 and older,3rd Quintile,Daily,0.94655,309,309,0.92143,0.97167
1995,66 and older,4th Quintile,Daily,0.94017,252,252,0.91083,0.96951
1995,66 and older,5th Quintile,Daily,0.89389,192,192,0.85022,0.93757
1998,17-29 y.,1st Quintile,Daily,0.81247,584,660,0.78267,0.84227
1998,17-29 y.,1st Quintile,At least once per week,0.13671,76,660,0.11048,0.16294
1998,17-29 y.,2nd Quintile,Daily,0.83084,557,628,0.80150,0.86019
